customer_id,recency,frequency,monetary,avg_transaction,cluster_kmeans,cluster_gmm,segment_name
C00759,35,18,19247100.0,1069283.3333333333,0,2,TODO: đặt tên nhóm 0
C00760,22,12,8946750.0,745562.5,0,2,TODO: đặt tên nhóm 0
C00761,43,15,36498615.0,2433241.0,0,2,TODO: đặt tên nhóm 0
C00762,5,10,6229050.0,622905.0,2,2,TODO: đặt tên nhóm 2
C00763,2,13,11014400.0,847261.5384615385,0,2,TODO: đặt tên nhóm 0
C00764,40,11,9679500.0,879954.5454545454,0,2,TODO: đặt tên nhóm 0
C00765,30,11,10969600.0,997236.3636363636,0,2,TODO: đặt tên nhóm 0
C00766,12,9,11026309.186639886,1225145.4651822096,0,2,TODO: đặt tên nhóm 0
C00767,17,15,13994800.0,932986.6666666666,0,2,TODO: đặt tên nhóm 0
C00768,10,9,6547400.0,727488.8888888889,2,2,TODO: đặt tên nhóm 2
C00769,11,15,16698878.0,1113258.5333333334,0,2,TODO: đặt tên nhóm 0
C00770,18,15,17406650.0,1160443.3333333333,0,2,TODO: đặt tên nhóm 0
C00771,22,17,16412100.0,965417.6470588235,0,2,TODO: đặt tên nhóm 0
C00772,10,14,22942895.0,1638778.2142857143,0,2,TODO: đặt tên nhóm 0
C00773,15,12,9409600.0,784133.3333333334,0,2,TODO: đặt tên nhóm 0
C00774,5,15,8875700.0,591713.3333333334,0,2,TODO: đặt tên nhóm 0
C00775,7,16,12325650.0,770353.125,0,2,TODO: đặt tên nhóm 0
C00776,11,16,13942050.0,871378.125,0,2,TODO: đặt tên nhóm 0
C00777,84,10,7146700.0,714670.0,2,1,TODO: đặt tên nhóm 2
C00778,22,15,11949900.0,796660.0,0,2,TODO: đặt tên nhóm 0
C00779,18,18,15363700.0,853538.8888888889,0,2,TODO: đặt tên nhóm 0
C00780,16,12,7710550.0,642545.8333333334,0,2,TODO: đặt tên nhóm 0
C00781,79,7,6503000.0,929000.0,2,3,TODO: đặt tên nhóm 2
C00782,75,13,19249570.335530102,1480736.1796561617,0,2,TODO: đặt tên nhóm 0
C00783,25,11,13023700.0,1183972.7272727273,0,2,TODO: đặt tên nhóm 0
C00784,9,9,10622950.0,1180327.7777777778,0,2,TODO: đặt tên nhóm 0
C00785,33,11,11688200.0,1062563.6363636365,0,2,TODO: đặt tên nhóm 0
C00786,2,12,12602100.0,1050175.0,0,2,TODO: đặt tên nhóm 0
C00787,75,10,9227500.0,922750.0,0,2,TODO: đặt tên nhóm 0
C00788,9,12,6995250.0,582937.5,0,2,TODO: đặt tên nhóm 0
C00789,2,9,13762100.0,1529122.2222222222,0,2,TODO: đặt tên nhóm 0
C00790,23,16,16155800.0,1009737.5,0,2,TODO: đặt tên nhóm 0
C00791,52,11,8710000.0,791818.1818181818,0,2,TODO: đặt tên nhóm 0
C00792,5,8,8847400.0,1105925.0,2,2,TODO: đặt tên nhóm 2
C00793,1,12,11493950.0,957829.1666666666,0,2,TODO: đặt tên nhóm 0
C00794,10,7,4542100.0,648871.4285714285,2,3,TODO: đặt tên nhóm 2
C00795,39,19,38007588.0,2000399.3684210526,0,2,TODO: đặt tên nhóm 0
C00796,15,10,14319050.0,1431905.0,0,2,TODO: đặt tên nhóm 0
C00797,22,15,13857750.0,923850.0,0,2,TODO: đặt tên nhóm 0
C00798,36,13,15949078.710121596,1226852.208470892,0,2,TODO: đặt tên nhóm 0
C00799,13,10,9567300.0,956730.0,0,2,TODO: đặt tên nhóm 0
C00800,98,13,8594950.0,661150.0,0,1,TODO: đặt tên nhóm 0
C00801,28,10,13531115.93421959,1353111.5934219589,0,2,TODO: đặt tên nhóm 0
C00802,16,12,12293850.0,1024487.5,0,2,TODO: đặt tên nhóm 0
C00803,32,8,7920650.0,990081.25,2,2,TODO: đặt tên nhóm 2
C00804,49,16,11095550.0,693471.875,0,2,TODO: đặt tên nhóm 0
C00805,4,13,11129600.0,856123.0769230769,0,2,TODO: đặt tên nhóm 0
C00806,11,9,6360700.0,706744.4444444445,2,2,TODO: đặt tên nhóm 2
C00807,8,8,12321800.0,1540225.0,3,2,TODO: đặt tên nhóm 3
C00808,157,4,2921900.0,730475.0,1,0,TODO: đặt tên nhóm 1
C00809,9,12,6824000.0,568666.6666666666,0,2,TODO: đặt tên nhóm 0
C00810,37,13,13984000.0,1075692.3076923077,0,2,TODO: đặt tên nhóm 0
C00811,18,18,16255650.0,903091.6666666666,0,2,TODO: đặt tên nhóm 0
C00812,13,14,14550200.0,1039300.0,0,2,TODO: đặt tên nhóm 0
C00813,22,7,3492050.0,498864.28571428574,2,2,TODO: đặt tên nhóm 2
C00814,27,13,14740550.0,1133888.4615384615,0,2,TODO: đặt tên nhóm 0
C00815,125,8,6099569.861668259,762446.2327085324,1,3,TODO: đặt tên nhóm 1
C00816,55,15,19452400.0,1296826.6666666667,0,2,TODO: đặt tên nhóm 0
C00817,7,12,12219010.583315134,1018250.8819429278,0,2,TODO: đặt tên nhóm 0
C00818,24,11,13395150.0,1217740.9090909092,0,2,TODO: đặt tên nhóm 0
C00819,13,15,17715748.0,1181049.8666666667,0,2,TODO: đặt tên nhóm 0
C00820,51,14,13348700.0,953478.5714285715,0,2,TODO: đặt tên nhóm 0
C00821,27,10,7312000.0,731200.0,2,2,TODO: đặt tên nhóm 2
C00822,24,7,2403850.0,343407.14285714284,2,2,TODO: đặt tên nhóm 2
C00823,7,11,12819350.0,1165395.4545454546,0,2,TODO: đặt tên nhóm 0
C00824,2,11,13209200.0,1200836.3636363635,0,2,TODO: đặt tên nhóm 0
C00825,19,13,12849000.0,988384.6153846154,0,2,TODO: đặt tên nhóm 0
C00826,11,9,12034550.0,1337172.2222222222,0,2,TODO: đặt tên nhóm 0
C00827,34,12,8320200.0,693350.0,0,2,TODO: đặt tên nhóm 0
C00828,22,12,7617750.0,634812.5,0,2,TODO: đặt tên nhóm 0
C00829,3,14,13914900.0,993921.4285714285,0,2,TODO: đặt tên nhóm 0
C00830,47,18,27157600.0,1508755.5555555555,0,2,TODO: đặt tên nhóm 0
C00831,10,12,17573800.0,1464483.3333333333,0,2,TODO: đặt tên nhóm 0
C00832,3,16,19770250.0,1235640.625,0,2,TODO: đặt tên nhóm 0
C00833,12,13,15527500.0,1194423.076923077,0,2,TODO: đặt tên nhóm 0
C00834,76,6,5426100.0,904350.0,2,3,TODO: đặt tên nhóm 2
C00835,50,12,23341726.0,1945143.8333333333,0,2,TODO: đặt tên nhóm 0
C00836,3,15,13720400.0,914693.3333333334,0,2,TODO: đặt tên nhóm 0
C00837,41,9,12335450.0,1370605.5555555555,0,2,TODO: đặt tên nhóm 0
C00838,2,9,10816000.0,1201777.7777777778,0,2,TODO: đặt tên nhóm 0
C00839,3,10,4789300.0,478930.0,2,2,TODO: đặt tên nhóm 2
C00840,13,12,11343150.0,945262.5,0,2,TODO: đặt tên nhóm 0
C00841,16,7,7472200.0,1067457.142857143,2,3,TODO: đặt tên nhóm 2
C00842,16,11,11514167.0,1046742.4545454546,0,2,TODO: đặt tên nhóm 0
C00843,42,6,5140150.0,856691.6666666666,2,3,TODO: đặt tên nhóm 2
C00844,16,14,23669500.0,1690678.5714285714,0,2,TODO: đặt tên nhóm 0
C00845,30,16,11143800.0,696487.5,0,2,TODO: đặt tên nhóm 0
C00846,3,10,35667257.48600877,3566725.748600877,0,2,TODO: đặt tên nhóm 0
C00847,22,16,11129100.0,695568.75,0,2,TODO: đặt tên nhóm 0
C00848,10,9,7275900.0,808433.3333333334,2,2,TODO: đặt tên nhóm 2
C00849,48,10,7468800.0,746880.0,2,2,TODO: đặt tên nhóm 2
C00850,8,13,10174650.0,782665.3846153846,0,2,TODO: đặt tên nhóm 0
C00851,20,13,14912400.0,1147107.6923076923,0,2,TODO: đặt tên nhóm 0
C00852,7,17,9955650.0,585626.4705882353,0,2,TODO: đặt tên nhóm 0
C00853,14,14,20562800.0,1468771.4285714286,0,2,TODO: đặt tên nhóm 0
C00854,52,9,8689950.0,965550.0,2,2,TODO: đặt tên nhóm 2
C00855,9,13,8705650.0,669665.3846153846,0,2,TODO: đặt tên nhóm 0
C00856,23,9,8588900.0,954322.2222222222,2,2,TODO: đặt tên nhóm 2
C00857,13,9,6185400.0,687266.6666666666,2,2,TODO: đặt tên nhóm 2
C00858,4,13,9408750.0,723750.0,0,2,TODO: đặt tên nhóm 0
C00859,22,12,9015100.0,751258.3333333334,0,2,TODO: đặt tên nhóm 0
C00860,24,8,14923800.0,1865475.0,3,2,TODO: đặt tên nhóm 3
C00861,3,8,9499200.0,1187400.0,0,2,TODO: đặt tên nhóm 0
C00862,60,10,8324900.0,832490.0,2,2,TODO: đặt tên nhóm 2
C00863,57,11,10030350.0,911850.0,0,2,TODO: đặt tên nhóm 0
C00864,38,14,16674550.0,1191039.2857142857,0,2,TODO: đặt tên nhóm 0
C00865,32,12,8050200.0,670850.0,0,2,TODO: đặt tên nhóm 0
C00866,9,7,7406150.0,1058021.4285714286,2,3,TODO: đặt tên nhóm 2
C00867,1,16,11255100.0,703443.75,0,2,TODO: đặt tên nhóm 0
C00868,6,12,13763100.0,1146925.0,0,2,TODO: đặt tên nhóm 0
C00869,15,10,12373900.0,1237390.0,0,2,TODO: đặt tên nhóm 0
C00870,40,12,13958800.0,1163233.3333333333,0,2,TODO: đặt tên nhóm 0
C00871,13,17,14689500.0,864088.2352941176,0,2,TODO: đặt tên nhóm 0
C00872,3,18,15988700.0,888261.1111111111,0,2,TODO: đặt tên nhóm 0
C00873,2,7,8827400.0,1261057.142857143,3,2,TODO: đặt tên nhóm 3
C00874,37,10,8541400.0,854140.0,0,2,TODO: đặt tên nhóm 0
C00875,14,13,11891050.0,914696.1538461539,0,2,TODO: đặt tên nhóm 0
C00876,14,11,15557050.0,1414277.2727272727,0,2,TODO: đặt tên nhóm 0
C00877,60,8,9735588.0,1216948.5,3,2,TODO: đặt tên nhóm 3
C00878,1,12,15564600.0,1297050.0,0,2,TODO: đặt tên nhóm 0
C00879,65,7,4937900.0,705414.2857142857,2,3,TODO: đặt tên nhóm 2
C00880,12,16,11563450.0,722715.625,0,2,TODO: đặt tên nhóm 0
C00881,32,12,12481000.0,1040083.3333333334,0,2,TODO: đặt tên nhóm 0
C00882,122,10,11492900.0,1149290.0,0,1,TODO: đặt tên nhóm 0
C00883,116,6,9688521.0,1614753.5,3,1,TODO: đặt tên nhóm 3
C00884,14,8,21563374.735728897,2695421.841966112,3,1,TODO: đặt tên nhóm 3
C00885,10,10,8223500.0,822350.0,0,2,TODO: đặt tên nhóm 0
C00886,14,13,11825750.0,909673.0769230769,0,2,TODO: đặt tên nhóm 0
C00887,8,13,11948850.0,919142.3076923077,0,2,TODO: đặt tên nhóm 0
C00888,24,14,8096150.0,578296.4285714285,0,2,TODO: đặt tên nhóm 0
C00889,2,11,11964150.0,1087650.0,0,2,TODO: đặt tên nhóm 0
C00890,1,12,10482250.0,873520.8333333334,0,2,TODO: đặt tên nhóm 0
C00891,14,14,14320700.0,1022907.1428571428,0,2,TODO: đặt tên nhóm 0
C00892,128,11,7745950.0,704177.2727272727,1,1,TODO: đặt tên nhóm 1
C00893,1,6,5754000.0,959000.0,2,3,TODO: đặt tên nhóm 2
C00894,9,17,20670980.0,1215940.0,0,2,TODO: đặt tên nhóm 0
C00895,48,14,16350321.0,1167880.0714285714,0,2,TODO: đặt tên nhóm 0
C00896,32,15,19583900.0,1305593.3333333333,0,2,TODO: đặt tên nhóm 0
C00897,8,6,4039200.0,673200.0,2,3,TODO: đặt tên nhóm 2
C00898,3,15,22234156.280603044,1482277.0853735362,0,2,TODO: đặt tên nhóm 0
C00899,13,10,6383100.0,638310.0,2,2,TODO: đặt tên nhóm 2
C00900,52,10,5390850.0,539085.0,2,2,TODO: đặt tên nhóm 2
C00901,54,12,13024800.0,1085400.0,0,2,TODO: đặt tên nhóm 0
C00902,17,11,19775200.0,1797745.4545454546,0,2,TODO: đặt tên nhóm 0
C00903,84,8,10581000.0,1322625.0,3,1,TODO: đặt tên nhóm 3
C00904,5,12,7841100.0,653425.0,0,2,TODO: đặt tên nhóm 0
C00905,20,17,22510350.0,1324138.2352941176,0,2,TODO: đặt tên nhóm 0
C00906,56,6,3994050.0,665675.0,2,3,TODO: đặt tên nhóm 2
C00907,6,10,9058500.0,905850.0,0,2,TODO: đặt tên nhóm 0
C00908,26,11,16223394.0,1474854.0,0,2,TODO: đặt tên nhóm 0
C00909,53,10,12738700.0,1273870.0,0,2,TODO: đặt tên nhóm 0
C00910,115,5,2945200.0,589040.0,1,3,TODO: đặt tên nhóm 1
C00911,37,9,4829800.0,536644.4444444445,2,2,TODO: đặt tên nhóm 2
C00912,6,13,7324350.0,563411.5384615385,0,2,TODO: đặt tên nhóm 0
C00913,4,11,14248050.0,1295277.2727272727,0,2,TODO: đặt tên nhóm 0
C00914,36,8,4318900.0,539862.5,2,2,TODO: đặt tên nhóm 2
C00915,35,11,6450700.0,586427.2727272727,2,2,TODO: đặt tên nhóm 2
C00916,3,19,17943550.0,944397.3684210526,0,2,TODO: đặt tên nhóm 0
C00917,65,14,10052600.0,718042.8571428572,0,2,TODO: đặt tên nhóm 0
C00918,38,5,4183200.0,836640.0,2,3,TODO: đặt tên nhóm 2
C00919,67,6,7619900.0,1269983.3333333333,3,3,TODO: đặt tên nhóm 3
C00920,62,9,20876663.64969429,2319629.2944104765,3,1,TODO: đặt tên nhóm 3
C00921,15,11,10389769.0,944524.4545454546,0,2,TODO: đặt tên nhóm 0
C00922,65,7,5790000.0,827142.8571428572,2,3,TODO: đặt tên nhóm 2
C00923,30,15,10612150.0,707476.6666666666,0,2,TODO: đặt tên nhóm 0
C00924,86,7,6552958.0,936136.8571428572,2,3,TODO: đặt tên nhóm 2
C00925,31,10,14163900.0,1416390.0,0,2,TODO: đặt tên nhóm 0
C00926,11,9,10045500.0,1116166.6666666667,0,2,TODO: đặt tên nhóm 0
C00927,31,8,8045100.0,1005637.5,2,2,TODO: đặt tên nhóm 2
C00928,3,11,5639000.0,512636.36363636365,2,2,TODO: đặt tên nhóm 2
C00929,11,10,14083086.0,1408308.6,0,2,TODO: đặt tên nhóm 0
C00930,12,10,9090250.0,909025.0,0,2,TODO: đặt tên nhóm 0
C00931,15,5,4368000.0,873600.0,2,3,TODO: đặt tên nhóm 2
C00932,38,18,21703763.0,1205764.611111111,0,2,TODO: đặt tên nhóm 0
C00933,35,9,7267850.0,807538.8888888889,2,2,TODO: đặt tên nhóm 2
C00934,59,5,4603000.0,920600.0,2,3,TODO: đặt tên nhóm 2
C00935,17,17,24571517.0,1445383.3529411764,0,2,TODO: đặt tên nhóm 0
C00936,6,11,6765450.0,615040.9090909091,2,2,TODO: đặt tên nhóm 2
C00937,75,8,10429200.0,1303650.0,3,1,TODO: đặt tên nhóm 3
C00938,5,9,10067850.0,1118650.0,0,2,TODO: đặt tên nhóm 0
C00939,64,10,16727500.0,1672750.0,0,1,TODO: đặt tên nhóm 0
C00940,15,10,16482764.0,1648276.4,0,2,TODO: đặt tên nhóm 0
C00941,26,15,16104426.0,1073628.4,0,2,TODO: đặt tên nhóm 0
C00942,54,10,11868900.0,1186890.0,0,2,TODO: đặt tên nhóm 0
C00943,8,14,21103550.0,1507396.4285714286,0,2,TODO: đặt tên nhóm 0
C00944,13,9,7583800.0,842644.4444444445,2,2,TODO: đặt tên nhóm 2
C00945,34,8,4829550.0,603693.75,2,2,TODO: đặt tên nhóm 2
C00946,19,11,7390650.0,671877.2727272727,2,2,TODO: đặt tên nhóm 2
C00947,62,8,12274000.0,1534250.0,3,1,TODO: đặt tên nhóm 3
C00948,12,9,10556350.0,1172927.7777777778,0,2,TODO: đặt tên nhóm 0
C00949,82,4,2438600.0,609650.0,2,0,TODO: đặt tên nhóm 2
C00950,106,14,14797600.0,1056971.4285714286,0,1,TODO: đặt tên nhóm 0
C00951,35,11,10312700.0,937518.1818181818,0,2,TODO: đặt tên nhóm 0
C00952,39,5,4549400.0,909880.0,2,3,TODO: đặt tên nhóm 2
C00953,63,11,19319650.74996229,1756331.886360208,0,2,TODO: đặt tên nhóm 0
C00954,37,13,5486450.0,422034.6153846154,2,2,TODO: đặt tên nhóm 2
C00955,33,9,8906500.0,989611.1111111111,2,2,TODO: đặt tên nhóm 2
C00956,38,7,4272150.0,610307.1428571428,2,3,TODO: đặt tên nhóm 2
C00957,5,13,11267000.0,866692.3076923077,0,2,TODO: đặt tên nhóm 0
C00958,24,13,10377900.0,798300.0,0,2,TODO: đặt tên nhóm 0
C00959,15,8,8381250.0,1047656.25,2,2,TODO: đặt tên nhóm 2
C00960,12,13,15256500.0,1173576.923076923,0,2,TODO: đặt tên nhóm 0
C00961,8,9,3286450.0,365161.1111111111,2,2,TODO: đặt tên nhóm 2
C00962,19,6,1885900.0,314316.6666666667,2,3,TODO: đặt tên nhóm 2
C00963,43,11,12217000.0,1110636.3636363635,0,2,TODO: đặt tên nhóm 0
C00964,58,2,611500.0,305750.0,2,0,TODO: đặt tên nhóm 2
C00965,33,11,8707950.0,791631.8181818182,0,2,TODO: đặt tên nhóm 0
C00966,2,8,7281300.0,910162.5,2,3,TODO: đặt tên nhóm 2
C00967,14,9,10974050.0,1219338.888888889,0,2,TODO: đặt tên nhóm 0
C00968,102,9,10147400.0,1127488.888888889,3,1,TODO: đặt tên nhóm 3
C00969,21,9,7895450.0,877272.2222222222,2,2,TODO: đặt tên nhóm 2
C00970,5,14,13217496.0,944106.8571428572,0,2,TODO: đặt tên nhóm 0
C00971,54,7,5087900.0,726842.8571428572,2,3,TODO: đặt tên nhóm 2
C00972,66,8,4541350.0,567668.75,2,2,TODO: đặt tên nhóm 2
C00973,13,14,13203750.0,943125.0,0,2,TODO: đặt tên nhóm 0
C00974,26,8,8652800.0,1081600.0,2,2,TODO: đặt tên nhóm 2
C00975,99,12,14350200.0,1195850.0,0,1,TODO: đặt tên nhóm 0
C00976,13,10,7482950.0,748295.0,2,2,TODO: đặt tên nhóm 2
C00977,2,9,9717200.0,1079688.888888889,0,2,TODO: đặt tên nhóm 0
C00978,66,7,5300200.0,757171.4285714285,2,3,TODO: đặt tên nhóm 2
C00979,51,8,10147150.0,1268393.75,3,2,TODO: đặt tên nhóm 3
C00980,20,7,6109900.0,872842.8571428572,2,3,TODO: đặt tên nhóm 2
C00981,2,12,15868800.0,1322400.0,0,2,TODO: đặt tên nhóm 0
C00982,33,7,5069000.0,724142.8571428572,2,3,TODO: đặt tên nhóm 2
C00983,92,9,10049800.0,1116644.4444444445,3,1,TODO: đặt tên nhóm 3
C00984,1,12,19824500.0,1652041.6666666667,0,2,TODO: đặt tên nhóm 0
C00985,3,10,12327000.0,1232700.0,0,2,TODO: đặt tên nhóm 0
C00986,48,9,12105750.0,1345083.3333333333,0,2,TODO: đặt tên nhóm 0
C00987,43,13,7984754.0,614211.8461538461,0,2,TODO: đặt tên nhóm 0
C00988,5,10,7537000.0,753700.0,2,2,TODO: đặt tên nhóm 2
C00989,30,17,11385000.0,669705.8823529412,0,2,TODO: đặt tên nhóm 0
C00990,59,6,4226000.0,704333.3333333334,2,3,TODO: đặt tên nhóm 2
C00991,30,12,15483250.0,1290270.8333333333,0,2,TODO: đặt tên nhóm 0
C00992,22,8,7850350.0,981293.75,2,2,TODO: đặt tên nhóm 2
C00993,30,15,26092379.0,1739491.9333333333,0,2,TODO: đặt tên nhóm 0
C00994,88,3,2369650.0,789883.3333333334,1,0,TODO: đặt tên nhóm 1
C00995,38,12,12407600.0,1033966.6666666666,0,2,TODO: đặt tên nhóm 0
C00996,16,6,8076600.0,1346100.0,3,3,TODO: đặt tên nhóm 3
C00997,6,14,15219950.0,1087139.2857142857,0,2,TODO: đặt tên nhóm 0
C00998,5,8,6950200.0,868775.0,2,3,TODO: đặt tên nhóm 2
C00999,6,12,10182650.0,848554.1666666666,0,2,TODO: đặt tên nhóm 0
C01000,4,12,8362150.0,696845.8333333334,0,2,TODO: đặt tên nhóm 0
C01001,33,4,2754850.0,688712.5,2,0,TODO: đặt tên nhóm 2
C01002,7,17,18235400.0,1072670.5882352942,0,2,TODO: đặt tên nhóm 0
C01003,76,5,11847596.0,2369519.2,3,1,TODO: đặt tên nhóm 3
C01004,3,13,7934300.0,610330.7692307692,0,2,TODO: đặt tên nhóm 0
C01005,3,14,16438867.0,1174204.7857142857,0,2,TODO: đặt tên nhóm 0
C01006,53,13,23159400.0,1781492.3076923077,0,2,TODO: đặt tên nhóm 0
C01007,1,11,10353400.0,941218.1818181818,0,2,TODO: đặt tên nhóm 0
C01008,16,13,36705405.69365818,2823492.745666014,0,2,TODO: đặt tên nhóm 0
C01009,57,9,13270200.0,1474466.6666666667,0,1,TODO: đặt tên nhóm 0
C01010,2,16,17476050.0,1092253.125,0,2,TODO: đặt tên nhóm 0
C01011,88,7,3524600.0,503514.28571428574,2,3,TODO: đặt tên nhóm 2
C01012,63,11,13079500.0,1189045.4545454546,0,2,TODO: đặt tên nhóm 0
C01013,23,13,8937600.0,687507.6923076923,0,2,TODO: đặt tên nhóm 0
C01014,18,10,7285650.0,728565.0,2,2,TODO: đặt tên nhóm 2
C01015,13,10,16307850.0,1630785.0,0,2,TODO: đặt tên nhóm 0
C01016,70,8,9288000.0,1161000.0,3,1,TODO: đặt tên nhóm 3
C01017,1,8,5517038.0,689629.75,2,2,TODO: đặt tên nhóm 2
C01018,60,13,13837900.0,1064453.8461538462,0,2,TODO: đặt tên nhóm 0
C01019,28,17,11311400.0,665376.4705882353,0,2,TODO: đặt tên nhóm 0
C01020,56,8,6608400.0,826050.0,2,3,TODO: đặt tên nhóm 2
C01021,124,8,7965500.0,995687.5,1,3,TODO: đặt tên nhóm 1
C01022,44,8,6878650.0,859831.25,2,3,TODO: đặt tên nhóm 2
C01023,62,14,8765900.0,626135.7142857143,0,2,TODO: đặt tên nhóm 0
C01024,50,7,5857000.0,836714.2857142857,2,3,TODO: đặt tên nhóm 2
C01025,21,10,10631308.0,1063130.8,0,2,TODO: đặt tên nhóm 0
C01026,50,12,7200000.0,600000.0,0,2,TODO: đặt tên nhóm 0
C01027,18,11,9681350.0,880122.7272727273,0,2,TODO: đặt tên nhóm 0
C01028,23,8,5644850.0,705606.25,2,2,TODO: đặt tên nhóm 2
C01029,57,9,12220870.0,1357874.4444444445,0,2,TODO: đặt tên nhóm 0
C01030,28,12,15872600.0,1322716.6666666667,0,2,TODO: đặt tên nhóm 0
C01031,22,9,5010950.0,556772.2222222222,2,2,TODO: đặt tên nhóm 2
C01032,3,15,16753450.0,1116896.6666666667,0,2,TODO: đặt tên nhóm 0
C01033,10,10,10075700.0,1007570.0,0,2,TODO: đặt tên nhóm 0
C01034,7,11,13490950.0,1226450.0,0,2,TODO: đặt tên nhóm 0
C01035,65,11,11335000.0,1030454.5454545454,0,2,TODO: đặt tên nhóm 0
C01036,42,4,10030400.0,2507600.0,3,1,TODO: đặt tên nhóm 3
C01037,4,12,17075500.0,1422958.3333333333,0,2,TODO: đặt tên nhóm 0
C01038,9,13,15798750.0,1215288.4615384615,0,2,TODO: đặt tên nhóm 0
C01039,24,13,11408478.0,877575.2307692308,0,2,TODO: đặt tên nhóm 0
C01040,7,10,8374100.0,837410.0,0,2,TODO: đặt tên nhóm 0
C01041,9,7,5986400.0,855200.0,2,3,TODO: đặt tên nhóm 2
C01042,18,9,7738100.0,859788.8888888889,2,2,TODO: đặt tên nhóm 2
C01043,10,14,14182300.0,1013021.4285714285,0,2,TODO: đặt tên nhóm 0
C01044,84,4,1288900.0,322225.0,2,0,TODO: đặt tên nhóm 2
C01045,42,8,12285450.0,1535681.25,3,2,TODO: đặt tên nhóm 3
C01046,34,11,10193400.0,926672.7272727273,0,2,TODO: đặt tên nhóm 0
C01047,26,10,7828800.0,782880.0,2,2,TODO: đặt tên nhóm 2
C01048,68,10,7322600.0,732260.0,2,2,TODO: đặt tên nhóm 2
C01049,26,11,6122600.0,556600.0,2,2,TODO: đặt tên nhóm 2
C01050,36,9,6727000.0,747444.4444444445,2,2,TODO: đặt tên nhóm 2
C01051,20,6,1665900.0,277650.0,2,3,TODO: đặt tên nhóm 2
C01052,18,11,10812800.0,982981.8181818182,0,2,TODO: đặt tên nhóm 0
C01053,24,7,7793300.0,1113328.5714285714,2,2,TODO: đặt tên nhóm 2
C01054,33,13,13825500.0,1063500.0,0,2,TODO: đặt tên nhóm 0
C01055,14,9,11910350.0,1323372.2222222222,0,2,TODO: đặt tên nhóm 0
C01056,4,9,10236250.0,1137361.111111111,0,2,TODO: đặt tên nhóm 0
C01057,14,9,8913100.0,990344.4444444445,0,2,TODO: đặt tên nhóm 0
C01058,3,12,13154250.0,1096187.5,0,2,TODO: đặt tên nhóm 0
C01059,1,8,8674400.0,1084300.0,2,2,TODO: đặt tên nhóm 2
C01060,20,10,13718850.0,1371885.0,0,2,TODO: đặt tên nhóm 0
C01061,8,8,4918800.0,614850.0,2,2,TODO: đặt tên nhóm 2
C01062,14,12,13165500.0,1097125.0,0,2,TODO: đặt tên nhóm 0
C01063,75,4,2558550.0,639637.5,2,0,TODO: đặt tên nhóm 2
C01064,53,5,5268900.0,1053780.0,2,3,TODO: đặt tên nhóm 2
C01065,47,9,13126250.0,1458472.2222222222,0,2,TODO: đặt tên nhóm 0
C01066,68,9,7162450.0,795827.7777777778,2,3,TODO: đặt tên nhóm 2
C01067,5,14,10576100.0,755435.7142857143,0,2,TODO: đặt tên nhóm 0
C01068,32,23,18848600.0,819504.3478260869,0,2,TODO: đặt tên nhóm 0
C01069,24,9,14288800.0,1587644.4444444445,0,2,TODO: đặt tên nhóm 0
C01070,43,14,20130350.0,1437882.142857143,0,2,TODO: đặt tên nhóm 0
C01071,25,17,23518375.0,1383433.8235294118,0,2,TODO: đặt tên nhóm 0
C01072,21,15,14158800.0,943920.0,0,2,TODO: đặt tên nhóm 0
C01073,19,11,7376650.0,670604.5454545454,2,2,TODO: đặt tên nhóm 2
C01074,7,7,3786000.0,540857.1428571428,2,2,TODO: đặt tên nhóm 2
C01075,12,10,26221675.428808708,2622167.542880871,0,2,TODO: đặt tên nhóm 0
C01076,29,13,9016857.0,693604.3846153846,0,2,TODO: đặt tên nhóm 0
C01077,153,11,9031750.0,821068.1818181818,1,1,TODO: đặt tên nhóm 1
C01078,45,12,13014100.0,1084508.3333333333,0,2,TODO: đặt tên nhóm 0
C01079,78,6,6000500.0,1000083.3333333334,2,3,TODO: đặt tên nhóm 2
C01080,21,4,2093050.0,523262.5,2,0,TODO: đặt tên nhóm 2
C01081,62,9,6287500.0,698611.1111111111,2,2,TODO: đặt tên nhóm 2
C01082,21,5,5168300.0,1033660.0,2,3,TODO: đặt tên nhóm 2
C01083,39,17,10507700.0,618100.0,0,2,TODO: đặt tên nhóm 0
C01084,11,12,23761788.0,1980149.0,0,2,TODO: đặt tên nhóm 0
C01085,98,5,7009100.0,1401820.0,3,3,TODO: đặt tên nhóm 3
C01086,57,6,7288450.0,1214741.6666666667,3,3,TODO: đặt tên nhóm 3
C01087,11,13,11558150.0,889088.4615384615,0,2,TODO: đặt tên nhóm 0
C01088,42,6,4648600.0,774766.6666666666,2,3,TODO: đặt tên nhóm 2
C01089,13,11,10772700.0,979336.3636363636,0,2,TODO: đặt tên nhóm 0
C01090,12,11,6823100.0,620281.8181818182,2,2,TODO: đặt tên nhóm 2
C01091,16,4,5487000.0,1371750.0,3,2,TODO: đặt tên nhóm 3
C01092,36,14,14754100.0,1053864.2857142857,0,2,TODO: đặt tên nhóm 0
C01093,4,8,7800600.0,975075.0,2,2,TODO: đặt tên nhóm 2
C01094,1,16,13047950.0,815496.875,0,2,TODO: đặt tên nhóm 0
C01095,20,15,32861528.0,2190768.533333333,0,2,TODO: đặt tên nhóm 0
C01096,4,13,10453500.0,804115.3846153846,0,2,TODO: đặt tên nhóm 0
