transaction_id,ts,customer_id,branch,channel,category,quantity,unit_price,amount,payment_method,gio,score
T0025748,2025-05-14 03:31:03,C03630,TP HCM,Cửa hàng,Gia dụng,1.0,13284430.041660184,13284430.0,VI_DIEN_TU,3,-0.6595978904639379
T0005845,2025-01-31 01:40:31,C01906,Đà Nẵng,Online,Điện tử,1.0,10272345.83015048,10272346.0,VI_DIEN_TU,1,-0.6595854274602301
T0038714,2025-07-21 07:35:53,C00005,Hà Nội,Cửa hàng,Điện tử,5.0,1178000.0,5890000.0,VI_DIEN_TU,7,-0.6595300509718908
T0035281,2025-07-03 01:49:20,C00314,TP HCM,Online,Thời trang,1.0,11318953.153186286,11318953.153186286,VI_DIEN_TU,1,-0.659470201596441
T0014442,2025-03-16 23:39:13,C00030,Cần Thơ,Cửa hàng,Thời trang,5.0,658000.0,3290000.0,VI_DIEN_TU,23,-0.6594254050844335
T0041131,2025-08-03 01:04:14,C05991,Đà Nẵng,Online,Điện tử,5.0,1214000.0,6070000.0,TIEN_MAT,1,-0.6593682945961449
T0052839,2025-10-02 02:57:45,C00747,Hà Nội,Cửa hàng,Điện tử,1.0,21155295.700147185,21155296.0,VI_DIEN_TU,2,-0.6593480025187348
T0045671,2025-08-26 02:18:27,C04338,TP HCM,Cửa hàng,Điện tử,1.0,12351573.88041902,12351574.0,VI_DIEN_TU,2,-0.659336972073337
T0041465,2025-08-04 21:10:08,C02346,TP HCM,Cửa hàng,Gia dụng,5.0,940000.0,4700000.0,VI_DIEN_TU,21,-0.6592937298931618
T0035081,2025-07-02 01:39:46,C05550,Đà Nẵng,Online,Điện tử,1.0,12676717.207926946,12676717.0,VI_DIEN_TU,1,-0.6592388468958801
T0049870,2025-09-17 01:47:40,C00497,Đà Nẵng,Online,Thời trang,1.0,12305773.576129982,12305774.0,VI_DIEN_TU,1,-0.6592388468958801
T0029618,2025-06-04 04:05:48,C02527,Hải Phòng,Cửa hàng,Gia dụng,1.0,16869254.08335653,16869254.0,VI_DIEN_TU,4,-0.6591517664955042
T0027008,2025-05-21 04:36:17,C00738,Hải Phòng,Cửa hàng,Gia dụng,1.0,17917781.807985302,17917781.807985302,VI_DIEN_TU,4,-0.6591517664955042
T0021716,2025-04-23 04:33:50,C00206,TP HCM,Cửa hàng,Điện tử,1.0,17430080.825164992,17430081.0,VI_DIEN_TU,4,-0.6591517664955042
T0002326,2025-01-13 01:28:16,C07154,TP HCM,Cửa hàng,Mỹ phẩm,1.0,7700176.14890127,7700176.0,VI_DIEN_TU,1,-0.6591457955302098
T0000118,2025-01-01 22:23:34,C00527,Cần Thơ,Online,Điện tử,5.0,1210000.0,6050000.0,VI_DIEN_TU,22,-0.6591308917201897
T0000525,2025-01-04 00:33:19,C00689,Hải Phòng,Online,Điện tử,5.0,941000.0,4469750.0,VI_DIEN_TU,0,-0.6591086966497812
T0039859,2025-07-27 04:50:51,C00520,TP HCM,Online,Điện tử,1.0,12326126.160672285,12326126.0,VI_DIEN_TU,4,-0.65910162823707
T0012861,2025-03-08 02:34:36,C00039,TP HCM,Online,Điện tử,1.0,14050525.487003855,14050525.0,VI_DIEN_TU,2,-0.6590385479922022
T0001165,2025-01-07 03:27:22,C04940,TP HCM,Online,Điện tử,1.0,14654715.268627249,14654715.0,VI_DIEN_TU,3,-0.6590286112213813
T0020177,2025-04-15 03:45:19,C01168,Cần Thơ,Online,Điện tử,1.0,15205166.99920708,15205167.0,VI_DIEN_TU,3,-0.6590286112213813
T0045525,2025-08-26 03:32:24,C04154,Cần Thơ,Online,Điện tử,1.0,13850648.78310264,13850648.78310264,VI_DIEN_TU,3,-0.6590286112213813
T0043705,2025-08-16 02:10:46,C00035,Cần Thơ,Online,Thời trang,1.0,16120050.0558388,16120050.0,VI_DIEN_TU,2,-0.6588156374675425
T0040230,2025-07-29 04:54:14,C02978,Đà Nẵng,Online,Gia dụng,1.0,15340233.78141862,15340234.0,VI_DIEN_TU,4,-0.658786144284822
T0029403,2025-06-02 22:24:58,C04766,Đà Nẵng,Online,Thực phẩm,5.0,176000.0,836000.0,VI_DIEN_TU,22,-0.6586416133599843
T0049115,2025-09-13 03:20:41,C04941,TP HCM,Cửa hàng,Gia dụng,1.0,13161257.24431894,13161257.0,VI_DIEN_TU,3,-0.6586329860524515
T0018746,2025-04-08 04:02:34,C02511,Hải Phòng,Online,Gia dụng,1.0,17620413.770121202,17620413.770121202,VI_DIEN_TU,4,-0.6585633191321683
T0055646,2025-10-17 03:10:18,C03005,TP HCM,Cửa hàng,Điện tử,1.0,23844189.344649423,23844189.0,VI_DIEN_TU,3,-0.6585477752548899
T0004182,2025-01-23 03:35:07,C00128,Cần Thơ,Cửa hàng,Gia dụng,1.0,15606544.86808394,15606545.0,VI_DIEN_TU,3,-0.6584973211116304
T0008799,2025-02-15 04:34:27,C01178,TP HCM,Cửa hàng,Gia dụng,1.0,15383044.654374836,15383044.654374836,VI_DIEN_TU,4,-0.6584432550533906
T0005994,2025-02-01 04:15:24,C01381,Hải Phòng,Cửa hàng,Gia dụng,1.0,14778122.71457856,14778123.0,VI_DIEN_TU,4,-0.6584432550533906
T0050553,2025-09-21 00:56:46,C07575,Hà Nội,Cửa hàng,Thực phẩm,5.0,174000.0,870000.0,VI_DIEN_TU,0,-0.6583845384783937
T0054501,2025-10-11 13:46:26,C00052,Đà Nẵng,Online,Điện tử,5.0,1262000.0,5994500.0,VI_DIEN_TU,13,-0.6583782630917792
T0054823,2025-10-13 08:26:19,C00006,TP HCM,Cửa hàng,Điện tử,5.0,1207000.0,6035000.0,VI_DIEN_TU,8,-0.6583425858217318
T0017066,2025-03-30 17:26:55,C00272,TP HCM,Cửa hàng,Điện tử,5.0,1055000.0,5275000.0,VI_DIEN_TU,17,-0.6583058052735632
T0040311,2025-07-29 01:46:32,C02746,Hà Nội,Online,Thời trang,1.0,8534883.858693572,8534884.0,VI_DIEN_TU,1,-0.6581474877722163
T0013797,2025-03-13 01:11:54,C04564,Đà Nẵng,Online,Mỹ phẩm,1.0,10235468.357654564,10235468.0,VI_DIEN_TU,1,-0.6581329936196729
T0057425,2025-10-26 22:17:40,C05367,Đà Nẵng,Cửa hàng,Sách,5.0,156000.0,780000.0,VI_DIEN_TU,22,-0.6579803508423618
T0054446,2025-10-11 03:10:08,C03190,Hải Phòng,Cửa hàng,Thời trang,1.0,12561126.573558869,12561127.0,VI_DIEN_TU,3,-0.6579648920297227
T0001229,2025-01-07 01:22:56,C03633,Cần Thơ,Online,Điện tử,1.0,8380493.10233833,8380493.0,VI_DIEN_TU,1,-0.6579248786361503
T0028590,2025-05-29 04:02:53,C01992,Đà Nẵng,Cửa hàng,Điện tử,1.0,21174502.05729009,21174502.0,VI_DIEN_TU,4,-0.6578676444783487
T0000179,2025-01-02 04:55:53,C04922,TP HCM,Cửa hàng,Điện tử,1.0,22893707.15611377,22893707.0,VI_DIEN_TU,4,-0.6578676444783487
T0043347,2025-08-14 04:34:52,C00795,Hải Phòng,Cửa hàng,Điện tử,1.0,19825304.79534703,19825305.0,VI_DIEN_TU,4,-0.6578676444783487
T0017617,2025-04-02 01:58:08,C04250,TP HCM,Cửa hàng,Điện tử,1.0,10205044.116645103,10205044.0,VI_DIEN_TU,1,-0.6578561029592364
T0059848,2025-11-08 03:44:52,C04478,TP HCM,Online,Gia dụng,1.0,13528583.245882029,13528583.245882029,VI_DIEN_TU,3,-0.6576969500283196
T0044795,2025-08-22 01:25:32,C00027,Hải Phòng,Online,Mỹ phẩm,1.0,9641846.639816692,9641847.0,VI_DIEN_TU,1,-0.6575802823478143
T0043772,2025-08-17 02:11:34,C04921,TP HCM,Online,Thời trang,5.0,856000.0,4280000.0,VI_DIEN_TU,2,-0.6574626448897184
T0016349,2025-03-26 03:01:13,C05164,TP HCM,Cửa hàng,Gia dụng,1.0,12711375.507321551,12711376.0,VI_DIEN_TU,3,-0.6573044076922516
T0037379,2025-07-14 03:27:21,C00898,Hà Nội,Cửa hàng,Điện tử,1.0,9070106.280603044,9070106.280603044,VI_DIEN_TU,3,-0.6571301387981944
T0033989,2025-06-26 02:44:11,C02727,Đà Nẵng,Cửa hàng,Điện tử,1.0,18836415.79322151,18836416.0,VI_DIEN_TU,2,-0.6571159813545095
T0031667,2025-06-14 04:30:24,C01559,Hải Phòng,Cửa hàng,Thời trang,1.0,13059626.541802604,13059627.0,VI_DIEN_TU,4,-0.6571081294165158
T0016667,2025-03-28 02:35:15,C02324,TP HCM,Cửa hàng,Gia dụng,1.0,13391729.132087309,13391729.0,VI_DIEN_TU,2,-0.6570604102914357
T0043542,2025-08-15 02:41:09,C05510,Hà Nội,Cửa hàng,Điện tử,1.0,15215588.072002478,15215588.0,VI_DIEN_TU,2,-0.6570604102914357
T0007150,2025-02-07 02:10:55,C01154,Đà Nẵng,Cửa hàng,Thời trang,1.0,13863001.80341295,13863002.0,VI_DIEN_TU,2,-0.6570604102914357
T0011701,2025-03-02 21:32:53,C05979,TP HCM,Online,Điện tử,5.0,1197000.0,5985000.0,KHONG_RO,21,-0.6568111976487316
T0001238,2025-01-07 04:32:08,C01616,Đà Nẵng,Cửa hàng,Gia dụng,1.0,12471865.17404955,12471865.0,VI_DIEN_TU,4,-0.6568105673271205
T0001251,2025-01-07 04:40:00,C01864,Cần Thơ,Cửa hàng,Gia dụng,1.0,12673290.68334709,12673291.0,VI_DIEN_TU,4,-0.6568105673271205
T0007506,2025-02-09 02:16:43,C06067,Hà Nội,Cửa hàng,Mỹ phẩm,1.0,8779685.244571395,8779685.0,VI_DIEN_TU,2,-0.6567083307780891
T0030337,2025-06-07 01:51:11,C00234,Đà Nẵng,Cửa hàng,Gia dụng,1.0,9639956.227352591,9639956.0,VI_DIEN_TU,1,-0.6565550954575068
T0052976,2025-10-03 03:24:20,C00003,Cần Thơ,Cửa hàng,Gia dụng,1.0,16225691.76382294,16225691.76382294,VI_DIEN_TU,3,-0.6565405286202373
T0037485,2025-07-14 23:56:49,C00472,Cần Thơ,Cửa hàng,Điện tử,5.0,1174000.0,5870000.0,TIEN_MAT,23,-0.656461314993194
T0029210,2025-06-01 04:50:05,C05524,TP HCM,Cửa hàng,Mỹ phẩm,1.0,9572082.56011548,9572083.0,VI_DIEN_TU,4,-0.6563646976102132
T0013265,2025-03-10 20:09:10,C00003,Đà Nẵng,Online,Thời trang,5.0,781000.0,3905000.0,VI_DIEN_TU,20,-0.6563345625543988
T0025106,2025-05-11 03:26:16,C00953,TP HCM,Cửa hàng,Mỹ phẩm,1.0,9238400.749962289,9238400.749962289,VI_DIEN_TU,3,-0.6563317595675155
T0050637,2025-09-21 11:12:31,C00167,TP HCM,Online,Điện tử,5.0,968000.0,4598000.0,VI_DIEN_TU,11,-0.6562464391083139
T0030627,2025-06-09 08:50:56,C07655,Hà Nội,Online,Gia dụng,5.0,891000.0,4455000.0,VI_DIEN_TU,8,-0.656234879344172
T0032305,2025-06-18 04:44:00,C01248,Hải Phòng,Cửa hàng,Gia dụng,1.0,12956657.714240368,12956657.714240368,VI_DIEN_TU,4,-0.6561935395371432
T0023231,2025-05-01 01:37:04,C00179,Cần Thơ,Online,Mỹ phẩm,1.0,9688167.464603612,9688167.0,VI_DIEN_TU,1,-0.6561322639180519
T0000642,2025-01-04 04:44:04,C00576,Hà Nội,Online,Điện tử,1.0,23568854.59164272,23568854.59164272,VI_DIEN_TU,4,-0.6561282253004701
T0057764,2025-10-28 01:21:24,C06394,Hà Nội,Cửa hàng,Mỹ phẩm,1.0,9226674.597456684,9226675.0,VI_DIEN_TU,1,-0.6561263344176785
T0021037,2025-04-20 01:37:10,C00356,Đà Nẵng,Online,Điện tử,4.0,1193000.0,4772000.0,VI_DIEN_TU,1,-0.6560789905621208
T0017069,2025-03-30 17:54:55,C02214,Hà Nội,Online,Gia dụng,5.0,913000.0,4565000.0,VI_DIEN_TU,17,-0.6559804738643519
T0011382,2025-03-01 03:13:38,C05587,Cần Thơ,Online,Gia dụng,1.0,11381382.8953426,11381383.0,VI_DIEN_TU,3,-0.6559194014199726
T0038350,2025-07-19 03:33:00,C02296,Đà Nẵng,Online,Thời trang,1.0,10415903.37940033,10415903.0,VI_DIEN_TU,3,-0.6559194014199726
T0035883,2025-07-06 01:37:22,C07477,Hải Phòng,Online,Thời trang,1.0,6846563.404467834,6846563.404467834,VI_DIEN_TU,1,-0.6558964004428394
T0027924,2025-05-25 22:22:31,C05437,Đà Nẵng,Cửa hàng,Gia dụng,5.0,743000.0,3715000.0,VI_DIEN_TU,22,-0.6557794064669044
T0050572,2025-09-21 04:58:02,C00147,TP HCM,Cửa hàng,Mỹ phẩm,1.0,9324483.66387917,9324484.0,VI_DIEN_TU,4,-0.6556989044591114
T0020806,2025-04-18 20:26:42,C00869,TP HCM,Online,Điện tử,5.0,1238000.0,6190000.0,VI_DIEN_TU,20,-0.6556385908975187
T0013988,2025-03-14 03:11:22,C01799,TP HCM,Online,Điện tử,1.0,19395154.44258439,19395154.0,VI_DIEN_TU,3,-0.6555776428913207
T0041553,2025-08-05 04:35:03,C00065,TP HCM,Online,Điện tử,1.0,10833350.272998031,10833350.272998031,VI_DIEN_TU,4,-0.6555167202377354
T0023446,2025-05-02 02:14:12,C00273,TP HCM,Cửa hàng,Thời trang,1.0,13314916.494215705,13314916.0,VI_DIEN_TU,2,-0.6555062978410842
T0046778,2025-09-01 13:21:26,C00515,Đà Nẵng,Online,Gia dụng,5.0,885000.0,4425000.0,VI_DIEN_TU,13,-0.6554764975121878
T0055681,2025-10-17 04:09:22,C07100,Cần Thơ,Cửa hàng,Điện tử,1.0,15257806.71987472,15257807.0,VI_DIEN_TU,4,-0.6554638442839068
T0016732,2025-03-28 04:06:30,C00183,Hà Nội,Cửa hàng,Điện tử,1.0,15007772.934598204,15007773.0,VI_DIEN_TU,4,-0.6554638442839068
T0059691,2025-11-07 04:14:02,C03592,TP HCM,Cửa hàng,Gia dụng,1.0,15116858.668203777,15116859.0,VI_DIEN_TU,4,-0.6554638442839068
T0018385,2025-04-06 10:51:14,C00736,Đà Nẵng,Cửa hàng,Điện tử,5.0,1085000.0,5425000.0,VI_DIEN_TU,10,-0.6552986191326865
T0031368,2025-06-13 04:00:37,C00479,TP HCM,Cửa hàng,Điện tử,1.0,15949070.044127207,15949070.0,VI_DIEN_TU,4,-0.6552421428525264
T0023059,2025-04-30 03:02:17,C02898,Cần Thơ,Online,Điện tử,1.0,19604701.19981205,19604701.0,VI_DIEN_TU,3,-0.6552190085305581
T0014767,2025-03-18 02:33:44,C06453,Hải Phòng,Online,Gia dụng,1.0,9514473.430179125,9514473.0,VI_DIEN_TU,2,-0.6551769956051046
T0058917,2025-11-03 03:32:00,C05264,Hà Nội,Cửa hàng,Điện tử,1.0,8398932.11662058,8398932.0,VI_DIEN_TU,3,-0.6551324577834606
T0035762,2025-07-06 02:56:39,C01260,Hà Nội,Cửa hàng,Sách,5.0,127000.0,635000.0,VI_DIEN_TU,2,-0.6551085942279452
T0004439,2025-01-24 02:21:00,C00846,TP HCM,Cửa hàng,Gia dụng,1.0,12369572.262497092,12369572.262497092,VI_DIEN_TU,2,-0.6550629412519348
T0048842,2025-09-12 04:42:55,C00266,Cần Thơ,Cửa hàng,Điện tử,1.0,17423689.065980274,17423689.0,VI_DIEN_TU,4,-0.6550205164085385
T0009028,2025-02-16 22:42:05,C00816,Hà Nội,Online,Điện tử,4.0,1121000.0,4484000.0,VI_DIEN_TU,22,-0.6549764258038381
T0020628,2025-04-17 03:56:02,C04952,Hà Nội,Online,Điện tử,1.0,23637351.431308918,23637351.0,VI_DIEN_TU,3,-0.6549738355878626
T0020615,2025-04-17 03:29:03,C06743,Hà Nội,Online,Điện tử,1.0,19237596.375381894,19237596.0,VI_DIEN_TU,3,-0.6549738355878626
T0022702,2025-04-28 19:35:58,C03767,Hà Nội,Online,Thời trang,5.0,826000.0,4130000.0,VI_DIEN_TU,19,-0.6549577596485063
T0027073,2025-05-21 02:38:41,C00001,Cần Thơ,Online,Điện tử,1.0,17441872.701418504,17441873.0,VI_DIEN_TU,2,-0.6548677300793586
T0049138,2025-09-13 17:23:15,C07783,TP HCM,Online,Điện tử,5.0,1171000.0,5855000.0,VI_DIEN_TU,17,-0.6548159305235332
T0018215,2025-04-05 04:44:20,C01095,Hà Nội,Online,Điện tử,1.0,18370627.633073617,18370628.0,VI_DIEN_TU,4,-0.6547977938502991
T0006733,2025-02-05 04:26:42,C01912,Hà Nội,Cửa hàng,Gia dụng,1.0,12310569.158397997,12310569.0,VI_DIEN_TU,4,-0.6547905330521565
T0020594,2025-04-17 01:05:27,C03474,Hà Nội,Cửa hàng,Điện tử,1.0,9843812.259140594,9843812.259140594,VI_DIEN_TU,1,-0.6547863188035541
T0045321,2025-08-25 02:37:08,C06580,TP HCM,Cửa hàng,Điện tử,5.0,1043000.0,5215000.0,VI_DIEN_TU,2,-0.6547697001474682
T0014507,2025-03-17 08:12:42,C01299,Hà Nội,Cửa hàng,Điện tử,5.0,1154000.0,5481500.0,VI_DIEN_TU,8,-0.6547428695868868
T0047352,2025-09-04 02:46:40,C00334,Hà Nội,Online,Gia dụng,1.0,13773144.875189297,13773145.0,VI_DIEN_TU,2,-0.6547194427665384
T0031533,2025-06-14 00:54:53,C01166,Hải Phòng,Online,Mỹ phẩm,5.0,437000.0,2185000.0,VI_DIEN_TU,0,-0.6547185193306085
T0049430,2025-09-15 06:29:07,C00002,TP HCM,Online,Gia dụng,5.0,858000.0,4290000.0,VI_DIEN_TU,6,-0.6545003540534527
T0043381,2025-08-15 03:36:58,C00835,Cần Thơ,Online,Điện tử,1.0,15312125.83246476,15312126.0,VI_DIEN_TU,3,-0.6544696930310029
T0015230,2025-03-21 02:38:25,C06347,TP HCM,Online,Điện tử,1.0,15394012.95805082,15394013.0,VI_DIEN_TU,2,-0.6544696930310029
T0056857,2025-10-24 03:14:21,C00142,Hà Nội,Online,Điện tử,1.0,13950908.549914189,13950909.0,VI_DIEN_TU,3,-0.6544696930310029
T0052975,2025-10-03 03:44:40,C05415,TP HCM,Online,Điện tử,1.0,15770272.068339337,15770272.0,VI_DIEN_TU,3,-0.6544696930310029
T0052504,2025-10-01 04:05:20,C06804,TP HCM,Online,Điện tử,1.0,20166558.70623541,20166559.0,VI_DIEN_TU,4,-0.6544296950769757
T0024950,2025-05-10 04:00:39,C00006,Hà Nội,Cửa hàng,Thời trang,1.0,11601367.98826702,11601368.0,VI_DIEN_TU,4,-0.6541522652171267
T0028172,2025-05-27 04:29:01,C01084,Hà Nội,Cửa hàng,Thời trang,1.0,11982087.516171088,11982088.0,VI_DIEN_TU,4,-0.6541421889334578
T0041624,2025-08-05 01:19:47,C00003,Đà Nẵng,Cửa hàng,Mỹ phẩm,1.0,8873649.393916845,8873649.0,VI_DIEN_TU,1,-0.6541317049764993
T0015593,2025-03-22 23:22:07,C00216,Đà Nẵng,Online,Thực phẩm,5.0,192000.0,864000.0,VI_DIEN_TU,23,-0.6541309467780381
T0004486,2025-01-24 13:59:11,C00492,Hải Phòng,Online,Điện tử,5.0,1264000.0,6320000.0,VI_DIEN_TU,13,-0.6541289711356236
T0033772,2025-06-25 03:29:41,C02169,Hà Nội,Online,Điện tử,1.0,14163470.629897378,14163470.629897378,VI_DIEN_TU,3,-0.6541116647752443
T0024745,2025-05-09 02:29:43,C02344,Hải Phòng,Online,Điện tử,1.0,18522110.18391389,18522110.0,VI_DIEN_TU,2,-0.6540270375572729
T0020611,2025-04-17 02:12:10,C00088,TP HCM,Cửa hàng,Thời trang,1.0,12629368.405170657,12629368.0,VI_DIEN_TU,2,-0.6539456281021514
T0004761,2025-01-25 04:40:10,C07021,Cần Thơ,Cửa hàng,Thời trang,1.0,10628182.413310254,10628182.0,VI_DIEN_TU,4,-0.6539310074089285
T0031871,2025-06-15 19:51:56,C05991,Hà Nội,Online,Thực phẩm,5.0,190000.0,902500.0,VI_DIEN_TU,19,-0.6539143601664591
T0012955,2025-03-09 07:06:27,C00005,TP HCM,Cửa hàng,Điện tử,5.0,1080000.0,5400000.0,VI_DIEN_TU,7,-0.6538975260757592
T0048770,2025-09-11 03:56:51,C06308,Đà Nẵng,Online,Thời trang,1.0,14501687.041385714,14501687.0,VI_DIEN_TU,3,-0.6538669061836643
T0047394,2025-09-04 03:50:50,C05571,Hà Nội,Online,Thời trang,1.0,15282357.684264174,15282358.0,VI_DIEN_TU,3,-0.6538669061836643
T0035993,2025-07-07 08:20:10,C01691,Hải Phòng,Cửa hàng,Điện tử,5.0,1068000.0,5340000.0,VI_DIEN_TU,8,-0.6538574886277205
T0053505,2025-10-06 10:45:40,C01874,Hà Nội,Cửa hàng,Điện tử,5.0,1094000.0,5470000.0,VI_DIEN_TU,10,-0.6538116159777176
T0048035,2025-09-08 01:31:58,C07170,Hải Phòng,Online,Thực phẩm,5.0,194000.0,970000.0,VI_DIEN_TU,1,-0.6538053617381099
T0044097,2025-08-18 17:28:13,C00005,Cần Thơ,Online,Gia dụng,5.0,925000.0,3931250.0,VI_DIEN_TU,17,-0.6537039779748125
T0031223,2025-06-12 03:55:46,C01501,Hà Nội,Online,Điện tử,1.0,16278836.643868592,16278837.0,VI_DIEN_TU,3,-0.6536457448941478
T0058969,2025-11-03 21:58:03,C03899,TP HCM,Cửa hàng,Sách,5.0,128000.0,640000.0,VI_DIEN_TU,21,-0.6536392585653684
T0007543,2025-02-09 03:12:38,C02906,Hà Nội,Online,Gia dụng,1.0,8255625.561490677,8255626.0,VI_DIEN_TU,3,-0.6535180974012482
T0019558,2025-04-12 04:07:44,C04939,Hà Nội,Online,Điện tử,1.0,12751996.719415847,12751997.0,VI_DIEN_TU,4,-0.6534700601164821
T0009645,2025-02-20 03:53:44,C00497,TP HCM,Online,Điện tử,1.0,16882723.28684386,16882723.0,VI_DIEN_TU,3,-0.6534246584093286
T0054610,2025-10-12 03:22:07,C02355,Cần Thơ,Online,Thực phẩm,5.0,187000.0,888250.0,VI_DIEN_TU,3,-0.653399177294897
T0033129,2025-06-22 10:21:02,C06598,Cần Thơ,Online,Sách,5.0,154000.0,770000.0,VI_DIEN_TU,10,-0.6533896321140571
T0012269,2025-03-05 04:36:21,C00056,Hà Nội,Online,Thời trang,1.0,13377090.884989416,13377091.0,VI_DIEN_TU,4,-0.6533236852898655
T0037741,2025-07-16 04:49:34,C01856,TP HCM,Online,Điện tử,1.0,13508922.342286585,13508922.0,VI_DIEN_TU,4,-0.6533236852898655
T0004789,2025-01-26 02:02:06,C00902,TP HCM,Online,Điện tử,5.0,1145000.0,5725000.0,TIEN_MAT,2,-0.6533064078682023
T0031662,2025-06-14 04:22:41,C05349,Hà Nội,Cửa hàng,Gia dụng,1.0,10311401.42071699,10311401.0,VI_DIEN_TU,4,-0.653267682907152
T0054914,2025-10-13 19:28:29,C00905,Hà Nội,Online,Sách,5.0,139000.0,695000.0,VI_DIEN_TU,19,-0.6531818948748248
T0042666,2025-08-11 02:22:50,C00920,Hải Phòng,Online,Thời trang,1.0,6668363.64969429,6668363.64969429,VI_DIEN_TU,2,-0.6531418935990098
T0045857,2025-08-27 04:44:46,C01553,TP HCM,Online,Điện tử,1.0,18021490.267565023,18021490.0,VI_DIEN_TU,4,-0.6531027077371803
T0041766,2025-08-06 04:33:34,C00303,Hải Phòng,Online,Điện tử,1.0,16926098.61142657,16926099.0,VI_DIEN_TU,4,-0.6531027077371803
T0054051,2025-10-09 01:00:23,C00460,Đà Nẵng,Online,Gia dụng,1.0,9185430.750789369,9185431.0,VI_DIEN_TU,1,-0.6530321002874444
T0011224,2025-02-28 02:12:41,C01458,TP HCM,Cửa hàng,Điện tử,1.0,12171725.270394484,12171725.0,VI_DIEN_TU,2,-0.6529993001102294
T0037300,2025-07-14 00:42:08,C00373,Hà Nội,Cửa hàng,Mỹ phẩm,5.0,434000.0,1844500.0,VI_DIEN_TU,0,-0.6529217251038039
T0030750,2025-06-10 00:35:07,C06654,TP HCM,Online,Sách,5.0,146000.0,730000.0,VI_DIEN_TU,0,-0.6529138332101845
T0057126,2025-10-25 04:36:29,C01577,TP HCM,Online,Điện tử,1.0,10186253.82437589,10186254.0,VI_DIEN_TU,4,-0.6528072031833476
T0048247,2025-09-09 01:46:00,C06564,TP HCM,Cửa hàng,Điện tử,1.0,8133719.903084328,8133720.0,VI_DIEN_TU,1,-0.6528053218713431
T0030732,2025-06-09 21:58:20,C01068,TP HCM,Online,Thực phẩm,5.0,196000.0,980000.0,VI_DIEN_TU,21,-0.6527783988318506
T0012297,2025-03-05 21:24:20,C03345,Hà Nội,Online,Điện tử,5.0,1245000.0,5913750.0,VI_DIEN_TU,21,-0.6527761550537395
T0040115,2025-07-28 16:01:37,C03305,Cần Thơ,Online,Thời trang,5.0,840000.0,4200000.0,VI_DIEN_TU,16,-0.6527458258826431
T0017266,2025-03-31 19:07:47,C06133,TP HCM,Online,Thời trang,5.0,747000.0,3361500.0,VI_DIEN_TU,19,-0.6527458258826431
T0057887,2025-10-29 02:58:21,C00366,TP HCM,Online,Thời trang,1.0,12840267.849684045,12840268.0,VI_DIEN_TU,2,-0.6526561003627885
T0022499,2025-04-27 19:00:29,C06064,Cần Thơ,Cửa hàng,Gia dụng,5.0,825000.0,4125000.0,VI_DIEN_TU,19,-0.6526291245066502
T0057834,2025-10-28 23:39:52,C03288,Đà Nẵng,Cửa hàng,Gia dụng,5.0,924000.0,4620000.0,VI_DIEN_TU,23,-0.6525130060242248
T0007888,2025-02-11 00:54:59,C00506,TP HCM,Cửa hàng,Điện tử,5.0,1169000.0,4968250.0,VI_DIEN_TU,0,-0.6523389266678222
T0020635,2025-04-17 22:02:14,C06296,Cần Thơ,Online,Điện tử,5.0,1093000.0,5465000.0,VI_DIEN_TU,22,-0.6522721454306651
T0011099,2025-02-27 04:41:35,C04857,Hải Phòng,Online,Điện tử,1.0,14163953.553795325,14163954.0,VI_DIEN_TU,4,-0.6522288207634739
T0036658,2025-07-10 04:02:55,C01876,Hà Nội,Online,Điện tử,1.0,13724397.54639734,13724398.0,VI_DIEN_TU,4,-0.6522288207634739
T0045943,2025-08-28 04:51:03,C00079,TP HCM,Online,Gia dụng,1.0,13496399.26747391,13496399.0,VI_DIEN_TU,4,-0.6522288207634739
T0015094,2025-03-20 04:37:45,C00993,TP HCM,Online,Thời trang,1.0,13848278.981917525,13848279.0,VI_DIEN_TU,4,-0.6522288207634739
T0035231,2025-07-03 04:12:59,C02671,Hà Nội,Online,Gia dụng,1.0,13883998.907833356,13883998.907833356,VI_DIEN_TU,4,-0.6522288207634739
T0015600,2025-03-23 03:14:16,C03585,Cần Thơ,Online,Mỹ phẩm,1.0,7963385.269116591,7963385.0,VI_DIEN_TU,3,-0.6521929585084041
T0042620,2025-08-11 00:03:09,C02225,Đà Nẵng,Online,Gia dụng,5.0,896000.0,4480000.0,CHUYEN_KHOAN,0,-0.6521395735248328
T0027399,2025-05-23 02:58:42,C00212,TP HCM,Online,Thời trang,1.0,11362177.256712755,11362177.0,VI_DIEN_TU,2,-0.6521035025245622
T0012695,2025-03-07 03:37:00,C02368,Đà Nẵng,Online,Điện tử,1.0,10539992.64552369,10539993.0,VI_DIEN_TU,3,-0.6521035025245622
T0056204,2025-10-20 13:58:48,C05801,TP HCM,Online,Gia dụng,5.0,839000.0,4195000.0,VI_DIEN_TU,13,-0.6520962768196138
T0018925,2025-04-09 01:32:44,C04957,TP HCM,Cửa hàng,Mỹ phẩm,1.0,9066091.661201734,9066091.661201734,VI_DIEN_TU,1,-0.6520694366644695
T0007782,2025-02-10 11:52:05,C01525,Hà Nội,Cửa hàng,Điện tử,5.0,1055000.0,5275000.0,VI_DIEN_TU,11,-0.6520177845186337
