customer_id,age,gender,city,tenure_months,support_tickets,churn,recency,frequency,monetary,phan_khuc,trang_thai
C01822,64,Nữ,Hà Nội,24,3,1,52.0,6.0,2573250.0,Trung bình,Đã rời bỏ
C01823,39,Nam,Hà Nội,39,0,0,24.0,9.0,7665650.0,Khách VIP,Đang hoạt động
C01824,29,Nam,TP HCM,39,0,0,7.0,8.0,9285600.0,Khách VIP,Đang hoạt động
C01825,69,Nam,Hà Nội,58,2,0,51.0,10.0,11034750.0,Trung bình,Đang hoạt động
C01826,19,Nữ,Hà Nội,2,0,0,128.0,4.0,6616400.0,Đã ngủ đông,Đang hoạt động
C01827,39,Nam,TP HCM,14,4,0,22.0,9.0,8376850.0,Khách VIP,Đang hoạt động
C01828,44,Nam,Cần Thơ,58,0,0,16.0,3.0,5325800.0,Khách mới,Đang hoạt động
C01829,21,Nam,Hà Nội,8,1,1,14.0,6.0,2892900.0,Trung bình,Đã rời bỏ
C01830,45,Nam,Hải Phòng,27,1,1,16.0,4.0,5583100.0,Khách mới,Đã rời bỏ
C01831,28,Nữ,Đà Nẵng,19,2,1,78.0,4.0,3087400.0,Đã ngủ đông,Đã rời bỏ
C01832,34,Nam,Hải Phòng,48,1,1,7.0,8.0,10362850.0,Khách VIP,Đã rời bỏ
C01833,39,Nam,TP HCM,5,1,0,6.0,11.0,10254050.0,Khách VIP,Đang hoạt động
C01834,55,Nam,Hà Nội,22,2,0,3.0,11.0,5353700.0,Khách VIP,Đang hoạt động
C01835,60,Nữ,Đà Nẵng,12,0,1,20.0,6.0,10409800.0,Trung bình,Đã rời bỏ
C01836,35,Nam,TP HCM,24,1,0,39.0,7.0,6328200.0,Trung bình,Đang hoạt động
C01837,26,Nam,Hà Nội,51,5,1,15.0,9.0,6193100.0,Khách VIP,Đã rời bỏ
C01838,38,Nữ,Hà Nội,44,1,0,11.0,9.0,8361600.0,Khách VIP,Đang hoạt động
C01839,43,Nữ,Đà Nẵng,50,1,0,1.0,13.0,15542650.0,Khách VIP,Đang hoạt động
C01840,34,Nữ,Cần Thơ,1,1,0,107.0,6.0,7194400.0,Trung bình,Đang hoạt động
C01841,32,Nam,Hà Nội,51,1,1,20.0,2.0,1350000.0,Khách mới,Đã rời bỏ
C01842,26,Nam,Hải Phòng,39,4,1,21.0,5.0,3122550.0,Trung bình,Đã rời bỏ
C01843,27,Nữ,TP HCM,41,0,0,83.0,6.0,3557100.0,Trung bình,Đang hoạt động
C01844,23,Nữ,TP HCM,5,2,0,23.0,9.0,6718200.0,Khách VIP,Đang hoạt động
C01845,41,Nữ,Hà Nội,18,0,0,28.0,12.0,12562750.0,Khách VIP,Đang hoạt động
C01846,45,Nữ,TP HCM,16,1,0,19.0,7.0,4109750.0,Khách VIP,Đang hoạt động
C01847,48,Nữ,Hà Nội,37,0,0,62.0,7.0,6824800.0,Nguy cơ rời bỏ,Đang hoạt động
C01848,23,Nam,Đà Nẵng,55,0,1,89.0,3.0,1859000.0,Đã ngủ đông,Đã rời bỏ
C01849,46,Nữ,Cần Thơ,29,2,0,136.0,4.0,5908900.0,Đã ngủ đông,Đang hoạt động
C01850,68,Nữ,Hải Phòng,60,1,0,4.0,5.0,6361550.0,Trung bình,Đang hoạt động
C01851,70,Nam,Cần Thơ,45,1,0,7.0,6.0,11110550.0,Trung bình,Đang hoạt động
C01852,37,Nam,Hà Nội,12,3,1,17.0,7.0,6802250.0,Khách VIP,Đã rời bỏ
C01853,55,Nữ,TP HCM,19,2,1,2.0,7.0,9062500.0,Khách VIP,Đã rời bỏ
C01854,42,Nữ,Hà Nội,58,1,0,8.0,5.0,10125700.0,Trung bình,Đang hoạt động
C01855,22,Nữ,Hà Nội,44,0,0,24.0,8.0,12400550.0,Khách VIP,Đang hoạt động
C01856,27,Nam,Hà Nội,48,0,0,117.0,8.0,16322922.0,Nguy cơ rời bỏ,Đang hoạt động
C01857,57,Nữ,TP HCM,37,2,0,20.0,13.0,15317300.0,Khách VIP,Đang hoạt động
C01858,29,Nữ,Hà Nội,36,0,1,150.0,3.0,3556350.0,Đã ngủ đông,Đã rời bỏ
C01859,59,Nữ,Hải Phòng,54,0,0,9.0,8.0,9624650.0,Khách VIP,Đang hoạt động
C01860,22,Nam,Hà Nội,31,2,1,73.0,6.0,4854000.0,Trung bình,Đã rời bỏ
C01861,59,Nam,Cần Thơ,38,1,0,108.0,3.0,5642000.0,Đã ngủ đông,Đang hoạt động
C01862,20,Nam,Hà Nội,42,3,0,21.0,8.0,10153050.0,Khách VIP,Đang hoạt động
C01863,36,Nữ,TP HCM,18,3,0,25.0,5.0,3659600.0,Trung bình,Đang hoạt động
C01864,58,Nữ,Cần Thơ,49,2,0,4.0,10.0,23284120.0,Khách VIP,Đang hoạt động
C01865,29,Nam,Đà Nẵng,43,4,1,92.0,8.0,8507000.0,Nguy cơ rời bỏ,Đã rời bỏ
C01866,27,Nữ,Hà Nội,40,1,0,32.0,8.0,9746850.0,Trung bình,Đang hoạt động
C01867,33,Nữ,Cần Thơ,36,3,1,21.0,7.0,5686500.0,Khách VIP,Đã rời bỏ
C01868,39,Nam,Hải Phòng,8,0,0,6.0,11.0,10770850.0,Khách VIP,Đang hoạt động
C01869,21,Nam,TP HCM,26,2,0,26.0,7.0,7431750.0,Khách VIP,Đang hoạt động
C01870,59,Nữ,Đà Nẵng,60,1,1,149.0,2.0,5311000.0,Đã ngủ đông,Đã rời bỏ
C01871,46,Nữ,Đà Nẵng,17,0,1,45.0,5.0,3103050.0,Trung bình,Đã rời bỏ
C01872,59,Nữ,TP HCM,31,0,0,41.0,7.0,12267171.96497519,Trung bình,Đang hoạt động
C01873,31,Nữ,Hà Nội,44,1,0,57.0,4.0,3254400.0,Đã ngủ đông,Đang hoạt động
C01874,64,Nữ,Đà Nẵng,46,0,0,14.0,9.0,16852200.0,Khách VIP,Đang hoạt động
C01875,60,Nam,Hà Nội,8,0,0,48.0,8.0,4742550.0,Trung bình,Đang hoạt động
C01876,46,Nam,TP HCM,19,2,0,91.0,7.0,20494898.0,Nguy cơ rời bỏ,Đang hoạt động
C01877,59,Nam,Cần Thơ,35,2,0,24.0,8.0,5788050.0,Khách VIP,Đang hoạt động
C01878,32,Nam,TP HCM,3,0,1,12.0,5.0,6986158.0,Trung bình,Đã rời bỏ
C01879,25,Nữ,Hà Nội,59,2,0,63.0,6.0,5275250.0,Trung bình,Đang hoạt động
C01880,46,Nữ,TP HCM,24,1,0,17.0,7.0,9499200.0,Khách VIP,Đang hoạt động
C01881,59,Nam,TP HCM,40,4,0,101.0,3.0,1153450.0,Đã ngủ đông,Đang hoạt động
C01882,63,Nữ,Cần Thơ,52,0,0,58.0,8.0,5488000.0,Nguy cơ rời bỏ,Đang hoạt động
C01883,18,Nữ,Hải Phòng,41,1,0,89.0,9.0,10411400.0,Nguy cơ rời bỏ,Đang hoạt động
C01884,55,Nữ,Hà Nội,12,2,1,26.0,5.0,4281000.0,Trung bình,Đã rời bỏ
C01885,34,Nam,Hải Phòng,21,1,1,52.0,4.0,1990350.0,Trung bình,Đã rời bỏ
C01886,34,Nam,TP HCM,45,1,0,40.0,4.0,1258550.0,Trung bình,Đang hoạt động
C01887,63,Nam,Hà Nội,29,0,0,4.0,13.0,9455750.0,Khách VIP,Đang hoạt động
C01888,70,Nam,Hà Nội,20,4,0,37.0,8.0,5347550.0,Trung bình,Đang hoạt động
C01889,47,Nữ,Hà Nội,3,0,0,9.0,4.0,1754000.0,Khách mới,Đang hoạt động
C01890,19,Nữ,Hà Nội,41,2,0,6.0,13.0,14152100.0,Khách VIP,Đang hoạt động
C01891,47,Nữ,Hà Nội,44,0,1,87.0,5.0,2365600.0,Trung bình,Đã rời bỏ
C01892,69,Nữ,Đà Nẵng,6,0,1,70.0,4.0,4593000.0,Đã ngủ đông,Đã rời bỏ
C01893,43,Nữ,TP HCM,54,3,0,4.0,8.0,11206474.397147335,Khách VIP,Đang hoạt động
C01894,27,Nữ,Cần Thơ,59,6,1,57.0,4.0,4194100.0,Đã ngủ đông,Đã rời bỏ
C01895,34,Nữ,TP HCM,21,1,0,22.0,6.0,3654150.0,Trung bình,Đang hoạt động
C01896,27,Nữ,Đà Nẵng,56,1,1,21.0,3.0,4483400.0,Khách mới,Đã rời bỏ
C01897,64,Nữ,Hà Nội,7,1,1,16.0,7.0,6495300.0,Khách VIP,Đã rời bỏ
C01898,33,Nam,Hà Nội,34,0,1,84.0,8.0,3076250.0,Nguy cơ rời bỏ,Đã rời bỏ
C01899,60,Nam,Cần Thơ,25,0,0,12.0,9.0,5248900.0,Khách VIP,Đang hoạt động
C01900,24,Nam,TP HCM,35,0,0,30.0,5.0,3025300.0,Trung bình,Đang hoạt động
C01901,64,Nữ,TP HCM,6,1,1,8.0,4.0,3575900.0,Khách mới,Đã rời bỏ
C01902,55,Nữ,TP HCM,15,2,0,7.0,11.0,9413532.11799638,Khách VIP,Đang hoạt động
C01903,29,Nữ,TP HCM,44,1,1,27.0,7.0,8527050.0,Khách VIP,Đã rời bỏ
C01904,63,Nam,TP HCM,20,3,0,135.0,3.0,3781400.0,Đã ngủ đông,Đang hoạt động
C01905,47,Nữ,TP HCM,44,2,1,33.0,6.0,3825650.0,Trung bình,Đã rời bỏ
C01906,23,Nam,TP HCM,28,1,0,4.0,7.0,19743396.0,Khách VIP,Đang hoạt động
C01907,52,Nam,Hà Nội,13,0,0,28.0,8.0,18999077.0,Khách VIP,Đang hoạt động
C01908,38,Nữ,Hà Nội,50,1,0,4.0,8.0,7034950.0,Khách VIP,Đang hoạt động
C01909,52,Nam,Cần Thơ,13,2,0,2.0,6.0,4109500.0,Trung bình,Đang hoạt động
C01910,66,Nam,TP HCM,31,0,0,144.0,6.0,8407850.0,Trung bình,Đang hoạt động
C01911,60,Nữ,TP HCM,31,0,0,80.0,5.0,3075350.0,Trung bình,Đang hoạt động
C01912,66,Nữ,Hải Phòng,54,1,0,106.0,7.0,14727669.0,Nguy cơ rời bỏ,Đang hoạt động
C01913,45,Nữ,TP HCM,19,3,0,88.0,4.0,7028224.570832706,Đã ngủ đông,Đang hoạt động
C01914,59,Nam,Cần Thơ,43,1,0,47.0,10.0,9284799.492131729,Trung bình,Đang hoạt động
C01915,69,Nữ,Hà Nội,51,2,0,26.0,7.0,6847400.0,Khách VIP,Đang hoạt động
C01916,32,Nam,TP HCM,15,0,0,28.0,8.0,13335100.0,Khách VIP,Đang hoạt động
C01917,37,Nam,TP HCM,46,2,0,7.0,8.0,6238550.0,Khách VIP,Đang hoạt động
C01918,41,Nam,Hải Phòng,8,1,0,13.0,6.0,4913900.0,Trung bình,Đang hoạt động
C01919,69,Nữ,TP HCM,38,0,0,4.0,8.0,7823000.0,Khách VIP,Đang hoạt động
C01920,28,Nữ,TP HCM,40,0,0,15.0,11.0,8529750.0,Khách VIP,Đang hoạt động
C01921,54,Nam,TP HCM,13,2,0,57.0,8.0,7544000.0,Nguy cơ rời bỏ,Đang hoạt động
C01922,49,Nam,TP HCM,54,2,1,16.0,3.0,3273450.0,Khách mới,Đã rời bỏ
C01923,37,Nữ,TP HCM,40,3,0,10.0,10.0,17569982.14005464,Khách VIP,Đang hoạt động
C01924,44,Nữ,Hà Nội,33,0,0,13.0,6.0,7760300.0,Trung bình,Đang hoạt động
C01925,67,Nam,Hà Nội,28,2,1,1.0,6.0,7715900.0,Trung bình,Đã rời bỏ
C01926,51,Nữ,Hà Nội,32,2,0,16.0,8.0,2983600.0,Khách VIP,Đang hoạt động
C01927,37,Nữ,Hà Nội,34,0,0,114.0,5.0,3333950.0,Trung bình,Đang hoạt động
C01928,24,Nam,TP HCM,12,1,1,36.0,7.0,8403700.0,Trung bình,Đã rời bỏ
C01929,64,Nữ,Đà Nẵng,20,0,0,82.0,5.0,2998400.0,Trung bình,Đang hoạt động
C01930,67,Nữ,TP HCM,34,2,0,19.0,7.0,8880100.0,Khách VIP,Đang hoạt động
C01931,23,Nữ,TP HCM,42,1,0,115.0,9.0,6632100.0,Nguy cơ rời bỏ,Đang hoạt động
C01932,59,Nam,Hà Nội,30,0,0,23.0,6.0,6403200.0,Trung bình,Đang hoạt động
C01933,25,Nam,TP HCM,32,2,0,2.0,9.0,7738100.0,Khách VIP,Đang hoạt động
C01934,70,Nữ,Hà Nội,43,2,0,27.0,8.0,15403300.0,Khách VIP,Đang hoạt động
C01935,65,Nam,Đà Nẵng,28,2,1,9.0,6.0,13565277.0,Trung bình,Đã rời bỏ
C01936,31,Nam,Đà Nẵng,36,1,0,4.0,9.0,12006050.0,Khách VIP,Đang hoạt động
C01937,50,Nam,TP HCM,38,5,0,11.0,10.0,8748000.0,Khách VIP,Đang hoạt động
C01938,35,Nữ,Đà Nẵng,36,2,0,21.0,11.0,27802230.0,Khách VIP,Đang hoạt động
C01939,69,Nữ,Hà Nội,37,3,0,161.0,5.0,5084400.0,Trung bình,Đang hoạt động
C01940,61,Nữ,Hà Nội,55,0,0,8.0,6.0,5021300.0,Trung bình,Đang hoạt động
C01941,64,Nam,Đà Nẵng,50,1,0,86.0,7.0,10507300.0,Nguy cơ rời bỏ,Đang hoạt động
C01942,68,Nam,Hải Phòng,40,0,0,4.0,7.0,5665900.0,Khách VIP,Đang hoạt động
C01943,22,Nam,Đà Nẵng,42,0,0,42.0,7.0,6929000.0,Trung bình,Đang hoạt động
C01944,25,Nam,Hà Nội,38,3,0,78.0,11.0,12044550.0,Nguy cơ rời bỏ,Đang hoạt động
C01945,52,Nam,Hà Nội,33,0,0,92.0,2.0,884000.0,Đã ngủ đông,Đang hoạt động
C01946,56,Nam,TP HCM,16,0,0,41.0,8.0,5970100.0,Trung bình,Đang hoạt động
C01947,35,Nam,Cần Thơ,41,1,0,16.0,7.0,9231950.0,Khách VIP,Đang hoạt động
C01948,65,Nam,Hà Nội,56,2,0,37.0,8.0,8817650.0,Trung bình,Đang hoạt động
C01949,22,Nam,TP HCM,60,3,0,23.0,12.0,6580650.0,Khách VIP,Đang hoạt động
C01950,55,Nữ,Đà Nẵng,53,0,0,30.0,6.0,4217100.0,Trung bình,Đang hoạt động
C01951,28,Nữ,Đà Nẵng,11,0,0,84.0,7.0,8731050.0,Nguy cơ rời bỏ,Đang hoạt động
C01952,26,Nữ,TP HCM,35,1,0,1.0,12.0,15997550.0,Khách VIP,Đang hoạt động
C01953,51,Nữ,Đà Nẵng,48,2,0,1.0,9.0,8882900.0,Khách VIP,Đang hoạt động
C01954,30,Nữ,TP HCM,23,1,0,25.0,6.0,6928200.0,Trung bình,Đang hoạt động
C01955,25,Nữ,Cần Thơ,26,0,0,32.0,3.0,3675700.0,Trung bình,Đang hoạt động
C01956,49,Nữ,Đà Nẵng,54,1,1,53.0,3.0,4195200.0,Trung bình,Đã rời bỏ
C01957,58,Nam,Đà Nẵng,5,1,0,110.0,5.0,7365400.0,Trung bình,Đang hoạt động
C01958,56,Nữ,TP HCM,20,4,0,94.0,8.0,6649350.0,Nguy cơ rời bỏ,Đang hoạt động
C01959,24,Nữ,Hải Phòng,47,3,0,3.0,8.0,12459100.0,Khách VIP,Đang hoạt động
C01960,28,Nam,TP HCM,49,1,0,38.0,7.0,6751600.0,Trung bình,Đang hoạt động
C01961,57,Nữ,TP HCM,44,0,0,121.0,3.0,2110500.0,Đã ngủ đông,Đang hoạt động
C01962,58,Nam,TP HCM,25,1,0,23.0,9.0,9383700.0,Khách VIP,Đang hoạt động
C01963,59,Nam,TP HCM,36,1,0,56.0,8.0,6307850.0,Nguy cơ rời bỏ,Đang hoạt động
C01964,59,Nam,TP HCM,7,1,0,36.0,3.0,4124900.0,Trung bình,Đang hoạt động
C01965,46,Nữ,TP HCM,5,0,0,33.0,3.0,547000.0,Trung bình,Đang hoạt động
C01966,47,Nam,Hà Nội,4,3,1,44.0,5.0,7438600.0,Trung bình,Đã rời bỏ
C01967,35,Nữ,TP HCM,9,1,0,2.0,8.0,7329600.0,Khách VIP,Đang hoạt động
C01968,45,Nam,Hà Nội,47,2,0,21.0,7.0,7699250.0,Khách VIP,Đang hoạt động
C01969,53,Nam,Đà Nẵng,12,1,0,86.0,4.0,3047000.0,Đã ngủ đông,Đang hoạt động
C01970,31,Nữ,TP HCM,15,3,0,43.0,6.0,5914400.0,Trung bình,Đang hoạt động
C01971,64,Nam,Đà Nẵng,5,3,1,20.0,10.0,9600700.0,Khách VIP,Đã rời bỏ
C01972,69,Nữ,Đà Nẵng,7,0,1,119.0,2.0,1437500.0,Đã ngủ đông,Đã rời bỏ
C01973,49,Nam,Hà Nội,10,1,1,65.0,6.0,4179450.0,Trung bình,Đã rời bỏ
C01974,26,Nam,TP HCM,56,0,0,12.0,10.0,18078826.0,Khách VIP,Đang hoạt động
C01975,48,Nữ,TP HCM,18,1,1,117.0,5.0,5867550.0,Trung bình,Đã rời bỏ
C01976,20,Nữ,Hải Phòng,20,1,1,25.0,7.0,9461500.0,Khách VIP,Đã rời bỏ
C01977,22,Nữ,TP HCM,25,0,0,25.0,12.0,12927350.0,Khách VIP,Đang hoạt động
C01978,62,Nữ,TP HCM,24,2,0,64.0,8.0,8128100.0,Nguy cơ rời bỏ,Đang hoạt động
C01979,41,Nam,Hải Phòng,20,3,0,1.0,10.0,7527500.0,Khách VIP,Đang hoạt động
C01980,20,Nam,Đà Nẵng,51,1,0,19.0,9.0,9272800.0,Khách VIP,Đang hoạt động
C01981,47,Nữ,Hà Nội,58,1,1,10.0,3.0,3715600.0,Khách mới,Đã rời bỏ
C01982,21,Nữ,Hà Nội,46,1,0,26.0,10.0,11942800.0,Khách VIP,Đang hoạt động
C01983,67,Nam,Hà Nội,1,0,1,39.0,8.0,15756880.0,Trung bình,Đã rời bỏ
C01984,55,Nam,Hà Nội,30,1,0,64.0,4.0,4224000.0,Đã ngủ đông,Đang hoạt động
C01985,30,Nam,Cần Thơ,45,1,0,59.0,9.0,7294700.0,Nguy cơ rời bỏ,Đang hoạt động
C01986,53,Nam,Hà Nội,57,0,0,31.0,8.0,4392400.0,Trung bình,Đang hoạt động
C01987,64,Nam,Đà Nẵng,55,1,0,41.0,5.0,6155000.0,Trung bình,Đang hoạt động
C01988,46,Nam,Hải Phòng,28,2,0,58.0,9.0,6374050.0,Nguy cơ rời bỏ,Đang hoạt động
C01989,66,Nam,Hà Nội,50,2,0,38.0,8.0,4231100.0,Trung bình,Đang hoạt động
C01990,63,Nữ,Đà Nẵng,13,2,0,5.0,11.0,13885500.0,Khách VIP,Đang hoạt động
C01991,41,Nữ,Hải Phòng,21,1,0,86.0,4.0,4617850.0,Đã ngủ đông,Đang hoạt động
C01992,31,Nam,Cần Thơ,27,0,0,30.0,11.0,31323902.0,Trung bình,Đang hoạt động
C01993,68,Nữ,Cần Thơ,54,2,1,53.0,4.0,3720000.0,Trung bình,Đã rời bỏ
C01994,54,Nam,Đà Nẵng,31,1,1,4.0,7.0,6345050.0,Khách VIP,Đã rời bỏ
C01995,25,Nam,Đà Nẵng,50,2,0,46.0,7.0,7046050.0,Trung bình,Đang hoạt động
C01996,45,Nữ,TP HCM,4,3,0,56.0,4.0,2093000.0,Đã ngủ đông,Đang hoạt động
C01997,61,Nữ,Đà Nẵng,10,2,1,74.0,4.0,6555300.0,Đã ngủ đông,Đã rời bỏ
C01998,62,Nam,TP HCM,4,0,0,24.0,10.0,6756850.0,Khách VIP,Đang hoạt động
C01999,58,Nam,Hà Nội,32,3,0,34.0,11.0,7141500.0,Trung bình,Đang hoạt động
C02000,43,Nữ,Cần Thơ,1,1,0,86.0,12.0,10541835.858978186,Nguy cơ rời bỏ,Đang hoạt động
C02001,55,Nam,Hà Nội,21,0,0,4.0,5.0,7610100.0,Trung bình,Đang hoạt động
C02002,43,Nữ,Cần Thơ,39,2,0,87.0,10.0,5924100.0,Nguy cơ rời bỏ,Đang hoạt động
C02003,43,Nam,Cần Thơ,52,0,0,70.0,6.0,3686850.0,Trung bình,Đang hoạt động
C02004,50,Nam,TP HCM,12,1,1,15.0,7.0,9665876.0,Khách VIP,Đã rời bỏ
C02005,18,Nam,Đà Nẵng,34,1,1,28.0,5.0,4688000.0,Trung bình,Đã rời bỏ
C02006,35,Nam,Cần Thơ,58,0,0,36.0,5.0,7714100.0,Trung bình,Đang hoạt động
C02007,25,Nam,Hà Nội,42,1,0,58.0,8.0,5949350.0,Nguy cơ rời bỏ,Đang hoạt động
C02008,20,Nam,Hải Phòng,26,1,1,37.0,8.0,1945150.0,Trung bình,Đã rời bỏ
C02009,61,Nam,Hà Nội,52,1,0,82.0,4.0,5294700.0,Đã ngủ đông,Đang hoạt động
C02010,24,Nam,Hải Phòng,40,3,0,27.0,7.0,8350150.0,Khách VIP,Đang hoạt động
C02011,58,Nam,Hải Phòng,11,0,1,6.0,3.0,2026000.0,Khách mới,Đã rời bỏ
C02012,59,Nữ,TP HCM,56,3,0,43.0,6.0,2355600.0,Trung bình,Đang hoạt động
C02013,21,Nữ,Hải Phòng,39,2,0,3.0,10.0,11181600.0,Khách VIP,Đang hoạt động
C02014,40,Nữ,TP HCM,1,3,1,77.0,5.0,8448100.0,Trung bình,Đã rời bỏ
C02015,44,Nam,TP HCM,35,2,0,63.0,6.0,7120500.0,Trung bình,Đang hoạt động
C02016,47,Nam,Đà Nẵng,50,3,0,54.0,5.0,3523350.0,Trung bình,Đang hoạt động
C02017,28,Nam,Cần Thơ,59,1,0,53.0,3.0,2286050.0,Trung bình,Đang hoạt động
C02018,41,Nam,Hà Nội,12,0,0,20.0,4.0,3941350.0,Khách mới,Đang hoạt động
C02019,57,Nữ,Hải Phòng,13,3,1,56.0,8.0,4131500.0,Nguy cơ rời bỏ,Đã rời bỏ
C02020,54,Nam,Hà Nội,45,0,0,13.0,10.0,5577000.0,Khách VIP,Đang hoạt động
C02021,52,Nữ,Hải Phòng,20,3,1,9.0,10.0,8946038.0,Khách VIP,Đã rời bỏ
C02022,38,Nữ,Hà Nội,40,0,0,52.0,7.0,7449700.0,Trung bình,Đang hoạt động
C02023,37,Nữ,Hà Nội,55,1,0,35.0,6.0,11233600.0,Trung bình,Đang hoạt động
C02024,53,Nam,TP HCM,26,0,1,61.0,4.0,7667600.0,Đã ngủ đông,Đã rời bỏ
C02025,37,Nữ,Đà Nẵng,1,1,0,134.0,5.0,2382700.0,Trung bình,Đang hoạt động
C02026,26,Nữ,Đà Nẵng,34,2,1,22.0,10.0,23889685.0,Khách VIP,Đã rời bỏ
C02027,45,Nam,Đà Nẵng,29,0,0,21.0,9.0,8175650.0,Khách VIP,Đang hoạt động
C02028,46,Nam,Hà Nội,3,3,1,32.0,8.0,4967350.0,Trung bình,Đã rời bỏ
C02029,58,Nam,Hải Phòng,26,2,0,15.0,5.0,3348350.0,Trung bình,Đang hoạt động
C02030,52,Nữ,Hà Nội,30,0,1,19.0,5.0,5893900.0,Trung bình,Đã rời bỏ
C02031,49,Nam,TP HCM,13,1,1,114.0,10.0,26483470.0,Nguy cơ rời bỏ,Đã rời bỏ
C02032,31,Nữ,Hà Nội,39,0,0,108.0,4.0,2392750.0,Đã ngủ đông,Đang hoạt động
C02033,62,Nữ,Hải Phòng,2,1,1,58.0,5.0,9243700.0,Trung bình,Đã rời bỏ
C02034,40,Nam,Hải Phòng,33,0,0,102.0,11.0,8768550.0,Nguy cơ rời bỏ,Đang hoạt động
C02035,50,Nữ,Hà Nội,11,0,0,51.0,10.0,8224200.0,Trung bình,Đang hoạt động
C02036,18,Nữ,TP HCM,36,1,1,58.0,5.0,4663000.0,Trung bình,Đã rời bỏ
C02037,31,Nam,TP HCM,46,1,0,1.0,6.0,7794850.0,Trung bình,Đang hoạt động
C02038,52,Nam,TP HCM,50,2,0,50.0,11.0,10766250.0,Trung bình,Đang hoạt động
C02039,54,Nam,TP HCM,12,0,0,51.0,3.0,2326500.0,Trung bình,Đang hoạt động
C02040,36,Nam,TP HCM,16,0,1,28.0,4.0,1864950.0,Khách mới,Đã rời bỏ
C02041,25,Nam,Đà Nẵng,50,1,0,19.0,8.0,5988000.0,Khách VIP,Đang hoạt động
C02042,63,Nữ,TP HCM,7,0,0,46.0,9.0,6498100.0,Trung bình,Đang hoạt động
C02043,19,Nữ,Hà Nội,43,0,1,21.0,6.0,8819900.0,Trung bình,Đã rời bỏ
C02044,35,Nam,Hải Phòng,31,0,0,9.0,10.0,6826550.0,Khách VIP,Đang hoạt động
C02045,31,Nam,TP HCM,10,1,0,10.0,5.0,8901200.0,Trung bình,Đang hoạt động
C02046,22,Nam,Đà Nẵng,56,1,0,85.0,2.0,2200000.0,Đã ngủ đông,Đang hoạt động
C02047,45,Nam,TP HCM,9,0,0,13.0,10.0,9631300.0,Khách VIP,Đang hoạt động
C02048,25,Nam,Cần Thơ,11,3,0,60.0,9.0,7412050.0,Nguy cơ rời bỏ,Đang hoạt động
C02049,22,Nam,Hải Phòng,44,0,0,44.0,6.0,6609650.0,Trung bình,Đang hoạt động
C02050,55,Nam,TP HCM,41,1,0,2.0,6.0,4636450.0,Trung bình,Đang hoạt động
C02051,21,Nam,Hà Nội,15,1,0,37.0,7.0,3725500.0,Trung bình,Đang hoạt động
C02052,69,Nữ,Đà Nẵng,26,0,1,15.0,6.0,2475050.0,Trung bình,Đã rời bỏ
C02053,57,Nữ,Hải Phòng,36,1,1,50.0,7.0,6527400.0,Trung bình,Đã rời bỏ
C02054,20,Nữ,TP HCM,48,3,0,46.0,10.0,6477300.0,Trung bình,Đang hoạt động
C02055,53,Nữ,Hà Nội,1,2,1,18.0,10.0,8922600.0,Khách VIP,Đã rời bỏ
C02056,38,Nữ,Cần Thơ,19,1,0,5.0,10.0,8105800.0,Khách VIP,Đang hoạt động
C02057,65,Nam,TP HCM,55,3,0,12.0,8.0,6578700.0,Khách VIP,Đang hoạt động
C02058,49,Nam,Hải Phòng,14,0,1,165.0,4.0,1585100.0,Đã ngủ đông,Đã rời bỏ
C02059,69,Nam,TP HCM,4,3,1,11.0,9.0,8129700.0,Khách VIP,Đã rời bỏ
C02060,69,Nam,TP HCM,45,2,1,19.0,8.0,10825483.99850179,Khách VIP,Đã rời bỏ
C02061,49,Nữ,Đà Nẵng,58,1,0,99.0,4.0,5571000.0,Đã ngủ đông,Đang hoạt động
C02062,51,Nữ,TP HCM,2,1,0,14.0,11.0,11433500.0,Khách VIP,Đang hoạt động
C02063,34,Nam,Đà Nẵng,31,3,1,50.0,9.0,14154650.0,Trung bình,Đã rời bỏ
C02064,45,Nữ,TP HCM,59,1,0,16.0,6.0,5936351.0,Trung bình,Đang hoạt động
C02065,51,Nữ,Hà Nội,8,0,1,83.0,3.0,1764800.0,Đã ngủ đông,Đã rời bỏ
C02066,54,Nữ,Hà Nội,20,1,0,87.0,6.0,6345350.0,Trung bình,Đang hoạt động
C02067,28,Nữ,Cần Thơ,28,1,0,18.0,6.0,4017850.0,Trung bình,Đang hoạt động
C02068,65,Nữ,Hải Phòng,33,0,0,34.0,8.0,4978050.0,Trung bình,Đang hoạt động
C02069,69,Nữ,Hà Nội,4,0,0,86.0,5.0,3697450.0,Trung bình,Đang hoạt động
C02070,56,Nữ,Đà Nẵng,10,3,1,63.0,5.0,4525000.0,Trung bình,Đã rời bỏ
C02071,27,Nam,Hà Nội,23,0,0,11.0,8.0,7481400.0,Khách VIP,Đang hoạt động
C02072,35,Nữ,TP HCM,18,1,1,99.0,9.0,7521750.0,Nguy cơ rời bỏ,Đã rời bỏ
C02073,23,Nữ,Đà Nẵng,42,1,1,162.0,3.0,1519650.0,Đã ngủ đông,Đã rời bỏ
C02074,28,Nam,Hải Phòng,5,0,1,39.0,8.0,13623350.0,Trung bình,Đã rời bỏ
C02075,38,Nam,TP HCM,4,0,1,1.0,10.0,9196450.0,Khách VIP,Đã rời bỏ
