transaction_id,date,customer_id,category,branch,channel,payment_method,status,quantity,amount,cost,gio
T0006626,2025-02-04,C04982,Điện tử,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,1077000,897767,11
T0006627,2025-02-04,C00149,Điện tử,TP HCM,Online,THE,HOAN_TAT,1,1037400,750849,12
T0006628,2025-02-04,C02859,Thực phẩm,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,168300,119950,12
T0006629,2025-02-04,C00041,Sách,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,1,163000,122284,12
T0006630,2025-02-04,C00029,Mỹ phẩm,Hà Nội,Online,KHONG_RO,HOAN_TAT,2,934800,752701,12
T0006631,2025-02-04,C03465,Mỹ phẩm,Hà Nội,Online,THE,HOAN_TAT,2,830300,599681,12
T0006632,2025-02-04,C00094,Thực phẩm,Cần Thơ,Online,TIEN_MAT,HOAN_TAT,1,168150,121183,12
T0006633,2025-02-04,C00040,Mỹ phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,2,914400,742441,12
T0006634,2025-02-04,C01199,Điện tử,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,4,3602400,2964931,12
T0006635,2025-02-04,C00032,Điện tử,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,1136000,728784,12
T0006636,2025-02-04,C04576,Điện tử,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,1,1140000,693046,13
T0006637,2025-02-04,C00295,Thời trang,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,770000,603417,13
T0006638,2025-02-04,C03825,Mỹ phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,2,958000,691912,13
T0006639,2025-02-04,C02685,Sách,Hà Nội,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,294000,229805,13
T0006640,2025-02-04,C07656,Mỹ phẩm,TP HCM,Online,THE,HOAN_TAT,4,2012000,1315714,13
T0006641,2025-02-04,C00936,Thực phẩm,TP HCM,Online,TIEN_MAT,HOAN_TAT,3,490200,319422,13
T0006642,2025-02-04,C05581,Thời trang,TP HCM,Cửa hàng,THE,HOAN_TAT,1,840000,607348,13
T0006643,2025-02-04,C00614,Gia dụng,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,733000,562925,13
T0006644,2025-02-04,C07389,Thời trang,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,4,2856000,1968730,13
T0006645,2025-02-04,C05569,Thời trang,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,839000,556480,13
T0006646,2025-02-04,C00146,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,190000,133291,14
T0006647,2025-02-04,C00263,Điện tử,Đà Nẵng,Online,TIEN_MAT,HOAN_TAT,1,1142850,827171,14
T0006648,2025-02-04,C00003,Gia dụng,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,754200,630192,14
T0006649,2025-02-04,C00537,Sách,Hà Nội,Cửa hàng,KHONG_RO,HOAN_TAT,1,117300,79550,14
T0006650,2025-02-04,C05478,Thực phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,5,880000,642236,14
T0006651,2025-02-04,C00294,Thực phẩm,Hải Phòng,Online,THE,HOAN_TAT,1,188100,114529,14
T0006652,2025-02-04,C02474,Mỹ phẩm,Hà Nội,Online,CHUYEN_KHOAN,HOAN_TAT,1,492000,373539,14
T0006653,2025-02-04,C02077,Thực phẩm,Hải Phòng,Online,CHUYEN_KHOAN,HOAN_TAT,4,796000,493789,15
T0006654,2025-02-04,C00422,Gia dụng,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,828900,584390,15
T0006655,2025-02-04,C02730,Thời trang,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,680000,431193,15
T0006656,2025-02-04,C01200,Thực phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,5,985000,737351,15
T0006657,2025-02-04,C06144,Thực phẩm,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,306000,207381,15
T0006658,2025-02-04,C01462,Thời trang,Hải Phòng,Online,THE,HOAN_TAT,1,856000,652909,15
T0006659,2025-02-04,C00077,Thực phẩm,Đà Nẵng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,167000,136619,15
T0006660,2025-02-04,C03080,Gia dụng,Hà Nội,Cửa hàng,THE,HOAN_TAT,2,1514300,1237779,16
T0006661,2025-02-04,C07822,Điện tử,Đà Nẵng,Online,TIEN_MAT,HOAN_TRA,2,1981700,1676901,16
T0006662,2025-02-04,C04285,Sách,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,152100,103716,16
T0006663,2025-02-04,C00209,Thực phẩm,TP HCM,Online,TIEN_MAT,HOAN_TAT,4,752000,606070,16
T0006664,2025-02-04,C00785,Sách,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,2,266000,192691,16
T0006665,2025-02-04,C05300,Thực phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,2,321100,223803,16
T0006666,2025-02-04,C01361,Gia dụng,TP HCM,Online,THE,HOAN_TAT,1,934000,742211,16
T0006667,2025-02-04,C05385,Thực phẩm,Cần Thơ,Cửa hàng,THE,HOAN_TAT,1,141300,89477,16
T0006668,2025-02-04,C01406,Thực phẩm,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,3,585000,383297,16
T0006669,2025-02-04,C01188,Thời trang,Hà Nội,Online,KHONG_RO,HOAN_TAT,1,805000,561801,16
T0006670,2025-02-04,C00758,Thực phẩm,Hà Nội,Cửa hàng,THE,HOAN_TAT,2,342000,233046,16
T0006671,2025-02-04,C00075,Thực phẩm,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,3,558000,406247,17
T0006672,2025-02-04,C03103,Thời trang,Hà Nội,Cửa hàng,THE,HOAN_TAT,3,2451000,1746121,17
T0006673,2025-02-04,C01128,Gia dụng,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,2,1512000,968656,17
T0006674,2025-02-04,C00002,Sách,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,170000,140597,17
T0006675,2025-02-04,C00355,Thực phẩm,Hải Phòng,Online,VI_DIEN_TU,HOAN_TAT,2,313500,252386,17
T0006676,2025-02-04,C00028,Thời trang,TP HCM,Online,KHONG_RO,HOAN_TAT,1,784000,566095,17
T0006677,2025-02-04,C02309,Gia dụng,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TRA,1,847400,634110,17
T0006678,2025-02-04,C02023,Gia dụng,TP HCM,Cửa hàng,THE,HOAN_TAT,3,2325000,1878502,17
T0006679,2025-02-04,C00048,Thời trang,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,628900,522071,18
T0006680,2025-02-04,C00034,Thực phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,164900,133849,18
T0006681,2025-02-04,C00045,Sách,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,1,137750,116135,18
T0006682,2025-02-04,C02672,Thời trang,Hà Nội,Online,THE,HOAN_TAT,2,1574000,1138054,18
T0006683,2025-02-04,C00444,Thời trang,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,2,1233100,831189,18
T0006684,2025-02-04,C00575,Thực phẩm,Cần Thơ,Online,THE,HOAN_TAT,2,349200,252407,18
T0006685,2025-02-04,C00004,Mỹ phẩm,Đà Nẵng,Online,CHUYEN_KHOAN,HOAN_TAT,3,1404000,1014033,18
T0006686,2025-02-04,C00483,Mỹ phẩm,Cần Thơ,Online,VI_DIEN_TU,HOAN_TAT,1,471000,300478,18
T0006687,2025-02-04,C06167,Gia dụng,TP HCM,Online,TIEN_MAT,HOAN_TAT,1,791000,570458,19
T0006689,2025-02-04,C01790,Mỹ phẩm,Hà Nội,Online,THE,HOAN_TAT,1,448000,323566,19
T0006690,2025-02-04,C02998,Điện tử,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,1066000,867093,19
T0006691,2025-02-04,C07457,Gia dụng,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,5,3920000,2443933,19
T0006692,2025-02-04,C00578,Mỹ phẩm,Cần Thơ,Online,TIEN_MAT,HOAN_TAT,1,391400,327717,19
T0006693,2025-02-04,C00747,Thực phẩm,Đà Nẵng,Online,TIEN_MAT,HOAN_TAT,2,302100,229283,19
T0006694,2025-02-04,C00505,Mỹ phẩm,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,448200,367600,20
T0006695,2025-02-04,C00705,Thực phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,2,300600,233042,20
T0006696,2025-02-04,C05002,Thực phẩm,Cần Thơ,Cửa hàng,THE,HOAN_TAT,4,712800,590060,20
T0006697,2025-02-04,C00018,Thực phẩm,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,163000,104955,20
T0006698,2025-02-04,C02138,Thực phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,1,161000,114833,20
T0006699,2025-02-04,C02725,Mỹ phẩm,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,2,879700,747026,20
T0006700,2025-02-04,C01096,Thời trang,Hải Phòng,Cửa hàng,THE,HOAN_TAT,3,2337000,1492647,20
T0006701,2025-02-04,C02734,Mỹ phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,4,2017800,1683609,21
T0006702,2025-02-04,C00050,Gia dụng,Cần Thơ,Online,THE,HOAN_TAT,2,1732800,1197071,21
T0006703,2025-02-04,C00315,Mỹ phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,2,996000,742019,21
T0006704,2025-02-04,C02841,Thời trang,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,1,716000,532254,21
T0006705,2025-02-04,C02803,Điện tử,TP HCM,Cửa hàng,THE,HOAN_TAT,4,4539600,3393764,21
T0006706,2025-02-04,C00031,Thực phẩm,Cần Thơ,Online,VI_DIEN_TU,HOAN_TRA,3,473100,341964,21
T0006707,2025-02-04,C00085,Gia dụng,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,778000,478292,21
T0006708,2025-02-04,C00030,Gia dụng,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,2,1662500,1367326,21
T0006709,2025-02-04,C03154,Mỹ phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,2,1044000,639978,21
T0006710,2025-02-04,C04608,Mỹ phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,465800,336422,21
T0006711,2025-02-04,C00008,Điện tử,Hải Phòng,Cửa hàng,THE,HOAN_TAT,3,3026700,2501211,21
T0006712,2025-02-04,C00002,Điện tử,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,1915200,1176807,21
T0006714,2025-02-04,C00002,Sách,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,168000,102259,22
T0006715,2025-02-04,C00679,Thực phẩm,Cần Thơ,Online,TIEN_MAT,HOAN_TAT,1,184000,120991,22
T0006716,2025-02-04,C00254,Thực phẩm,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,4,612000,421436,22
T0006717,2025-02-04,C00782,Thực phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,1,180000,145043,22
T0006718,2025-02-04,C03635,Mỹ phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,4,1674000,1062822,22
T0006719,2025-02-04,C00718,Gia dụng,TP HCM,Online,THE,HOAN_TAT,3,2529000,1699211,22
T0006720,2025-02-04,C03062,Điện tử,TP HCM,Online,CHUYEN_KHOAN,HOAN_TRA,1,995000,720161,23
T0006721,2025-02-04,C02702,Thực phẩm,Hà Nội,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,189000,125429,23
T0006722,2025-02-04,C05895,Mỹ phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,3,1653000,1334462,23
T0006723,2025-02-04,C06515,Thời trang,Hà Nội,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,1572000,1006730,23
T0006724,2025-02-04,C00031,Sách,Cần Thơ,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,132050,106379,23
T0006725,2025-02-04,C00019,Sách,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,1,146000,107247,23
T0006726,2025-02-04,C00361,Gia dụng,Hải Phòng,Cửa hàng,KHONG_RO,HOAN_TRA,3,2384100,1769854,23
T0006727,2025-02-04,C00074,Thời trang,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,1616000,1348156,23
T0006728,2025-02-05,C02098,Sách,Đà Nẵng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,332000,209097,0
T0006729,2025-02-05,C03649,Điện tử,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,3,3252000,2344982,0
T0006730,2025-02-05,C00560,Thời trang,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,847000,693046,0
T0006731,2025-02-05,C07100,Gia dụng,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,3,2868000,2301875,0
T0006732,2025-02-05,C00012,Sách,Hải Phòng,Cửa hàng,KHONG_RO,HOAN_TAT,1,152000,100500,0
T0006734,2025-02-05,C00032,Thực phẩm,TP HCM,Cửa hàng,KHONG_RO,HOAN_TAT,1,165600,118589,0
T0006735,2025-02-05,C01338,Thời trang,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,541450,391486,0
T0006736,2025-02-05,C01623,Thực phẩm,TP HCM,Cửa hàng,THE,HOAN_TAT,3,537000,414279,0
T0006737,2025-02-05,C00008,Điện tử,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,2,2194000,1856504,1
T0006738,2025-02-05,C00080,Gia dụng,Hà Nội,Online,THE,HOAN_TAT,2,1407900,977528,1
T0006739,2025-02-05,C04117,Sách,Hải Phòng,Cửa hàng,THE,HOAN_TAT,1,133950,92789,1
T0006740,2025-02-05,C00669,Mỹ phẩm,Đà Nẵng,Online,CHUYEN_KHOAN,HOAN_TAT,1,464000,335122,1
T0006741,2025-02-05,C07295,Thời trang,Cần Thơ,Online,VI_DIEN_TU,HOAN_TAT,1,707400,502554,1
T0006742,2025-02-05,C00005,Điện tử,Đà Nẵng,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,2208000,1350960,1
T0006743,2025-02-05,C01923,Thời trang,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,641000,499288,1
T0006744,2025-02-05,C02485,Thời trang,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,814150,588658,1
T0006745,2025-02-05,C03613,Thực phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,170000,127626,1
T0006746,2025-02-05,C00119,Gia dụng,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,828000,590971,2
T0006747,2025-02-05,C00664,Điện tử,Hải Phòng,Cửa hàng,THE,HOAN_TAT,1,1076350,809784,2
T0006748,2025-02-05,C00104,Điện tử,Hà Nội,Online,THE,HOAN_TAT,1,1189400,914145,2
T0006749,2025-02-05,C00010,Thực phẩm,Hà Nội,Online,THE,HOAN_TAT,1,172000,103840,2
T0006750,2025-02-05,C00003,Gia dụng,TP HCM,Cửa hàng,THE,HOAN_TAT,1,820000,659522,2
T0006751,2025-02-05,C03655,Thực phẩm,Cần Thơ,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,172900,129579,2
T0006752,2025-02-05,C00056,Thực phẩm,TP HCM,Online,THE,HOAN_TAT,1,164000,105855,2
T0006753,2025-02-05,C02202,Thực phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,151050,114137,2
T0006754,2025-02-05,C00145,Thực phẩm,Hải Phòng,Online,THE,HOAN_TAT,1,180000,130107,2
T0006755,2025-02-05,C03025,Thực phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,204000,147455,3
T0006756,2025-02-05,C01777,Điện tử,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,1093000,811956,3
T0006757,2025-02-05,C00720,Điện tử,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,4,4035600,2905000,3
T0006758,2025-02-05,C01591,Thực phẩm,TP HCM,Online,THE,HOAN_TAT,1,149150,118985,3
TDUP0010,2025-02-05,C06472,Thực phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,2,366000,303646,3
T0006760,2025-02-05,C00007,Thực phẩm,Đà Nẵng,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,171000,108188,3
T0006761,2025-02-05,C02781,Thực phẩm,Đà Nẵng,Cửa hàng,TIEN_MAT,HOAN_TRA,1,175000,114634,3
T0006762,2025-02-05,C00133,Điện tử,Hải Phòng,Online,TIEN_MAT,HOAN_TAT,2,2366000,2002888,3
T0006795,2025-02-05,C04086,Sách,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,2430138,1701097,3
T0006763,2025-02-05,C03276,Điện tử,Hà Nội,Online,THE,HOAN_TAT,1,1010000,731017,3
T0006764,2025-02-05,C04517,Thời trang,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,820000,533629,4
T0006765,2025-02-05,C05193,Thực phẩm,Hà Nội,Online,THE,HOAN_TAT,1,195000,131337,4
T0006733,2025-02-05,C01912,Gia dụng,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,12310569,8617398,4
T0006766,2025-02-05,C03579,Thực phẩm,Cần Thơ,Online,VI_DIEN_TU,HOAN_TAT,2,298300,227905,4
T0006767,2025-02-05,C00233,Điện tử,Cần Thơ,Online,VI_DIEN_TU,HOAN_TAT,1,1255000,908343,4
T0006768,2025-02-05,C06903,Sách,Đà Nẵng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,137000,89995,4
T0006769,2025-02-05,C02302,Thực phẩm,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,153000,110830,4
T0006770,2025-02-05,C06783,Thực phẩm,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,344000,282357,4
T0006771,2025-02-05,C01064,Thực phẩm,Cần Thơ,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,185000,138268,5
T0006772,2025-02-05,C00073,Thực phẩm,Cần Thơ,Cửa hàng,THE,HOAN_TAT,5,910000,685100,5
T0006773,2025-02-05,C01703,Thời trang,Đà Nẵng,Online,VI_DIEN_TU,HOAN_TAT,1,860000,582329,5
T0006774,2025-02-05,C00682,Điện tử,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,2,2476000,1863119,5
T0006775,2025-02-05,C02960,Điện tử,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,969950,667744,5
T0006776,2025-02-05,C00045,Điện tử,Cần Thơ,Online,THE,HOAN_TRA,1,892500,694515,6
T0006777,2025-02-05,C00072,Mỹ phẩm,Cần Thơ,Online,CHUYEN_KHOAN,HOAN_TAT,1,508250,398755,6
T0006778,2025-02-05,C00635,Mỹ phẩm,Đà Nẵng,Online,THE,HOAN_TAT,1,498000,359678,6
T0006779,2025-02-05,C01094,Thời trang,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,772350,621008,6
T0006780,2025-02-05,C00007,Thực phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,2,329400,232602,6
T0006781,2025-02-05,C01439,Điện tử,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,1185600,935709,6
T0006782,2025-02-05,C01266,Sách,Hải Phòng,Cửa hàng,VI_DIEN_TU,HOAN_TAT,2,270000,195832,6
T0006783,2025-02-05,C04108,Gia dụng,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,855000,652936,6
T0006784,2025-02-05,C00059,Gia dụng,Đà Nẵng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,768000,496209,6
T0006785,2025-02-05,C06214,Sách,TP HCM,Online,THE,HOAN_TAT,1,125100,90623,7
T0006786,2025-02-05,C05250,Gia dụng,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,2,1930000,1354628,7
T0006787,2025-02-05,C00029,Sách,Hải Phòng,Cửa hàng,THE,HOAN_TAT,1,148200,118571,7
T0006788,2025-02-05,C06178,Sách,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,2,296000,199364,7
T0006789,2025-02-05,C00001,Sách,Cần Thơ,Online,THE,HOAN_TAT,2,326000,236155,7
T0006790,2025-02-05,C04243,Thời trang,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,840000,624509,7
T0006791,2025-02-05,C03337,Thực phẩm,Hà Nội,Online,THE,HOAN_TAT,1,173850,133138,7
T0006792,2025-02-05,C00554,Thời trang,Hà Nội,Cửa hàng,THE,HOAN_TAT,2,1472400,1223343,8
T0006793,2025-02-05,C00081,Sách,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,3,372600,291311,8
T0006794,2025-02-05,C00103,Thời trang,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,686000,493583,8
T0006796,2025-02-05,C03527,Mỹ phẩm,Hà Nội,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,874000,621265,8
T0006797,2025-02-05,C00331,Thời trang,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,2,1626000,1033169,8
T0006798,2025-02-05,C01309,Mỹ phẩm,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,2,940500,679272,8
T0006799,2025-02-05,C04906,Gia dụng,Cần Thơ,Cửa hàng,THE,HOAN_TAT,1,831600,687360,8
T0006800,2025-02-05,C00159,Mỹ phẩm,Hà Nội,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,2,960000,623301,9
T0006801,2025-02-05,C03186,Mỹ phẩm,Hải Phòng,Cửa hàng,THE,HOAN_TAT,1,459000,280870,9
T0006802,2025-02-05,C00340,Điện tử,Hải Phòng,Cửa hàng,TIEN_MAT,HOAN_TAT,1,972000,821216,9
T0006803,2025-02-05,C02585,Thực phẩm,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,1,156600,123869,9
T0006804,2025-02-05,C01189,Thực phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,4,760000,549340,9
T0006805,2025-02-05,C02034,Sách,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,145000,102951,9
T0006806,2025-02-05,C03101,Điện tử,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,1,1121000,706836,9
T0006807,2025-02-05,C05843,Thực phẩm,Cần Thơ,Cửa hàng,KHONG_RO,HOAN_TAT,1,202000,143576,9
T0006808,2025-02-05,C01129,Thực phẩm,TP HCM,Online,THE,HOAN_TAT,1,177650,128408,10
T0006809,2025-02-05,C00194,Thực phẩm,TP HCM,Cửa hàng,CHUYEN_KHOAN,HOAN_TAT,5,828000,634514,10
T0006810,2025-02-05,C00006,Mỹ phẩm,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,542000,362044,10
T0006811,2025-02-05,C06313,Thực phẩm,Đà Nẵng,Online,VI_DIEN_TU,HOAN_TAT,3,510000,366356,10
T0006812,2025-02-05,C02246,Thực phẩm,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,2,369000,278173,10
T0006813,2025-02-05,C02399,Sách,Đà Nẵng,Cửa hàng,THE,HOAN_TAT,2,332000,236684,10
T0006814,2025-02-05,C06115,Điện tử,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,2,2016000,1257701,11
T0006815,2025-02-05,C07003,Gia dụng,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,780900,496017,11
T0006816,2025-02-05,C00130,Gia dụng,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,714400,533304,11
T0006817,2025-02-05,C02498,Mỹ phẩm,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,1,464000,293214,11
T0006818,2025-02-05,C05920,Sách,Hà Nội,Online,VI_DIEN_TU,HOAN_TAT,1,144000,86838,11
T0006819,2025-02-05,C07350,Thực phẩm,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,158650,113779,11
T0006820,2025-02-05,C00001,Gia dụng,TP HCM,Cửa hàng,TIEN_MAT,HOAN_TAT,1,760500,596195,11
T0006821,2025-02-05,C01963,Thực phẩm,Cần Thơ,Online,VI_DIEN_TU,HOAN_TAT,4,820000,574778,11
T0006822,2025-02-05,C00431,Thực phẩm,Cần Thơ,Online,VI_DIEN_TU,HOAN_TAT,3,519000,383915,12
T0006823,2025-02-05,C04284,Thực phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,169000,122625,12
T0006824,2025-02-05,C03587,Gia dụng,TP HCM,Online,CHUYEN_KHOAN,HOAN_TAT,1,793000,519521,12
T0006825,2025-02-05,C00177,Điện tử,TP HCM,Online,THE,HOAN_TAT,1,897750,721158,12
T0006826,2025-02-05,C03233,Mỹ phẩm,Cần Thơ,Cửa hàng,TIEN_MAT,HOAN_TAT,3,1287000,1031917,12
T0006827,2025-02-05,C02223,Thời trang,Hà Nội,Cửa hàng,THE,HOAN_TAT,2,1378000,1078075,12
T0006828,2025-02-05,C00284,Điện tử,Hà Nội,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,1217000,778560,12
T0006829,2025-02-05,C05281,Mỹ phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,1,466200,336711,12
T0006830,2025-02-05,C01372,Thực phẩm,TP HCM,Online,THE,HOAN_TAT,4,768000,562248,13
T0006831,2025-02-05,C01029,Thời trang,TP HCM,Online,TIEN_MAT,HOAN_TAT,1,675000,488047,13
T0006832,2025-02-05,C03204,Điện tử,Cần Thơ,Cửa hàng,THE,HOAN_TAT,3,3396600,2458124,13
T0006833,2025-02-05,C05443,Mỹ phẩm,Hà Nội,Cửa hàng,THE,HOAN_TAT,3,1553250,1142003,13
T0006834,2025-02-05,C04507,Điện tử,Hà Nội,Online,KHONG_RO,HOAN_TAT,2,2302000,1899587,13
T0006835,2025-02-05,C00110,Mỹ phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,5,2720000,2106733,13
T0006836,2025-02-05,C01318,Thời trang,Cần Thơ,Online,VI_DIEN_TU,HOAN_TAT,1,691050,484338,13
T0006837,2025-02-05,C00115,Gia dụng,TP HCM,Cửa hàng,VI_DIEN_TU,HOAN_TAT,1,754000,583885,13
T0006838,2025-02-05,C01937,Gia dụng,Hà Nội,Cửa hàng,THE,HOAN_TAT,1,780300,578498,13
T0006839,2025-02-05,C05363,Sách,Cần Thơ,Online,TIEN_MAT,HOAN_TAT,1,126900,105966,13
T0006840,2025-02-05,C01234,Điện tử,TP HCM,Online,VI_DIEN_TU,HOAN_TAT,1,936000,678606,14
T0006841,2025-02-05,C00014,Điện tử,TP HCM,Cửa hàng,THE,HOAN_TAT,1,1175000,718659,14
T0006842,2025-02-05,C01069,Thời trang,Cần Thơ,Online,THE,HOAN_TAT,3,2217300,1866206,14
T0006843,2025-02-05,C01508,Điện tử,Hải Phòng,Online,TIEN_MAT,HOAN_TAT,2,2238000,1619819,14
T0006844,2025-02-05,C00001,Thực phẩm,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,206000,164347,14
T0006845,2025-02-05,C00006,Thực phẩm,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,1,167000,118071,14
T0006846,2025-02-05,C00161,Điện tử,Hà Nội,Cửa hàng,TIEN_MAT,HOAN_TAT,2,2446000,1811380,14
T0006847,2025-02-05,C00647,Thực phẩm,Hà Nội,Online,TIEN_MAT,HOAN_TAT,2,380000,232490,14
