customer_id,age,gender,city,tenure_months,support_tickets,churn
C02128,57,Nam,TP HCM,52,0,0
C02129,18,Nữ,Hải Phòng,20,0,1
C02130,65,Nữ,Hải Phòng,44,3,0
C02131,39,Nữ,TP HCM,56,5,1
C02132,39,Nam,TP HCM,55,0,0
C02133,68,Nữ,Hà Nội,7,1,1
C02134,42,Nam,Hải Phòng,54,0,1
C02135,70,Nam,Hà Nội,8,0,0
C02136,41,Nam,Hà Nội,57,1,0
C02137,18,Nữ,TP HCM,1,1,0
C02138,30,Nam,TP HCM,54,1,0
C02139,46,Nữ,TP HCM,22,2,1
C02140,18,Nữ,TP HCM,24,1,0
C02141,46,Nam,TP HCM,36,1,1
C02142,68,Nữ,Cần Thơ,9,2,1
C02143,61,Nam,TP HCM,19,0,0
C02144,65,Nam,Hà Nội,22,1,0
C02145,30,Nam,TP HCM,5,2,0
C02146,19,Nữ,Hà Nội,59,3,0
C02147,66,Nữ,TP HCM,55,2,1
C02148,64,Nam,TP HCM,21,1,0
C02149,36,Nữ,TP HCM,36,3,0
C02150,54,Nữ,TP HCM,4,2,1
C02151,67,Nam,Đà Nẵng,7,2,1
C02152,33,Nam,TP HCM,52,6,1
C02153,22,Nam,Hải Phòng,8,4,1
C02154,45,Nữ,Hải Phòng,11,2,1
C02155,53,Nữ,TP HCM,14,0,1
C02156,49,Nam,Đà Nẵng,16,0,1
C02157,26,Nam,Hà Nội,2,1,1
C02158,67,Nữ,TP HCM,43,1,1
C02159,59,Nữ,TP HCM,14,1,0
C02160,23,Nam,Đà Nẵng,16,1,0
C02161,51,Nữ,TP HCM,43,1,0
C02162,42,Nam,Hà Nội,6,1,1
C02163,28,Nam,TP HCM,24,1,0
C02164,23,Nữ,TP HCM,51,2,1
C02165,26,Nữ,TP HCM,18,3,1
C02166,49,Nam,Hà Nội,6,2,1
C02167,40,Nữ,Hà Nội,19,1,0
C02168,35,Nam,TP HCM,45,1,0
C02169,31,Nữ,TP HCM,19,2,0
C02170,28,Nam,Đà Nẵng,15,3,0
C02171,25,Nữ,Hà Nội,33,1,0
C02172,51,Nữ,Hải Phòng,26,4,1
C02173,24,Nữ,Cần Thơ,53,3,0
C02174,56,Nữ,Hải Phòng,13,1,0
C02175,43,Nam,TP HCM,32,0,0
C02176,41,Nữ,Cần Thơ,26,1,0
C02177,26,Nam,Hà Nội,37,2,1
C02178,34,Nam,Đà Nẵng,11,1,1
C02179,27,Nam,Hà Nội,22,0,0
C02180,38,Nam,TP HCM,51,3,0
C02181,67,Nam,Hà Nội,59,1,0
C02182,52,Nam,Đà Nẵng,26,5,0
C02183,35,Nữ,Hà Nội,54,2,1
C02184,66,Nam,TP HCM,15,0,0
C02185,63,Nam,TP HCM,37,1,0
C02186,52,Nam,Hà Nội,6,5,1
C02187,52,Nam,Hải Phòng,2,2,1
C02188,46,Nam,Cần Thơ,42,0,1
C02189,47,Nữ,Hải Phòng,38,0,0
C02190,69,Nữ,TP HCM,2,1,1
C02191,29,Nam,Hà Nội,13,1,1
C02192,56,Nam,Hà Nội,17,6,0
C02193,34,Nam,Hà Nội,15,2,0
C02194,54,Nam,TP HCM,47,1,0
C02195,68,Nam,TP HCM,57,1,0
C02196,37,Nữ,Đà Nẵng,14,1,1
C02197,62,Nữ,Hà Nội,15,0,0
C02198,61,Nam,TP HCM,6,1,0
C02199,18,Nữ,Hà Nội,27,0,1
C02200,31,Nữ,Hải Phòng,25,2,1
C02201,69,Nam,TP HCM,13,1,0
C02202,58,Nữ,TP HCM,52,3,0
C02203,34,Nam,TP HCM,50,0,0
C02204,37,Nam,TP HCM,37,1,1
C02205,51,Nữ,Cần Thơ,55,0,0
C02206,30,Nữ,TP HCM,25,0,0
C02207,70,Nữ,TP HCM,40,1,0
C02208,37,Nữ,Cần Thơ,60,2,0
C02209,63,Nữ,Đà Nẵng,33,2,0
C02210,37,Nam,Hà Nội,35,3,0
C02211,38,Nữ,TP HCM,54,2,0
C02212,24,Nữ,Hà Nội,23,2,0
C02213,18,Nam,Hải Phòng,27,2,1
C02214,49,Nam,Hà Nội,4,2,0
C02215,53,Nữ,Đà Nẵng,46,2,1
C02216,27,Nữ,Đà Nẵng,44,1,0
C02217,21,Nam,Hải Phòng,33,1,0
C02218,34,Nữ,Hà Nội,55,1,1
C02219,33,Nữ,Hà Nội,9,1,1
C02220,31,Nữ,Cần Thơ,59,1,0
C02221,22,Nữ,TP HCM,16,2,0
C02222,49,Nam,TP HCM,31,2,0
C02223,64,Nam,Hải Phòng,52,1,0
C02224,40,Nam,TP HCM,24,0,0
C02225,31,Nữ,Đà Nẵng,26,2,0
C02226,52,Nam,Hà Nội,34,2,0
C02227,27,Nữ,Hà Nội,12,1,1
C02228,38,Nữ,Hải Phòng,56,2,0
C02229,47,Nữ,TP HCM,32,2,0
C02230,65,Nam,TP HCM,55,1,0
C02231,22,Nam,TP HCM,15,0,0
C02232,52,Nam,TP HCM,48,1,0
C02233,34,Nữ,Hà Nội,27,1,0
C02234,61,Nữ,Cần Thơ,39,0,0
C02235,51,Nam,TP HCM,17,1,0
C02236,34,Nam,Hà Nội,40,1,0
C02237,53,Nữ,TP HCM,52,4,0
C02238,48,Nam,Hà Nội,18,0,0
C02239,66,Nam,Hà Nội,45,0,0
C02240,33,Nam,Hà Nội,36,2,1
C02241,70,Nam,TP HCM,37,3,0
C02242,41,Nữ,TP HCM,15,1,0
C02243,26,Nam,Hà Nội,46,0,0
C02244,29,Nữ,Hà Nội,4,1,0
C02245,47,Nam,Đà Nẵng,22,2,1
C02246,44,Nam,TP HCM,10,0,0
C02247,19,Nữ,TP HCM,45,0,0
C02248,48,Nam,Hà Nội,13,2,1
C02249,63,Nữ,TP HCM,30,0,0
C02250,19,Nam,Hà Nội,18,1,0
C02251,35,Nam,TP HCM,34,2,1
C02252,51,Nam,Cần Thơ,33,2,0
C02253,66,Nữ,Đà Nẵng,37,2,0
C02254,27,Nữ,TP HCM,49,2,0
C02255,25,Nữ,TP HCM,35,1,0
C02256,29,Nữ,Hà Nội,28,0,0
C02257,31,Nam,Hà Nội,4,2,1
C02258,47,Nữ,Đà Nẵng,11,3,1
C02259,27,Nữ,TP HCM,32,0,0
C02260,35,Nam,TP HCM,6,1,1
C02261,36,Nam,Đà Nẵng,1,0,1
C02262,28,Nữ,TP HCM,31,0,0
C02263,41,Nam,Hà Nội,37,1,0
C02264,45,Nữ,Đà Nẵng,50,1,0
C02265,38,Nam,TP HCM,58,2,0
C02266,31,Nam,Cần Thơ,12,1,0
C02267,52,Nữ,TP HCM,20,2,0
C02268,31,Nữ,Hà Nội,52,0,0
C02269,44,Nam,TP HCM,43,1,0
C02270,34,Nam,TP HCM,1,0,0
C02271,20,Nữ,Hà Nội,44,0,0
C02272,40,Nam,Hải Phòng,6,5,1
C02273,56,Nam,Hà Nội,32,0,0
C02274,51,Nam,Đà Nẵng,6,3,0
C02275,60,Nữ,Hà Nội,26,2,1
C02276,27,Nữ,Hải Phòng,31,2,0
C02277,21,Nữ,Hải Phòng,43,0,0
C02278,34,Nam,TP HCM,22,1,1
C02279,65,Nam,Hải Phòng,7,3,1
C02280,48,Nữ,TP HCM,30,0,0
C02281,35,Nữ,Hà Nội,25,2,1
C02282,33,Nam,TP HCM,23,1,1
C02283,32,Nữ,TP HCM,24,2,0
C02284,24,Nam,Đà Nẵng,54,0,0
C02285,61,Nam,TP HCM,35,0,0
C02286,65,Nam,TP HCM,6,4,1
C02287,57,Nữ,TP HCM,46,2,1
C02288,36,Nữ,TP HCM,58,2,1
C02289,49,Nam,TP HCM,11,1,0
C02290,22,Nữ,TP HCM,37,1,0
C02291,54,Nữ,TP HCM,52,2,0
C02292,18,Nữ,TP HCM,8,1,0
C02293,69,Nam,Cần Thơ,44,2,0
C02294,20,Nữ,Đà Nẵng,40,1,0
C02295,48,Nam,Hà Nội,30,1,0
C02296,62,Nam,Hà Nội,15,0,1
C02297,25,Nữ,Cần Thơ,6,0,0
C02298,51,Nữ,TP HCM,46,2,0
C02299,26,Nữ,TP HCM,25,0,0
C02300,58,Nữ,Hải Phòng,14,3,0
C02301,36,Nữ,Hà Nội,49,0,0
C02302,42,Nữ,Đà Nẵng,22,1,1
C02303,19,Nam,Hải Phòng,36,0,0
C02304,67,Nam,TP HCM,44,1,0
C02305,65,Nữ,Đà Nẵng,13,1,0
C02306,45,Nữ,Hà Nội,47,0,0
C02307,67,Nữ,Hải Phòng,50,2,0
C02308,29,Nam,Cần Thơ,14,3,1
C02309,37,Nam,Đà Nẵng,16,1,0
C02310,63,Nữ,Hà Nội,21,0,0
C02311,67,Nam,TP HCM,8,2,1
C02312,37,Nữ,Hà Nội,27,4,1
C02313,57,Nam,Cần Thơ,21,1,1
C02314,57,Nữ,Hải Phòng,8,1,0
C02315,23,Nữ,Đà Nẵng,2,1,1
C02316,24,Nữ,TP HCM,25,2,0
C02317,50,Nam,Hải Phòng,46,1,0
C02318,18,Nữ,Hải Phòng,56,0,0
C02319,37,Nam,Đà Nẵng,25,0,0
C02320,65,Nam,Hà Nội,16,0,0
C02321,60,Nam,Cần Thơ,47,2,0
C02322,32,Nữ,Hà Nội,44,1,1
C02323,63,Nữ,Cần Thơ,12,1,1
C02324,28,Nữ,TP HCM,56,2,0
C02325,49,Nữ,Hà Nội,49,1,0
C02326,67,Nam,Hà Nội,23,0,0
C02327,22,Nữ,TP HCM,59,1,0
C02328,59,Nữ,TP HCM,8,2,1
C02329,27,Nữ,TP HCM,39,2,1
C02330,67,Nữ,TP HCM,28,3,1
C02331,24,Nữ,Đà Nẵng,60,1,0
C02332,30,Nữ,Cần Thơ,60,0,0
C02333,49,Nam,Hà Nội,18,3,0
C02334,57,Nam,Đà Nẵng,43,2,0
C02335,30,Nam,Cần Thơ,45,0,0
C02336,56,Nữ,TP HCM,32,1,0
C02337,55,Nữ,TP HCM,24,0,1
C02338,36,Nam,TP HCM,18,1,0
C02339,43,Nam,Hà Nội,45,1,0
C02340,39,Nam,TP HCM,59,3,0
C02341,40,Nữ,Hà Nội,45,1,0
C02342,59,Nam,Hà Nội,30,0,0
C02343,18,Nữ,TP HCM,3,1,1
C02344,32,Nữ,Hà Nội,2,1,0
C02345,67,Nữ,Hà Nội,59,1,0
C02346,56,Nam,Hà Nội,46,0,0
C02347,42,Nam,Hải Phòng,55,2,0
C02348,29,Nam,Hà Nội,23,2,1
C02349,57,Nam,Hà Nội,19,1,0
C02350,59,Nam,TP HCM,32,2,1
C02351,54,Nam,Hải Phòng,15,2,1
C02352,41,Nam,TP HCM,54,2,1
C02353,39,Nam,TP HCM,1,2,0
C02354,22,Nữ,TP HCM,54,1,0
C02355,45,Nữ,Hà Nội,41,2,0
C02356,59,Nữ,TP HCM,25,4,1
C02357,49,Nam,TP HCM,54,0,1
C02358,44,Nam,Hải Phòng,39,2,0
C02359,22,Nam,Hà Nội,60,0,0
C02360,53,Nam,Hải Phòng,29,2,1
C02361,38,Nữ,TP HCM,40,1,1
C02362,26,Nữ,Cần Thơ,33,0,0
C02363,34,Nam,TP HCM,57,2,1
C02364,38,Nam,Hải Phòng,42,1,0
C02365,47,Nam,TP HCM,22,2,1
C02366,42,Nữ,TP HCM,8,0,0
C02367,31,Nữ,Hà Nội,41,0,0
C02368,69,Nam,Đà Nẵng,40,1,0
C02369,41,Nam,Cần Thơ,47,1,0
C02370,43,Nam,Đà Nẵng,43,1,0
C02371,49,Nam,Hà Nội,42,2,1
C02372,64,Nữ,Đà Nẵng,5,0,1
C02373,48,Nữ,Đà Nẵng,25,0,0
C02374,24,Nam,Hà Nội,11,1,1
C02375,36,Nữ,Cần Thơ,53,2,1
C02376,44,Nữ,Hà Nội,40,1,0
C02377,33,Nam,Đà Nẵng,50,1,1
C02378,48,Nam,Cần Thơ,20,1,1
C02379,25,Nữ,TP HCM,33,1,1
C02380,30,Nam,Hà Nội,12,0,0
C02381,47,Nữ,Hải Phòng,41,2,1
C02382,35,Nam,Hải Phòng,58,2,0
C02383,33,Nữ,Đà Nẵng,38,2,0
C02384,40,Nam,Hải Phòng,8,0,0
C02385,68,Nam,Hải Phòng,45,0,0
C02386,24,Nam,TP HCM,40,2,1
C02387,21,Nam,Đà Nẵng,58,0,0
C02388,36,Nam,Cần Thơ,35,3,1
C02389,54,Nam,Đà Nẵng,13,2,0
C02390,51,Nam,TP HCM,47,0,1
C02391,24,Nam,Hà Nội,33,1,0
C02392,25,Nữ,Đà Nẵng,10,1,0
C02393,28,Nam,Đà Nẵng,28,3,1
C02394,37,Nữ,TP HCM,30,2,1
C02395,35,Nữ,Hà Nội,51,1,0
C02396,50,Nam,TP HCM,8,2,1
C02397,21,Nam,Hà Nội,12,1,1
C02398,64,Nữ,Đà Nẵng,26,0,1
C02399,55,Nam,TP HCM,29,2,1
C02400,67,Nữ,Cần Thơ,38,3,0
C02401,68,Nữ,Cần Thơ,40,0,0
C02402,39,Nữ,TP HCM,20,0,0
C02403,66,Nữ,TP HCM,51,3,0
C02404,50,Nam,Cần Thơ,48,1,0
C02405,21,Nam,Hải Phòng,49,2,0
C02406,22,Nam,Cần Thơ,59,0,0
C02407,64,Nữ,Hà Nội,14,2,0
C02408,40,Nữ,TP HCM,13,2,1
C02409,30,Nữ,TP HCM,10,0,1
C02410,56,Nữ,Hải Phòng,18,1,1
C02411,46,Nam,Cần Thơ,55,0,1
C02412,28,Nữ,Cần Thơ,24,3,0
C02413,30,Nữ,Hà Nội,25,1,0
C02414,63,Nữ,Cần Thơ,30,0,0
C02415,49,Nữ,Hà Nội,35,0,0
C02416,68,Nữ,TP HCM,33,2,0
C02417,66,Nam,Hà Nội,8,0,1
C02418,63,Nữ,Cần Thơ,45,0,0
C02419,65,Nam,TP HCM,32,3,0
C02420,41,Nam,Hà Nội,24,2,1
C02421,31,Nữ,Hà Nội,29,0,0
C02422,25,Nữ,Cần Thơ,47,2,0
C02423,38,Nữ,Hà Nội,17,2,1
C02424,55,Nữ,Hà Nội,23,1,0
C02425,43,Nữ,Cần Thơ,6,0,0
C02426,57,Nữ,Đà Nẵng,27,1,0
C02427,70,Nữ,Đà Nẵng,8,0,0
C02428,47,Nam,Hà Nội,20,2,0
C02429,48,Nữ,TP HCM,25,1,1
C02430,68,Nam,Hà Nội,46,1,1
C02431,52,Nam,Đà Nẵng,18,2,0
C02432,53,Nam,TP HCM,23,1,0
C02433,24,Nữ,TP HCM,44,0,0
C02434,48,Nam,Đà Nẵng,46,0,0
C02435,43,Nam,Cần Thơ,43,1,1
C02436,53,Nữ,Hà Nội,25,2,1
C02437,26,Nữ,Hà Nội,24,4,1
C02438,33,Nữ,Hà Nội,47,2,0
C02439,31,Nam,Hà Nội,5,0,0
C02440,32,Nữ,Đà Nẵng,55,1,0
C02441,26,Nam,Hà Nội,44,1,0
C02442,58,Nữ,TP HCM,18,0,1
C02443,67,Nữ,Đà Nẵng,8,2,1
C02444,47,Nam,TP HCM,13,0,0
C02445,30,Nam,TP HCM,38,4,0
C02446,28,Nam,Đà Nẵng,55,0,1
C02447,60,Nữ,Hải Phòng,2,1,1
C02448,44,Nam,Cần Thơ,32,0,1
C02449,44,Nữ,Hà Nội,12,2,0
C02450,50,Nam,TP HCM,9,1,0
C02451,70,Nam,Hà Nội,58,0,0
C02452,70,Nữ,Đà Nẵng,5,0,0
C02453,19,Nam,Hà Nội,6,1,0
C02454,64,Nữ,Hà Nội,9,1,0
C02455,41,Nam,TP HCM,3,2,0
C02456,38,Nữ,Hà Nội,1,1,0
C02457,24,Nữ,Hà Nội,39,1,0
C02458,31,Nữ,Hà Nội,59,0,0
C02459,34,Nữ,Cần Thơ,14,0,0
C02460,59,Nam,Hải Phòng,36,1,1
C02461,61,Nữ,TP HCM,1,0,0
C02462,47,Nam,TP HCM,37,1,0
C02463,31,Nam,TP HCM,30,0,0
C02464,36,Nam,TP HCM,47,1,0
C02465,21,Nữ,TP HCM,33,2,1
C02466,69,Nam,Cần Thơ,43,1,0
C02467,53,Nữ,TP HCM,14,2,0
C02468,26,Nam,Hà Nội,30,3,0
C02469,18,Nam,Hà Nội,1,0,0
C02470,52,Nam,Hà Nội,36,2,0
C02471,38,Nữ,TP HCM,60,1,0
C02472,57,Nữ,Cần Thơ,20,1,0
C02473,36,Nữ,TP HCM,14,1,0
C02474,20,Nữ,TP HCM,42,2,1
C02475,55,Nam,Đà Nẵng,42,1,0
C02476,26,Nữ,TP HCM,59,0,0
C02477,30,Nam,Đà Nẵng,45,1,0
C02478,64,Nữ,TP HCM,20,2,1
C02479,65,Nam,Hải Phòng,29,0,0
C02480,22,Nam,Hà Nội,10,2,1
C02481,35,Nam,Hà Nội,58,1,0
C02482,60,Nam,Đà Nẵng,42,1,1
C02483,53,Nam,TP HCM,24,4,0
C02484,33,Nữ,Hà Nội,60,1,1
C02485,54,Nam,Đà Nẵng,50,0,0
C02486,43,Nam,TP HCM,45,3,1
C02487,59,Nam,Hải Phòng,1,5,1
C02488,45,Nữ,Hải Phòng,13,2,1
C02489,47,Nam,Hà Nội,7,3,1
C02490,63,Nữ,Hải Phòng,3,1,0
C02491,53,Nữ,TP HCM,56,1,0
C02492,37,Nam,Cần Thơ,55,2,0
C02493,66,Nữ,Cần Thơ,27,1,0
C02494,28,Nữ,Hà Nội,43,2,1
C02495,56,Nữ,Hà Nội,9,1,1
C02496,48,Nam,TP HCM,43,1,0
C02497,66,Nữ,Hà Nội,35,1,0
C02498,60,Nữ,Hà Nội,1,1,0
C02499,67,Nữ,Hà Nội,38,0,1
C02500,33,Nam,Hà Nội,51,2,0
C02501,49,Nam,Đà Nẵng,3,2,1
C02502,70,Nữ,TP HCM,25,1,0
C02503,49,Nam,Đà Nẵng,3,4,1
C02504,26,Nam,Đà Nẵng,8,1,0
C02505,33,Nam,TP HCM,37,0,0
C02506,30,Nữ,Hải Phòng,16,1,1
C02507,36,Nam,TP HCM,18,4,1
C02508,62,Nam,Hải Phòng,6,0,0
C02509,39,Nữ,Hà Nội,56,1,0
C02510,51,Nam,TP HCM,33,4,0
C02511,59,Nam,TP HCM,22,1,0
C02512,49,Nữ,Cần Thơ,18,0,0
C02513,54,Nam,Hà Nội,24,1,0
C02514,47,Nữ,Cần Thơ,12,2,1
C02515,32,Nữ,Hà Nội,30,2,0
C02516,24,Nữ,TP HCM,4,0,1
C02517,22,Nữ,TP HCM,45,1,1
C02518,32,Nam,TP HCM,36,1,1
C02519,56,Nữ,TP HCM,11,2,0
C02520,59,Nam,Đà Nẵng,31,0,0
C02521,30,Nữ,Cần Thơ,5,0,0
C02522,34,Nam,TP HCM,22,0,0
C02523,38,Nam,Đà Nẵng,46,0,0
C02524,32,Nam,Hà Nội,15,3,1
C02525,36,Nữ,Đà Nẵng,15,1,1
C02526,24,Nữ,Hải Phòng,25,0,1
C02527,25,Nam,Đà Nẵng,42,2,0
C02528,32,Nữ,Hải Phòng,15,2,1
C02529,41,Nam,TP HCM,9,2,1
C02530,56,Nữ,Cần Thơ,12,2,1
C02531,33,Nữ,TP HCM,49,1,0
C02532,61,Nam,Cần Thơ,31,0,0
C02533,36,Nam,TP HCM,10,1,0
C02534,53,Nam,Đà Nẵng,33,2,1
C02535,42,Nữ,Hà Nội,43,1,0
C02536,70,Nam,TP HCM,1,1,0
C02537,52,Nữ,TP HCM,43,0,0
C02538,27,Nam,TP HCM,55,0,0
C02539,63,Nam,Hà Nội,9,0,0
C02540,34,Nam,TP HCM,21,2,0
C02541,46,Nữ,TP HCM,30,1,0
C02542,26,Nữ,Hà Nội,44,1,0
C02543,26,Nữ,Hà Nội,51,0,0
C02544,23,Nữ,TP HCM,50,0,0
C02545,32,Nữ,TP HCM,28,3,1
C02546,48,Nam,Hải Phòng,1,1,1
C02547,51,Nữ,Hà Nội,36,3,0
C02548,59,Nữ,TP HCM,48,0,0
C02549,69,Nữ,Hà Nội,41,0,0
C02550,45,Nữ,Hà Nội,4,0,0
C02551,42,Nữ,Hải Phòng,30,0,0
C02552,33,Nam,Hà Nội,25,2,0
C02553,66,Nữ,Hà Nội,18,1,1
C02554,58,Nam,Hà Nội,7,1,0
C02555,67,Nam,TP HCM,32,1,0
C02556,24,Nữ,TP HCM,43,0,0
C02557,33,Nam,Hà Nội,11,2,0
C02558,68,Nữ,TP HCM,20,1,1
C02559,45,Nam,Đà Nẵng,10,2,1
C02560,35,Nam,TP HCM,11,1,0
C02561,64,Nữ,TP HCM,29,0,0
C02562,19,Nam,Cần Thơ,58,1,1
C02563,52,Nữ,TP HCM,50,0,0
C02564,54,Nữ,Cần Thơ,9,0,0
C02565,49,Nữ,Hà Nội,55,1,0
C02566,36,Nam,TP HCM,43,0,1
C02567,45,Nữ,TP HCM,50,0,1
C02568,61,Nữ,Hải Phòng,7,1,0
C02569,58,Nam,Cần Thơ,10,2,1
C02570,69,Nữ,TP HCM,40,2,1
C02571,25,Nữ,TP HCM,30,2,1
C02572,24,Nữ,TP HCM,53,0,0
C02573,63,Nam,Cần Thơ,2,1,1
C02574,21,Nam,Đà Nẵng,35,1,0
C02575,60,Nữ,Đà Nẵng,1,0,0
C02576,69,Nam,Đà Nẵng,48,1,0
C02577,35,Nữ,Hà Nội,38,2,0
C02578,59,Nam,Hà Nội,48,0,0
C02579,65,Nữ,TP HCM,21,0,0
C02580,68,Nam,Hải Phòng,49,1,0
C02581,51,Nữ,Đà Nẵng,45,2,0
C02582,68,Nam,Hà Nội,22,0,0
C02583,21,Nam,Hải Phòng,34,0,0
C02584,33,Nữ,Hải Phòng,26,2,0
C02585,36,Nam,TP HCM,14,1,1
C02586,61,Nam,Đà Nẵng,40,0,0
C02587,43,Nam,Hà Nội,29,3,1
C02588,39,Nữ,Cần Thơ,54,2,0
C02589,23,Nam,Hà Nội,35,1,0
C02590,66,Nữ,Hà Nội,56,2,1
C02591,58,Nam,TP HCM,24,2,1
C02592,35,Nữ,Hà Nội,11,0,0
C02593,21,Nam,Đà Nẵng,53,3,0
C02594,20,Nam,TP HCM,11,1,1
C02595,22,Nam,TP HCM,28,0,0
C02596,67,Nam,Cần Thơ,60,4,1
C02597,38,Nữ,Hà Nội,40,2,1
C02598,40,Nữ,Đà Nẵng,34,4,0
C02599,64,Nữ,Hà Nội,54,2,0
C02600,46,Nữ,Hà Nội,12,0,0
C02601,57,Nam,TP HCM,3,0,0
C02602,39,Nữ,Hà Nội,20,0,0
C02603,30,Nữ,TP HCM,40,1,0
C02604,52,Nữ,Đà Nẵng,35,1,0
C02605,46,Nam,Hà Nội,3,1,0
C02606,25,Nữ,Cần Thơ,41,0,0
C02607,51,Nam,Hà Nội,20,2,1
C02608,55,Nam,Hà Nội,27,2,1
C02609,66,Nam,TP HCM,6,1,0
C02610,44,Nam,TP HCM,30,0,0
C02611,35,Nam,TP HCM,21,1,0
C02612,20,Nam,Đà Nẵng,55,0,0
C02613,28,Nam,Hà Nội,20,3,0
C02614,27,Nữ,TP HCM,28,2,0
C02615,57,Nữ,TP HCM,22,2,0
C02616,58,Nữ,Hà Nội,44,1,0
C02617,37,Nam,Cần Thơ,11,0,0
C02618,62,Nữ,TP HCM,1,3,0
C02619,25,Nữ,Hải Phòng,34,0,0
C02620,24,Nữ,TP HCM,26,2,1
C02621,40,Nam,TP HCM,37,2,0
C02622,26,Nam,TP HCM,21,1,1
C02623,67,Nữ,Đà Nẵng,42,1,0
C02624,44,Nam,Đà Nẵng,32,2,1
C02625,48,Nam,Hà Nội,52,0,0
C02626,30,Nữ,Cần Thơ,41,1,1
C02627,38,Nam,TP HCM,57,1,0
C02628,53,Nam,Hà Nội,41,3,0
C02629,61,Nữ,Hải Phòng,30,1,0
C02630,57,Nam,Hà Nội,5,0,1
C02631,18,Nữ,TP HCM,7,3,1
C02632,32,Nam,Hà Nội,13,1,0
C02633,41,Nam,Hà Nội,44,1,0
C02634,25,Nữ,Hải Phòng,21,1,0
C02635,60,Nữ,Hà Nội,35,2,0
C02636,70,Nam,TP HCM,13,1,1
C02637,26,Nữ,Cần Thơ,36,0,0
C02638,28,Nam,TP HCM,53,0,0
C02639,47,Nam,Cần Thơ,22,2,1
C02640,29,Nữ,Hà Nội,7,0,1
C02641,43,Nữ,TP HCM,58,1,1
C02642,47,Nam,TP HCM,17,0,0
C02643,21,Nam,Hà Nội,26,1,0
C02644,40,Nam,TP HCM,4,3,0
C02645,39,Nữ,Đà Nẵng,20,0,1
C02646,25,Nữ,Hà Nội,30,0,1
C02647,35,Nam,Cần Thơ,55,0,0
C02648,47,Nữ,Hà Nội,16,2,0
C02649,52,Nam,TP HCM,43,2,0
C02650,48,Nam,TP HCM,20,1,1
C02651,30,Nam,TP HCM,54,3,1
C02652,36,Nam,TP HCM,51,1,0
C02653,29,Nữ,Hải Phòng,4,0,0
C02654,51,Nam,Hải Phòng,2,2,0
C02655,40,Nữ,Hà Nội,13,1,0
C02656,30,Nam,Hải Phòng,52,1,0
C02657,68,Nữ,Đà Nẵng,9,0,0
C02658,39,Nam,Hà Nội,19,2,1
C02659,48,Nữ,Hà Nội,28,1,1
C02660,48,Nữ,Hà Nội,53,2,0
C02661,29,Nữ,TP HCM,25,0,0
C02662,49,Nữ,TP HCM,9,4,1
C02663,39,Nữ,Hà Nội,18,0,0
C02664,31,Nữ,Đà Nẵng,29,0,0
C02665,40,Nữ,Hà Nội,14,0,1
C02666,40,Nữ,Cần Thơ,1,0,0
C02667,36,Nữ,Hải Phòng,40,2,0
C02668,55,Nữ,Cần Thơ,56,1,0
C02669,62,Nữ,TP HCM,50,2,0
C02670,28,Nữ,TP HCM,40,0,0
C02671,18,Nữ,Hải Phòng,59,1,0
C02672,61,Nữ,Cần Thơ,29,1,0
C02673,34,Nữ,Hà Nội,50,0,0
C02674,59,Nam,TP HCM,9,0,1
C02675,21,Nam,Hà Nội,34,2,0
C02676,51,Nam,TP HCM,27,1,1
C02677,57,Nam,Cần Thơ,39,1,1
C02678,68,Nam,Hà Nội,31,1,1
C02679,24,Nam,Đà Nẵng,34,1,0
C02680,54,Nam,Cần Thơ,36,2,0
C02681,44,Nữ,TP HCM,4,1,1
C02682,18,Nam,Hà Nội,33,0,0
C02683,70,Nam,TP HCM,24,0,0
C02684,59,Nữ,Cần Thơ,24,1,0
C02685,47,Nữ,Hà Nội,56,1,0
C02686,45,Nữ,Cần Thơ,9,1,1
C02687,20,Nam,TP HCM,59,1,0
C02688,52,Nữ,Hà Nội,35,1,0
C02689,68,Nam,Cần Thơ,11,1,0
C02690,49,Nữ,Cần Thơ,55,0,0
C02691,19,Nữ,Cần Thơ,12,1,0
C02692,42,Nữ,Hà Nội,31,0,0
C02693,19,Nam,TP HCM,20,2,0
C02694,65,Nữ,Đà Nẵng,17,0,0
C02695,24,Nam,TP HCM,24,1,0
C02696,56,Nữ,Hải Phòng,35,1,0
C02697,44,Nữ,TP HCM,53,0,0
C02698,58,Nam,Hải Phòng,35,1,0
C02699,35,Nam,Đà Nẵng,5,0,1
C02700,34,Nữ,Cần Thơ,34,2,1
C02701,55,Nam,Hà Nội,49,0,0
C02702,29,Nam,Hà Nội,8,0,0
C02703,64,Nam,Cần Thơ,26,2,1
C02704,32,Nữ,TP HCM,3,1,0
C02705,46,Nam,Đà Nẵng,57,3,0
C02706,64,Nữ,TP HCM,48,0,0
C02707,52,Nữ,Hải Phòng,24,0,1
C02708,35,Nam,Hà Nội,29,1,0
C02709,20,Nam,Cần Thơ,56,1,0
C02710,22,Nữ,TP HCM,56,0,0
C02711,28,Nữ,TP HCM,14,1,1
C02712,26,Nữ,Hà Nội,5,3,1
C02713,29,Nữ,TP HCM,58,0,0
C02714,19,Nam,Hà Nội,56,1,0
C02715,43,Nam,TP HCM,59,2,1
C02716,27,Nữ,Hà Nội,42,2,1
C02717,29,Nữ,Hà Nội,20,1,0
C02718,40,Nữ,TP HCM,37,1,0
