transaction_id,ts,customer_id,branch,channel,category,quantity,unit_price,amount,cost,payment_method,status,is_fraud
T0042332,2025-08-09 01:36:22,C00236,Đà Nẵng,Cửa hàng,Sách,1.0,1908502.8972719721,"1,908,503",1335952.0280903804,VI_DIEN_TU,HOAN_TAT,1
T0047889,2025-09-07 06:45:13,C00380,TP HCM,Cửa hàng,Điện tử,1.0,1244000.0,"1,057,400",711460.3369716189,VI_DIEN_TU,HOAN_TAT,0
T0050819,2025-09-22 10:27:51,C01994,TP HCM,Cửa hàng,Điện tử,2.0,1241000.0,"2,357,900",1484306.6886704967,THE,HOAN_TAT,0
T0003907,2025-01-21 15:28:36,C00127,TP HCM,Online,Thời trang,2.0,648000.0,"1,166,400",765659.0339680787,THE,HOAN_TAT,0
T0029576,2025-06-03 21:21:31,C00014,Hà Nội,Online,Thời trang,1.0,802000.0,"761,900",596012.7111682342,THE,HOAN_TAT,0
T0030091,2025-06-06 12:57:43,C03462,Hải Phòng,Cửa hàng,Thực phẩm,2.0,157000.0,"266,900",194842.79565653368,TIEN_MAT,HOAN_TAT,0
T0019283,2025-04-11 02:15:36,C00837,TP HCM,Cửa hàng,Điện tử,2.0,1024000.0,"2,048,000",1663542.6638937455,VI_DIEN_TU,HOAN_TAT,0
T0028376,2025-05-28 01:38:39,C03494,Hà Nội,Online,Sách,1.0,1457250.519303973,"1,457,251",1020075.3635127811,VI_DIEN_TU,HOAN_TAT,1
T0002408,2025-01-13 19:58:42,C00712,Hà Nội,Cửa hàng,Thời trang,2.0,716000.0,"1,432,000",964020.705856767,TIEN_MAT,HOAN_TAT,0
T0050081,2025-09-18 14:06:28,C00600,TP HCM,Online,Mỹ phẩm,2.0,433000.0,"779,400",599895.3882989693,TIEN_MAT,HOAN_TAT,0
T0059367,2025-11-06 00:00:06,C01550,Hà Nội,Online,Thời trang,3.0,838000.0,"2,514,000",1795029.5700544543,TIEN_MAT,HOAN_TAT,0
T0030426,2025-06-08 08:08:48,C00016,Hải Phòng,Cửa hàng,  Thực phẩm ,2.0,172000.0,"344,000",221349.54010721183,,HOAN_TAT,0
T0005735,2025-01-31 02:10:22,C00127,Đà Nẵng,Online,Thời trang,3.0,817000.0,,2041859.4359827044,,HOAN_TAT,0
T0021501,2025-04-22 13:15:16,C01487,Hà Nội,Cửa hàng,Thực phẩm,3.0,192000.0,"576,000",431190.1271322027,TIEN_MAT,HOAN_TAT,0
T0005213,2025-01-28 08:32:32,C03943,TP HCM,Online,Thực phẩm,1.0,171000.0,"171,000",104735.73573789913,VI_DIEN_TU,HOAN_TAT,0
T0016500,2025-03-27 18:03:32,C04259,Hà Nội,Cửa hàng,Gia dụng,2.0,799000.0,"1,518,100",1215297.131992805,VI_DIEN_TU,HOAN_TAT,0
T0038189,2025-07-18 14:02:58,C01943,Hà Nội,Online,Điện tử,2.0,1065000.0,"1,810,500",1520459.7612729399,THE,HOAN_TAT,0
T0058182,2025-10-30 18:01:47,C05700,TP HCM,Cửa hàng,Mỹ phẩm,2.0,425000.0,"850,000",654300.0308270216,VI_DIEN_TU,HOAN_TAT,0
T0002272,2025-01-13 03:41:43,C00241,Đà Nẵng,Cửa hàng,Thời trang,1.0,650000.0,"650,000",479639.65715882246,THE,HOAN_TAT,0
T0006027,2025-02-01 14:01:21,C03303,Hà Nội,Cửa hàng,Thực phẩm,2.0,187000.0,"374,000",231619.24552758026,VI_DIEN_TU,HOAN_TAT,0
T0017962,2025-04-04 07:20:18,C03320,TP HCM,Cửa hàng,Thực phẩm,2.0,192000.0,"345,600",225979.97394889162,CHUYEN_KHOAN,HOAN_TAT,0
T0047370,2025-09-04 14:51:33,C02495,Hà Nội,Cửa hàng,Sách,2.0,128000.0,"217,600",169712.67491577181,TIEN_MAT,HOAN_TAT,0
T0025976,2025-05-15 21:33:42,C00568,TP HCM,Cửa hàng,Điện tử,1.0,1113000.0,"1,057,350",753045.7717456998,CHUYEN_KHOAN,HOAN_TAT,0
T0020274,2025-04-16 02:29:53,C07439,Đà Nẵng,Cửa hàng,Thời trang,1.0,737000.0,"737,000",557673.557530355,THE,HOAN_TAT,0
T0018372,2025-04-06 09:03:17,C00474,Đà Nẵng,Cửa hàng,  Thực phẩm ,1.0,187000.0,"177,650",122746.30144709593,THE,HOAN_TAT,0
T0021522,2025-04-22 16:10:55,C00542,Hải Phòng,Online,THỰC PHẨM,1.0,155000.0,"147,250",103009.94950370656,THE,HOAN_TAT,0
T0058518,2025-11-01 12:07:19,C04751,TP HCM,Online,Mỹ phẩm,1.0,536000.0,"536,000",363659.4666984769,THE,HOAN_TAT,0
T0044343,2025-08-20 00:28:50,C01067,Hải Phòng,Online,THỰC PHẨM,1.0,158000.0,"158,000",103220.18810377699,VI_DIEN_TU,HOAN_TAT,0
T0019776,2025-04-13 13:43:55,C06971,Cần Thơ,Online,Điện tử,1.0,1029000.0,"1,029,000",734564.4629439558,VI_DIEN_TU,HOAN_TAT,0
T0007729,2025-02-10 05:32:57,C06115,TP HCM,Cửa hàng,Thực phẩm,1.0,192000.0,"192,000",133130.0042803717,TIEN_MAT,HOAN_TAT,0
T0006041,2025-02-01 15:47:53,C05713,Hải Phòng,Cửa hàng,Thời trang,3.0,712000.0,"2,136,000",1742316.4714181316,CHUYEN_KHOAN,HOAN_TAT,0
T0056096,2025-10-20 01:13:50,C06259,Hà Nội,Online,Sách,1.0,143000.0,"135,850",109036.146322665,THE,HOAN_TAT,0
T0006198,2025-02-02 10:28:37,C00690,Cần Thơ,Cửa hàng,Mỹ phẩm,4.0,424000.0,"1,526,400",1275842.1829071376,TIEN_MAT,HOAN_TAT,0
T0007910,2025-02-11 03:45:17,C03966,TP HCM,Cửa hàng,  Điện tử ,2.0,974000.0,"1,850,600",1425681.714951834,THE,HOAN_TAT,0
T0039273,2025-07-24 06:15:29,C04300,Đà Nẵng,Cửa hàng,Gia dụng,1.0,818000.0,"777,100",563464.1333883015,VI_DIEN_TU,HOAN_TAT,0
T0023702,2025-05-04 02:07:12,C00763,Hà Nội,Online,Gia dụng,1.0,832000.0,"790,400",591091.5596462443,CHUYEN_KHOAN,HOAN_TAT,0
T0045720,2025-08-27 04:56:11,C01559,TP HCM,Online,Điện tử,1.0,1047000.0,"1,047,000",,TIEN_MAT,HOAN_TAT,0
T0007420,2025-02-08 14:34:22,C00077,Hà Nội,Cửa hàng,Thời trang,3.0,843000.0,"2,529,000",2143295.7300779447,VI_DIEN_TU,HOAN_TAT,0
T0027457,2025-05-23 10:06:47,C00909,Cần Thơ,Online,Thực phẩm,2.0,182000.0,"364,000",302150.30576761655,THE,HOAN_TAT,0
T0013578,2025-03-12 09:50:38,C04628,Đà Nẵng,Online,Thực phẩm,2.0,188000.0,"357,200",242046.3450100041,CHUYEN_KHOAN,HOAN_TAT,0
T0000836,2025-01-05 16:34:59,C06510,Cần Thơ,Online,Thời trang,4.0,807000.0,"3,228,000",2144065.4104833687,TIEN_MAT,HOAN_TAT,0
T0046133,2025-08-29 07:11:44,C03949,Cần Thơ,Online,Thực phẩm,2.0,163000.0,"309,700",200627.58454999767,TIEN_MAT,HOAN_TAT,0
T0031545,2025-06-14 02:33:45,C00228,TP HCM,Cửa hàng,  Gia dụng ,1.0,791000.0,"791,000",647869.2732348869,THE,HOAN_TAT,0
T0036133,2025-07-08 02:45:00,C00216,TP HCM,Cửa hàng,Thời trang,2.0,800000.0,"1,520,000",1238004.9491470743,TIEN_MAT,HOAN_TAT,0
T0014884,2025-03-19 06:35:27,C00579,TP HCM,Cửa hàng,Thực phẩm,4.0,195000.0,"780,000",519449.0021628549,CHUYEN_KHOAN,HOAN_TAT,0
T0015236,2025-03-21 02:00:40,C00014,Hà Nội,Cửa hàng,Thời trang,2.0,802000.0,"1,604,000",1192432.8918873805,THE,HOAN_TAT,0
T0042876,2025-08-12 09:37:11,C02409,Hà Nội,Cửa hàng,Thực phẩm,1.0,191000.0,"171,900",118004.17993984158,TIEN_MAT,HOAN_TAT,0
T0024574,2025-05-08 14:28:19,C01271,Hải Phòng,Online,Gia dụng,1.0,781000.0,"741,950",595127.0718475541,CHUYEN_KHOAN,HOAN_TAT,0
T0019575,2025-04-12 13:56:23,C00065,Hà Nội,Cửa hàng,  Gia dụng ,1.0,823000.0,"823,000",650094.8901241402,THE,HOAN_TAT,0
T0058877,2025-11-03 10:23:01,C07559,TP HCM,Online,Điện tử,3.0,1195000.0,"3,585,000",2536341.938031396,TIEN_MAT,HOAN_TAT,0
T0015305,2025-03-21 11:02:55,C06618,Cần Thơ,Cửa hàng,Mỹ phẩm,3.0,460000.0,"1,380,000",1076608.779921891,CHUYEN_KHOAN,HOAN_TAT,0
T0020927,2025-04-19 11:41:06,C00514,TP HCM,Online,Gia dụng,1.0,847000.0,"847,000",,THE,HOAN_TAT,0
T0058982,2025-11-03 23:41:24,C00511,Cần Thơ,Cửa hàng,Gia dụng,1.0,939000.0,"939,000",682485.1091163321,CHUYEN_KHOAN,HOAN_TAT,0
T0036569,2025-07-10 09:03:14,C00105,Hà Nội,Online,  Thực phẩm ,2.0,164000.0,"328,000",218289.41422219886,TIEN_MAT,HOAN_TAT,0
T0008042,2025-02-11 18:28:51,C03549,Đà Nẵng,Online,Điện tử,2.0,1253000.0,"2,506,000",1742895.5245789217,THE,HOAN_TAT,0
T0040699,2025-07-31 04:14:37,C00182,Hải Phòng,Cửa hàng,Thực phẩm,1.0,3256702.6719250497,"3,256,703",,VI_DIEN_TU,HOAN_TAT,1
T0002758,2025-01-15 15:31:45,C00293,Hà Nội,Online,Thực phẩm,2.0,180000.0,"360,000",291308.79778108554,CHUYEN_KHOAN,HOAN_TAT,0
T0023488,2025-05-02 23:08:22,C00377,Đà Nẵng,Cửa hàng,Mỹ phẩm,3.0,423000.0,"1,205,550",857588.6795261513,THE,HOAN_TAT,0
T0001850,2025-01-10 22:44:20,C00422,Hải Phòng,Cửa hàng,Sách,1.0,164000.0,"155,800",102880.59280713559,VI_DIEN_TU,HOAN_TAT,0
T0017314,2025-04-01 00:05:35,C00817,TP HCM,Cửa hàng,Sách,1.0,143000.0,"135,850",90096.4431692354,TIEN_MAT,HOAN_TAT,0
T0012864,2025-03-08 19:12:29,C00626,Hải Phòng,Cửa hàng,Điện tử,1.0,1004000.0,"953,800",727635.973259544,THE,HOAN_TAT,0
T0023805,2025-05-04 15:27:38,C00231,Hà Nội,Online,Điện tử,1.0,1113000.0,"1,113,000",868374.3701648284,VI_DIEN_TU,HOAN_TAT,0
T0029553,2025-06-03 18:16:07,C04458,TP HCM,Online,Sách,2.0,156000.0,"312,000",188895.33420298016,THE,HOAN_TAT,0
T0048722,2025-09-11 13:38:26,C02042,Hà Nội,Cửa hàng,Sách,1.0,166000.0,"141,100",101097.75880453261,THE,HOAN_TAT,0
T0039008,2025-07-22 21:17:22,C02900,Hà Nội,Cửa hàng,Thực phẩm,1.0,161000.0,"144,900",118999.33788248705,CHUYEN_KHOAN,HOAN_TAT,0
T0048897,2025-09-12 10:53:08,C04512,TP HCM,Cửa hàng,Điện tử,1.0,1113000.0,"1,001,700",734730.6498894861,CHUYEN_KHOAN,HOAN_TAT,0
T0046857,2025-09-01 23:33:53,C07582,Hải Phòng,Cửa hàng,Gia dụng,4.0,867000.0,,2165044.752537623,CHUYEN_KHOAN,HOAN_TAT,0
T0009064,2025-02-17 03:44:50,C00027,TP HCM,Online,Điện tử,1.0,1122000.0,"1,122,000",,TIEN_MAT,HOAN_TAT,0
T0007843,2025-02-10 19:52:37,C03456,Đà Nẵng,Online,Thời trang,2.0,691000.0,"1,243,800",,THE,HOAN_TAT,0
T0049442,2025-09-15 08:09:23,C06760,Hà Nội,Cửa hàng,Thực phẩm,1.0,199000.0,"199,000",127772.70103142172,THE,HOAN_TAT,0
T0012086,2025-03-04 21:41:49,C05284,Hải Phòng,Cửa hàng,Sách,1.0,129000.0,"129,000",84422.61358050276,THE,HOAN_TAT,0
T0028512,2025-05-29 01:57:29,C00072,Hà Nội,Online,Thực phẩm,2.0,201000.0,"381,900",314831.0370278274,VI_DIEN_TU,HOAN_TAT,0
T0006828,2025-02-05 12:48:10,C00284,Hà Nội,Cửa hàng,Điện tử,1.0,1217000.0,"1,217,000",778559.7910848393,VI_DIEN_TU,HOAN_TAT,0
T0047745,2025-09-06 12:10:39,C01013,TP HCM,Online,Thực phẩm,3.0,191000.0,"573,000",349124.3313840983,THE,HOAN_TAT,0
T0025092,2025-05-11 07:38:54,C04814,TP HCM,Online,Thực phẩm,1.0,159000.0,"159,000",127233.87305258436,TIEN_MAT,HOAN_TAT,0
T0000315,2025-01-02 21:57:34,C02345,TP HCM,Cửa hàng,Điện tử,2.0,1130000.0,"1,921,000",1280773.327162466,THE,HOAN_TRA,0
T0034020,2025-06-27 03:27:44,C05133,TP HCM,Online,Mỹ phẩm,3.0,463000.0,"1,319,550",911921.2110305473,CHUYEN_KHOAN,HOAN_TAT,0
T0041268,2025-08-03 18:46:58,C02132,Hải Phòng,Cửa hàng,Thực phẩm,1.0,165000.0,"165,000",108757.37989357657,THE,HOAN_TAT,0
T0018439,2025-04-06 17:33:49,C03263,Hà Nội,Cửa hàng,Sách,2.0,147000.0,"279,300",206824.66480205598,TIEN_MAT,HOAN_TAT,0
T0003074,2025-01-17 07:16:46,C02043,Hà Nội,Cửa hàng,Mỹ phẩm,1.0,549000.0,"549,000",368421.5444276335,THE,HOAN_TAT,0
T0031444,2025-06-13 13:48:01,C05398,Đà Nẵng,Online,Điện tử,2.0,1134000.0,"2,268,000",1371551.950759764,VI_DIEN_TU,HOAN_TAT,0
T0032375,2025-06-18 11:11:51,C00023,TP HCM,Online,Gia dụng,1.0,957000.0,"813,450",667968.923435253,CHUYEN_KHOAN,HOAN_TAT,0
T0012783,2025-03-08 10:21:02,C03794,TP HCM,Cửa hàng,THỰC PHẨM,1.0,177000.0,"177,000",141029.03556625044,VI_DIEN_TU,HOAN_TAT,0
T0011143,2025-02-27 20:51:38,C00064,Hà Nội,Online,Gia dụng,1.0,964000.0,"867,600",637657.0873764849,TIEN_MAT,HOAN_TAT,0
T0012477,2025-03-06 19:31:56,C00435,Cần Thơ,Online,Điện tử,1.0,1016000.0,"965,200",,THE,HOAN_TAT,0
T0024704,2025-05-09 07:05:11,C05809,Hà Nội,Online,Gia dụng,4.0,777000.0,"2,797,200",1957029.993953119,THE,HOAN_TAT,0
T0030981,2025-06-11 03:46:21,C07451,Hà Nội,Online,Điện tử,1.0,966000.0,"966,000",753352.6925751043,VI_DIEN_TU,HOAN_TAT,0
T0004152,2025-01-22 21:22:29,C00328,TP HCM,Online,Gia dụng,3.0,802000.0,"2,406,000",,THE,HOAN_TAT,0
T0048022,2025-09-07 23:34:12,C00286,TP HCM,Cửa hàng,Thực phẩm,3.0,184000.0,"496,800",318096.6572719272,TIEN_MAT,HOAN_TAT,0
T0059254,2025-11-05 09:34:05,C00003,TP HCM,Cửa hàng,Sách,1.0,164000.0,"139,400",90368.67237999602,TIEN_MAT,HOAN_TAT,0
T0040201,2025-07-29 02:20:01,C00012,TP HCM,Online,  Sách ,1.0,134000.0,"134,000",,CHUYEN_KHOAN,HOAN_TAT,0
T0008628,2025-02-14 20:04:44,C05520,Hà Nội,Cửa hàng,Mỹ phẩm,2.0,532000.0,"1,010,800",764465.7808782309,TIEN_MAT,HOAN_TAT,0
T0028144,2025-05-27 03:21:03,C05591,Hải Phòng,Cửa hàng,Thời trang,1.0,835000.0,"835,000",589847.4470215052,TIEN_MAT,HOAN_TRA,0
T0046284,2025-08-30 01:40:42,C05691,TP HCM,Online,Thực phẩm,3.0,153000.0,"413,100",314298.4900150315,CHUYEN_KHOAN,HOAN_TAT,0
T0039077,2025-07-23 06:10:07,C05866,Hà Nội,Cửa hàng,Mỹ phẩm,1.0,501000.0,"475,950",323002.5452165662,THE,HOAN_TAT,0
T0030310,2025-06-07 17:46:20,C01060,TP HCM,Online,Điện tử,1.0,1060000.0,"1,060,000",641717.6756344803,TIEN_MAT,HOAN_TAT,0
T0042253,2025-08-09 03:18:50,C00506,TP HCM,Online,Mỹ phẩm,4.0,533000.0,"2,132,000",1557709.584001843,CHUYEN_KHOAN,HOAN_TAT,0
T0000553,2025-01-04 03:44:11,C00251,TP HCM,Online,Mỹ phẩm,1.0,472000.0,"401,200",300670.4469573751,TIEN_MAT,HOAN_TAT,0
T0046780,2025-09-01 13:46:39,C01030,TP HCM,Online,Thực phẩm,2.0,181000.0,"362,000",237645.7075998495,TIEN_MAT,HOAN_TAT,0
T0059730,2025-11-07 22:24:04,C00214,TP HCM,Cửa hàng,Mỹ phẩm,1.0,487000.0,"487,000",392440.5919985292,VI_DIEN_TU,HOAN_TAT,0
T0045254,2025-08-24 18:04:03,C01527,TP HCM,Cửa hàng,Thực phẩm,1.0,173000.0,"173,000",137669.59102996558,VI_DIEN_TU,HOAN_TAT,0
T0047709,2025-09-06 07:19:22,C00709,Hà Nội,Cửa hàng,Mỹ phẩm,1.0,446000.0,"446,000",348511.2544164552,VI_DIEN_TU,HOAN_TRA,0
T0031244,2025-06-12 13:14:44,C05247,Hải Phòng,Cửa hàng,Thời trang,1.0,681000.0,"681,000",421896.96945019375,VI_DIEN_TU,HOAN_TAT,0
T0043884,2025-08-17 15:48:23,C01898,Hà Nội,Cửa hàng,Sách,3.0,163000.0,"489,000",325289.5539415237,CHUYEN_KHOAN,HOAN_TAT,0
T0001713,2025-01-10 05:54:37,C06790,Hà Nội,Cửa hàng,Sách,1.0,145000.0,"145,000",89962.79211983526,VI_DIEN_TU,HOAN_TAT,0
T0038172,2025-07-18 11:46:59,C00943,Hà Nội,Cửa hàng,Gia dụng,3.0,929000.0,"2,787,000",2015164.372126773,VI_DIEN_TU,HOAN_TAT,0
T0050215,2025-09-19 06:10:09,C04422,Hà Nội,Cửa hàng,Thực phẩm,2.0,190000.0,"380,000",290409.0886170746,THE,HOAN_TAT,0
T0009616,2025-02-19 23:50:08,C00134,TP HCM,Online,Gia dụng,1.0,959000.0,"959,000",652565.3954665905,THE,HOAN_TAT,0
T0022364,2025-04-27 02:43:57,C01101,TP HCM,Online,Thực phẩm,5.0,197000.0,"837,250",656036.4157895661,THE,HOAN_TAT,0
T0012028,2025-03-04 14:14:43,C05495,Cần Thơ,Online,Điện tử,2.0,958000.0,"1,916,000",1491667.689566506,CHUYEN_KHOAN,HOAN_TAT,0
T0042308,2025-08-09 10:15:23,C00518,Hải Phòng,Cửa hàng,Thực phẩm,1.0,166000.0,"166,000",134073.55303609712,THE,HOAN_TAT,0
T0053432,2025-10-06 01:58:28,C00762,Đà Nẵng,Cửa hàng,Gia dụng,1.0,872000.0,"872,000",556285.0803928305,THE,HOAN_TAT,0
T0013152,2025-03-10 06:43:22,C07188,TP HCM,Cửa hàng,Điện tử,1.0,1021000.0,"1,021,000",853004.5928405765,CHUYEN_KHOAN,HOAN_TAT,0
T0027558,2025-05-23 23:41:46,C00025,Đà Nẵng,Cửa hàng,Thời trang,1.0,649000.0,"649,000",413818.6621694528,THE,HOAN_TAT,0
T0039467,2025-07-25 06:15:12,C00019,TP HCM,Cửa hàng,Thời trang,1.0,736000.0,"736,000",560878.205765429,VI_DIEN_TU,HOAN_TAT,0
T0033327,2025-06-23 10:09:51,C02305,Hà Nội,Cửa hàng,THỰC PHẨM,2.0,190000.0,"380,000",299442.35143363144,THE,HOAN_TAT,0
T0041897,2025-08-07 05:17:01,C04160,TP HCM,Online,Thời trang,1.0,798000.0,"758,100",567066.2768965614,TIEN_MAT,HOAN_TAT,0
T0028384,2025-05-28 09:53:11,C07955,Hải Phòng,Cửa hàng,Mỹ phẩm,1.0,466000.0,"396,100",325481.1126357907,THE,HOAN_TAT,0
T0039679,2025-07-26 08:40:46,C01819,TP HCM,Cửa hàng,Gia dụng,4.0,851000.0,,2162778.1420527305,THE,HOAN_TAT,0
T0046048,2025-08-28 20:21:54,C00102,Cần Thơ,Cửa hàng,Điện tử,2.0,1023000.0,"2,046,000",1731578.6291122963,THE,HOAN_TAT,0
T0011850,2025-03-03 16:03:26,C06030,TP HCM,Cửa hàng,Sách,1.0,150000.0,"135,000",104135.17657373231,TIEN_MAT,HOAN_TAT,0
T0015968,2025-03-24 22:17:49,C05457,TP HCM,Online,Thực phẩm,1.0,172000.0,"146,200",118761.95683814624,VI_DIEN_TU,HOAN_TAT,0
T0027704,2025-05-24 17:41:49,C00762,Cần Thơ,Cửa hàng,Sách,1.0,148000.0,"148,000",120539.47587079466,TIEN_MAT,HOAN_TAT,0
T0007519,2025-02-09 04:19:36,C00030,Cần Thơ,Online,Thời trang,1.0,679000.0,"679,000",539599.3067365084,VI_DIEN_TU,HOAN_TAT,0
T0000541,2025-01-04 02:20:06,C00650,Cần Thơ,Online,  Thời trang ,2.0,833000.0,"1,499,400",1146899.9249964743,THE,HOAN_TAT,0
T0002939,2025-01-16 14:09:37,C02876,TP HCM,Online,Thời trang,1.0,637000.0,"541,450",417554.3743304873,THE,HOAN_TAT,0
T0034509,2025-06-29 16:29:10,C04355,Đà Nẵng,Cửa hàng,Gia dụng,1.0,908000.0,"908,000",595039.7068989647,CHUYEN_KHOAN,HOAN_TAT,0
T0043325,2025-08-14 17:20:10,C01724,Hải Phòng,Cửa hàng,Gia dụng,1.0,856000.0,"813,200",579132.9199721515,THE,HOAN_TAT,0
T0055752,2025-10-18 05:52:23,C02522,Hà Nội,Cửa hàng,Sách,1.0,148000.0,"133,200",88449.99905964696,TIEN_MAT,HOAN_TAT,0
T0034349,2025-06-28 21:02:25,C05849,Hà Nội,Cửa hàng,  Sách ,1.0,136000.0,"136,000",93798.08795780575,VI_DIEN_TU,HOAN_TAT,0
T0035026,2025-07-02 09:02:53,C04922,Hà Nội,Cửa hàng,Điện tử,1.0,1227000.0,"1,227,000",824143.5155355571,VI_DIEN_TU,HOAN_TAT,0
T0038731,2025-07-21 09:54:06,C03176,TP HCM,Cửa hàng,Thực phẩm,2.0,161000.0,"322,000",195076.6179383388,CHUYEN_KHOAN,HOAN_TAT,0
T0033898,2025-06-26 12:17:51,C00344,Hà Nội,Online,Mỹ phẩm,1.0,545000.0,"545,000",438758.5780025436,VI_DIEN_TU,HOAN_TAT,0
T0038120,2025-07-18 04:48:22,C02235,TP HCM,Cửa hàng,Gia dụng,1.0,960000.0,"960,000",645045.3490575762,VI_DIEN_TU,HOAN_TAT,0
T0037343,2025-07-14 05:56:21,C05004,TP HCM,Cửa hàng,Thực phẩm,5.0,191000.0,"955,000",593303.2769220466,VI_DIEN_TU,HOAN_TAT,0
T0054889,2025-10-13 16:16:46,C05575,Hà Nội,Online,Gia dụng,1.0,773000.0,"695,700",429334.335761871,THE,HOAN_TRA,0
T0053174,2025-10-04 16:58:30,C00051,Hà Nội,Cửa hàng,Thực phẩm,4.0,168000.0,"604,800",473636.55947953137,THE,HOAN_TAT,0
T0015248,2025-03-21 03:30:43,C00642,Hải Phòng,Online,THỰC PHẨM,1.0,156000.0,"156,000",114724.07519394756,THE,HOAN_TAT,0
T0017604,2025-04-02 10:10:29,C02703,TP HCM,Online,Thực phẩm,1.0,185000.0,"166,500",138877.45200533295,TIEN_MAT,HOAN_TAT,0
T0059726,2025-11-07 21:52:34,C04532,TP HCM,Cửa hàng,Gia dụng,4.0,817000.0,"3,268,000",2023228.3992457134,TIEN_MAT,HOAN_TAT,0
T0044943,2025-08-23 02:10:59,C00028,Đà Nẵng,Cửa hàng,Thực phẩm,1.0,186000.0,"176,700",112721.31116659101,VI_DIEN_TU,HOAN_TAT,0
T0037143,2025-07-13 06:24:30,C01448,Cần Thơ,Online,Gia dụng,2.0,843000.0,"1,686,000",1374479.0179281791,CHUYEN_KHOAN,HOAN_TAT,0
T0003526,2025-01-19 16:12:27,C06146,TP HCM,Cửa hàng,Gia dụng,2.0,924000.0,"1,848,000",1156592.1112110398,CHUYEN_KHOAN,HOAN_TAT,0
T0039475,2025-07-25 07:33:21,C00298,TP HCM,Online,Thực phẩm,3.0,199000.0,"567,150",416463.2476460013,THE,HOAN_TAT,0
T0055450,2025-10-16 15:02:17,C04533,Hải Phòng,Cửa hàng,Thực phẩm,2.0,166000.0,"332,000",275008.8219252474,TIEN_MAT,HOAN_TAT,0
T0030592,2025-06-09 04:44:09,C02131,Cần Thơ,Cửa hàng,Thực phẩm,1.0,156000.0,"156,000",94197.46000723961,THE,HOAN_TAT,0
T0031604,2025-06-14 09:20:53,C00219,Đà Nẵng,Cửa hàng,Thực phẩm,1.0,162000.0,"153,900",98955.49182947278,,HOAN_TAT,0
T0018262,2025-04-05 20:39:50,C06423,TP HCM,Online,Thời trang,1.0,667000.0,"667,000",,THE,HOAN_TAT,0
T0012703,2025-03-08 00:22:00,C06907,TP HCM,Online,Thời trang,1.0,795000.0,"795,000",660284.7747180214,TIEN_MAT,HOAN_TAT,0
T0024437,2025-05-07 20:52:50,C00053,TP HCM,Cửa hàng,Mỹ phẩm,1.0,528000.0,"528,000",334809.92125354236,THE,HOAN_TAT,0
T0041909,2025-08-07 06:51:57,C00008,Hải Phòng,Cửa hàng,Thời trang,2.0,735000.0,"1,470,000",1073084.7490625659,CHUYEN_KHOAN,HOAN_TAT,0
T0016242,2025-03-26 08:52:14,C00170,Hà Nội,Online,Gia dụng,1.0,929000.0,"882,550",604861.7538244515,TIEN_MAT,HOAN_TAT,0
T0049291,2025-09-14 12:17:27,C04572,Hà Nội,Online,Sách,2.0,164000.0,"328,000",227590.56936678357,VI_DIEN_TU,HOAN_TAT,0
T0008742,2025-02-15 11:13:25,C01242,Hà Nội,Cửa hàng,Thực phẩm,1.0,179000.0,"161,100",99972.39763703807,CHUYEN_KHOAN,HOAN_TAT,0
T0000827,2025-01-05 15:27:32,C00175,Đà Nẵng,Cửa hàng,Thực phẩm,3.0,182000.0,"491,400",407041.4051253488,VI_DIEN_TU,HOAN_TAT,0
T0002093,2025-01-12 04:39:55,C02810,TP HCM,Cửa hàng,Mỹ phẩm,1.0,503000.0,"503,000",315018.36210254364,,HOAN_TAT,0
T0035196,2025-07-03 05:59:32,C07863,TP HCM,Online,THỰC PHẨM,2.0,194000.0,"388,000",299302.4845179548,THE,HOAN_TAT,0
T0042943,2025-08-12 17:55:31,C06877,Cần Thơ,Cửa hàng,Thực phẩm,1.0,205000.0,"205,000",157975.79941721595,TIEN_MAT,HOAN_TAT,0
T0053292,2025-10-05 08:26:31,C06186,Cần Thơ,Online,Điện tử,1.0,1196000.0,"1,196,000",905647.1696560085,VI_DIEN_TU,HOAN_TAT,0
T0018719,2025-04-08 04:10:55,C07192,Cần Thơ,Online,Gia dụng,1.0,963000.0,"963,000",799718.9898897734,TIEN_MAT,HOAN_TAT,0
T0006555,2025-02-04 04:03:21,C00252,Hải Phòng,Online,Thực phẩm,3.0,165000.0,"495,000",365035.65303020214,VI_DIEN_TU,HOAN_TAT,0
T0039136,2025-07-23 12:36:35,C04751,Cần Thơ,Cửa hàng,Điện tử,1.0,990000.0,"990,000",749354.5946582304,VI_DIEN_TU,HOAN_TAT,0
T0042073,2025-08-08 04:09:26,C03690,Hải Phòng,Cửa hàng,Gia dụng,4.0,912000.0,"3,283,200",2571619.9176139045,THE,HOAN_TAT,0
T0020913,2025-04-19 09:46:01,C04354,Hà Nội,Online,Thực phẩm,5.0,165000.0,"783,750",537586.6257295944,THE,HOAN_TAT,0
T0020286,2025-04-16 04:03:35,C00379,Hà Nội,Cửa hàng,Sách,2.0,143000.0,"286,000",189942.40309795048,TIEN_MAT,HOAN_TAT,0
T0007585,2025-02-09 12:36:17,C01017,Đà Nẵng,Cửa hàng,Thực phẩm,4.0,182000.0,"655,200",439316.14860897406,THE,HOAN_TAT,0
T0010594,2025-02-25 02:38:23,C00346,TP HCM,Cửa hàng,Sách,1.0,152000.0,"152,000",124964.69937395598,TIEN_MAT,HOAN_TAT,0
