transaction_id,ts,store_id,city,category,product,quantity,unit_price,payment_method,customer_id
T0060708,2025-02-19 20:50:10,S06,TP HCM,Mỹ phẩm,Kem chống nắng,4,378000,TIEN_MAT,C11859
T0060709,2025-02-19 20:50:36,S04,Đà Nẵng,Sách,Từ điển,1,334000,CHUYEN_KHOAN,C22048
T0060710,2025-02-19 20:51:23,S03,Hải Phòng,Sách,Sách kỹ năng,2,132000,THE,C06562
T0060711,2025-02-19 20:51:59,S02,Hà Nội,Thời trang,Quần jeans,2,685000,VI_DIEN_TU,C11009
T0060712,2025-02-19 20:53:21,S07,TP HCM,Sách,Sách kỹ năng,1,129000,THE,C23862
T0060713,2025-02-19 20:54:36,S08,TP HCM,Mỹ phẩm,Nước hoa mini,1,706000,VI_DIEN_TU,C19114
T0060714,2025-02-19 20:56:28,S01,Hà Nội,Thực phẩm,Gạo ST25 5kg,2,184000,TIEN_MAT,C15342
T0060715,2025-02-19 20:58:23,S06,TP HCM,Mỹ phẩm,Son môi,1,297000,THE,C03074
T0060716,2025-02-19 20:59:34,S07,TP HCM,Điện tử,Tai nghe không dây,2,893000,THE,C14224
T0060717,2025-02-19 21:01:08,S06,TP HCM,Thời trang,Túi xách,1,1457000,TIEN_MAT,C11255
T0060718,2025-02-19 21:02:48,S04,Đà Nẵng,Điện tử,Sạc dự phòng,2,557000,VI_DIEN_TU,C06334
T0060719,2025-02-19 21:03:31,S06,TP HCM,Thực phẩm,Dầu ăn 1L,4,60000,TIEN_MAT,C17634
T0060720,2025-02-19 21:05:21,S06,TP HCM,Sách,Từ điển,2,320000,TIEN_MAT,C15307
T0060721,2025-02-19 21:07:10,S04,Đà Nẵng,Mỹ phẩm,Nước hoa mini,3,688000,TIEN_MAT,C19234
T0060722,2025-02-19 21:08:37,S09,Cần Thơ,Thời trang,Áo khoác gió,1,855000,CHUYEN_KHOAN,C16935
T0060723,2025-02-19 21:10:34,S07,TP HCM,Thời trang,Túi xách,1,1563000,TIEN_MAT,C15079
T0060724,2025-02-19 21:11:49,S06,TP HCM,Thực phẩm,Cà phê rang xay,2,151000,TIEN_MAT,C12767
T0060725,2025-02-19 21:13:18,S10,Bình Dương,Thực phẩm,Dầu ăn 1L,1,61000,VI_DIEN_TU,C08433
T0060726,2025-02-19 21:13:59,S06,TP HCM,Điện tử,Ổ cứng SSD 512GB,1,1202000,THE,C20187
T0060727,2025-02-19 21:16:01,S01,Hà Nội,Thực phẩm,Sữa tươi thùng,1,334000,TIEN_MAT,C07326
T0060728,2025-02-19 21:17:18,S07,TP HCM,Mỹ phẩm,Nước hoa mini,1,673000,CHUYEN_KHOAN,C19251
T0060729,2025-02-19 21:18:07,S06,TP HCM,Thực phẩm,Mì gói thùng,1,132000,THE,C19150
T0060730,2025-02-19 21:19:44,S08,TP HCM,Thực phẩm,Sữa tươi thùng,2,347000,VI_DIEN_TU,C03511
T0060731,2025-02-19 21:20:49,S08,TP HCM,Thực phẩm,Dầu ăn 1L,1,63000,TIEN_MAT,C10994
T0060732,2025-02-19 21:22:54,S06,TP HCM,Điện tử,Sạc dự phòng,3,528000,TIEN_MAT,C24969
T0060733,2025-02-19 21:24:33,S02,Hà Nội,Thực phẩm,Sữa tươi thùng,1,366000,THE,C24422
T0060734,2025-02-19 21:26:29,S06,TP HCM,Điện tử,Sạc dự phòng,1,540000,TIEN_MAT,C22774
T0060735,2025-02-19 21:27:59,S09,Cần Thơ,Gia dụng,Máy xay sinh tố,1,790000,TIEN_MAT,C15069
T0060736,2025-02-19 21:29:10,S09,Cần Thơ,Sách,Sách thiếu nhi,3,79000,CHUYEN_KHOAN,C20544
T0060737,2025-02-19 21:30:35,S01,Hà Nội,Mỹ phẩm,Sữa rửa mặt,1,229000,CHUYEN_KHOAN,C05546
T0060738,2025-02-19 21:30:44,S05,Huế,Gia dụng,Máy xay sinh tố,4,790000,VI_DIEN_TU,C09377
T0060739,2025-02-19 21:30:50,S08,TP HCM,Mỹ phẩm,Nước hoa mini,2,660000,THE,C16324
T0060740,2025-02-19 21:32:24,S06,TP HCM,Sách,Truyện tranh,5,43000,TIEN_MAT,C10167
T0060741,2025-02-19 21:34:42,S02,Hà Nội,Thời trang,Giày thể thao,1,1309000,THE,C01145
T0060742,2025-02-19 21:35:48,S01,Hà Nội,Điện tử,Bàn phím cơ,1,1535000,THE,C21421
T0060743,2025-02-19 21:37:14,S01,Hà Nội,Mỹ phẩm,Sữa rửa mặt,4,234000,TIEN_MAT,C17292
T0060744,2025-02-19 21:39:23,S04,Đà Nẵng,Mỹ phẩm,Kem chống nắng,2,414000,CHUYEN_KHOAN,C08169
T0060745,2025-02-19 21:40:58,S06,TP HCM,Thời trang,Quần jeans,2,681000,TIEN_MAT,C21947
T0060746,2025-02-19 21:42:23,S03,Hải Phòng,Gia dụng,Nồi cơm điện,3,1152000,THE,C02998
T0060747,2025-02-19 21:44:30,S06,TP HCM,Gia dụng,Bộ dao nhà bếp,4,447000,TIEN_MAT,C22161
T0060748,2025-02-19 21:46:14,S04,Đà Nẵng,Thực phẩm,Sữa tươi thùng,1,332000,VI_DIEN_TU,C12160
T0060749,2025-02-19 21:47:16,S08,TP HCM,Sách,Sách kỹ năng,2,121000,TIEN_MAT,C18049
T0060750,2025-02-19 21:48:15,S04,Đà Nẵng,Sách,Giáo trình đại học,2,199000,THE,C19298
T0060751,2025-02-19 21:48:52,S03,Hải Phòng,Sách,Từ điển,2,321000,THE,C04647
T0060752,2025-02-19 21:50:44,S06,TP HCM,Gia dụng,Bộ dao nhà bếp,1,446000,CHUYEN_KHOAN,C01540
T0060753,2025-02-19 21:51:24,S09,Cần Thơ,Gia dụng,Nồi cơm điện,1,1131000,TIEN_MAT,C12193
T0060754,2025-02-19 21:51:42,S07,TP HCM,Gia dụng,Máy xay sinh tố,1,753000,VI_DIEN_TU,C13006
T0060755,2025-02-19 21:52:58,S06,TP HCM,Thực phẩm,Cà phê rang xay,2,165000,CHUYEN_KHOAN,C03958
T0060756,2025-02-19 21:53:00,S05,Huế,Gia dụng,Bộ dao nhà bếp,2,474000,VI_DIEN_TU,C08173
T0060757,2025-02-19 21:54:55,S04,Đà Nẵng,Điện tử,Ổ cứng SSD 512GB,2,1370000,TIEN_MAT,C12124
T0060758,2025-02-19 21:55:01,S07,TP HCM,Sách,Sách thiếu nhi,1,76000,CHUYEN_KHOAN,C07636
T0060759,2025-02-19 21:55:39,S03,Hải Phòng,Sách,Từ điển,4,318000,TIEN_MAT,C21984
T0060760,2025-02-19 21:56:41,S02,Hà Nội,Thực phẩm,Gạo ST25 5kg,1,183000,TIEN_MAT,C02098
T0060761,2025-02-19 21:58:34,S09,Cần Thơ,Điện tử,Ổ cứng SSD 512GB,1,1374000,TIEN_MAT,C24770
T0060762,2025-02-19 21:59:54,S09,Cần Thơ,Thực phẩm,Cà phê rang xay,1,146000,VI_DIEN_TU,C19210
T0060763,2025-02-19 22:00:48,S08,TP HCM,Thực phẩm,Mì gói thùng,1,131000,THE,C05974
T0060764,2025-02-19 22:02:11,S09,Cần Thơ,Thực phẩm,Mì gói thùng,3,119000,THE,C17560
T0060765,2025-02-19 22:02:45,S07,TP HCM,Gia dụng,Quạt điều hòa,1,2257000,TIEN_MAT,C10620
T0060766,2025-02-19 22:04:51,S04,Đà Nẵng,Điện tử,Bàn phím cơ,2,1353000,TIEN_MAT,C05028
T0060767,2025-02-19 22:05:43,S06,TP HCM,Sách,Giáo trình đại học,1,207000,TIEN_MAT,C21494
T0060768,2025-02-19 22:07:02,S06,TP HCM,Điện tử,Ổ cứng SSD 512GB,2,1274000,TIEN_MAT,C19434
T0060769,2025-02-19 22:08:46,S08,TP HCM,Sách,Giáo trình đại học,1,225000,VI_DIEN_TU,C19111
T0060770,2025-02-19 22:09:54,S02,Hà Nội,Sách,Từ điển,1,327000,THE,C13695
T0060771,2025-02-19 22:10:19,S10,Bình Dương,Điện tử,Tai nghe không dây,1,843000,THE,C04658
T0060772,2025-02-19 22:10:26,S08,TP HCM,Sách,Giáo trình đại học,1,225000,TIEN_MAT,C17873
T0060773,2025-02-19 22:10:27,S01,Hà Nội,Mỹ phẩm,Sữa rửa mặt,2,232000,THE,C11811
T0060774,2025-02-19 22:12:32,S06,TP HCM,Điện tử,Tai nghe không dây,2,885000,THE,C05908
T0060775,2025-02-19 22:13:30,S04,Đà Nẵng,Gia dụng,Quạt điều hòa,1,2300000,CHUYEN_KHOAN,C18017
T0060776,2025-02-19 22:15:48,S09,Cần Thơ,Sách,Giáo trình đại học,3,222000,THE,C20282
T0060777,2025-02-19 22:16:28,S04,Đà Nẵng,Thời trang,Áo sơ mi,2,393000,CHUYEN_KHOAN,C21695
T0060778,2025-02-19 22:16:39,S04,Đà Nẵng,Điện tử,Chuột quang,2,316000,THE,C03068
T0060779,2025-02-19 22:17:22,S02,Hà Nội,Điện tử,Tai nghe không dây,1,844000,VI_DIEN_TU,C08661
T0060780,2025-02-19 22:17:27,S07,TP HCM,Điện tử,Bàn phím cơ,1,1494000,VI_DIEN_TU,C09029
T0060781,2025-02-19 22:18:32,S06,TP HCM,Thực phẩm,Gạo ST25 5kg,2,180000,THE,C06461
T0060782,2025-02-19 22:18:54,S06,TP HCM,Thời trang,Túi xách,2,1477000,TIEN_MAT,C23784
T0060783,2025-02-19 22:19:11,S08,TP HCM,Sách,Truyện tranh,1,42000,TIEN_MAT,C04312
T0060784,2025-02-19 22:20:11,S02,Hà Nội,Thực phẩm,Sữa tươi thùng,1,354000,THE,C05353
T0060785,2025-02-19 22:22:02,S08,TP HCM,Thời trang,Giày thể thao,1,1287000,THE,C16046
T0060786,2025-02-19 22:23:43,S06,TP HCM,Điện tử,Ổ cứng SSD 512GB,1,1315000,THE,C20669
T0060787,2025-02-19 22:25:24,S02,Hà Nội,Sách,Từ điển,2,320000,CHUYEN_KHOAN,C09773
T0060788,2025-02-19 22:27:00,S08,TP HCM,Điện tử,Chuột quang,2,311000,THE,C16901
T0060789,2025-02-19 22:29:12,S07,TP HCM,Điện tử,Chuột quang,5,320000,VI_DIEN_TU,C07899
T0060790,2025-02-19 22:31:15,S05,Huế,Mỹ phẩm,Son môi,1,304000,THE,C23003
T0060791,2025-02-19 22:32:21,S09,Cần Thơ,Thực phẩm,Dầu ăn 1L,1,63000,VI_DIEN_TU,C02666
T0060792,2025-02-19 22:33:57,S07,TP HCM,Thời trang,Túi xách,1,1605000,TIEN_MAT,C22440
T0060793,2025-02-19 22:35:13,S08,TP HCM,Mỹ phẩm,Son môi,1,319000,THE,C08430
T0060794,2025-02-19 22:36:09,S06,TP HCM,Điện tử,Sạc dự phòng,1,517000,CHUYEN_KHOAN,C15353
T0060795,2025-02-19 22:38:11,S08,TP HCM,Thực phẩm,Cà phê rang xay,3,164000,TIEN_MAT,C12648
T0060796,2025-02-19 22:40:24,S05,Huế,Thực phẩm,Gạo ST25 5kg,1,175000,CHUYEN_KHOAN,C15235
T0060797,2025-02-19 22:40:57,S07,TP HCM,Điện tử,Tai nghe không dây,1,848000,CHUYEN_KHOAN,C23322
T0060798,2025-02-19 22:41:13,S08,TP HCM,Thời trang,Áo khoác gió,1,902000,THE,C03366
T0060799,2025-02-19 22:42:23,S04,Đà Nẵng,Thực phẩm,Sữa tươi thùng,1,360000,THE,C04222
T0060800,2025-02-19 22:43:06,S03,Hải Phòng,Mỹ phẩm,Son môi,1,337000,VI_DIEN_TU,C24669
T0060801,2025-02-19 22:44:54,S06,TP HCM,Thời trang,Túi xách,1,1492000,TIEN_MAT,C05326
T0060802,2025-02-19 22:45:36,S01,Hà Nội,Thời trang,Áo sơ mi,1,428000,VI_DIEN_TU,C24035
T0060803,2025-02-19 22:45:49,S03,Hải Phòng,Điện tử,Chuột quang,1,306000,VI_DIEN_TU,C14845
T0060804,2025-02-19 22:46:05,S08,TP HCM,Mỹ phẩm,Nước hoa mini,4,689000,VI_DIEN_TU,C24359
T0060805,2025-02-19 22:48:09,S09,Cần Thơ,Thực phẩm,Cà phê rang xay,2,160000,VI_DIEN_TU,C15265
T0060806,2025-02-19 22:48:29,S09,Cần Thơ,Điện tử,Chuột quang,1,340000,VI_DIEN_TU,C17721
T0060807,2025-02-19 22:50:17,S01,Hà Nội,Gia dụng,Quạt điều hòa,1,2276000,TIEN_MAT,C11177
T0060808,2025-02-19 22:52:29,S07,TP HCM,Thực phẩm,Dầu ăn 1L,2,60000,THE,C17148
T0060809,2025-02-19 22:54:31,S06,TP HCM,Gia dụng,Ấm siêu tốc,1,415000,THE,C01280
T0060810,2025-02-19 22:56:49,S05,Huế,Thực phẩm,Sữa tươi thùng,1,314000,VI_DIEN_TU,C00499
T0060811,2025-02-19 22:58:02,S06,TP HCM,Điện tử,Chuột quang,1,309000,VI_DIEN_TU,C20394
T0060812,2025-02-19 22:58:40,S07,TP HCM,Thực phẩm,Sữa tươi thùng,1,359000,TIEN_MAT,C13357
T0060813,2025-02-19 22:59:40,S04,Đà Nẵng,Điện tử,Sạc dự phòng,1,554000,VI_DIEN_TU,C23268
T0060814,2025-02-19 23:01:07,S04,Đà Nẵng,Thực phẩm,Cà phê rang xay,1,154000,THE,C05132
T0060815,2025-02-19 23:01:08,S02,Hà Nội,Mỹ phẩm,Nước hoa mini,1,718000,TIEN_MAT,C14715
T0060816,2025-02-19 23:03:26,S01,Hà Nội,Thực phẩm,Mì gói thùng,1,119000,VI_DIEN_TU,C23350
T0060817,2025-02-19 23:05:05,S03,Hải Phòng,Thực phẩm,Cà phê rang xay,2,156000,VI_DIEN_TU,C06466
T0060818,2025-02-19 23:06:14,S01,Hà Nội,Điện tử,Ổ cứng SSD 512GB,2,1384000,TIEN_MAT,C12308
T0060819,2025-02-19 23:06:46,S06,TP HCM,Gia dụng,Máy xay sinh tố,4,776000,TIEN_MAT,C00013
T0060820,2025-02-19 23:08:07,S10,Bình Dương,Mỹ phẩm,Nước hoa mini,3,731000,TIEN_MAT,C01207
T0060821,2025-02-19 23:08:15,S06,TP HCM,Thực phẩm,Sữa tươi thùng,2,319000,VI_DIEN_TU,C00639
T0060822,2025-02-19 23:09:30,S01,Hà Nội,Thực phẩm,Cà phê rang xay,1,157000,VI_DIEN_TU,C05293
T0060823,2025-02-19 23:10:50,S08,TP HCM,Thời trang,Giày thể thao,4,1228000,THE,C11963
T0060824,2025-02-19 23:12:30,S08,TP HCM,Thực phẩm,Cà phê rang xay,1,160000,TIEN_MAT,C12721
T0060825,2025-02-19 23:14:24,S10,Bình Dương,Thực phẩm,Sữa tươi thùng,1,342000,TIEN_MAT,C06541
T0060826,2025-02-19 23:16:00,S06,TP HCM,Thực phẩm,Mì gói thùng,4,131000,THE,C04228
T0060827,2025-02-19 23:18:07,S01,Hà Nội,Gia dụng,Máy xay sinh tố,1,736000,TIEN_MAT,C16634
T0060828,2025-02-19 23:18:11,S06,TP HCM,Gia dụng,Nồi cơm điện,1,1106000,TIEN_MAT,C16681
T0060829,2025-02-19 23:19:58,S07,TP HCM,Sách,Giáo trình đại học,2,222000,CHUYEN_KHOAN,C11482
T0060830,2025-02-19 23:20:46,S02,Hà Nội,Điện tử,Tai nghe không dây,3,904000,THE,C17058
T0060831,2025-02-19 23:20:51,S06,TP HCM,Điện tử,Tai nghe không dây,4,846000,THE,C17259
T0060832,2025-02-19 23:21:25,S02,Hà Nội,Thực phẩm,Dầu ăn 1L,2,57000,TIEN_MAT,C18294
T0060833,2025-02-19 23:22:19,S03,Hải Phòng,Sách,Truyện tranh,2,47000,VI_DIEN_TU,C09811
T0060834,2025-02-19 23:24:16,S01,Hà Nội,Thời trang,Túi xách,2,1648000,THE,C09377
T0060835,2025-02-19 23:26:26,S04,Đà Nẵng,Thực phẩm,Gạo ST25 5kg,4,177000,VI_DIEN_TU,C14714
T0060836,2025-02-19 23:26:46,S06,TP HCM,Sách,Truyện tranh,1,46000,TIEN_MAT,C11751
T0060837,2025-02-19 23:27:37,S02,Hà Nội,Thực phẩm,Gạo ST25 5kg,3,191000,TIEN_MAT,C20357
T0060838,2025-02-19 23:28:30,S10,Bình Dương,Thực phẩm,Sữa tươi thùng,5,356000,VI_DIEN_TU,C06197
T0060839,2025-02-19 23:29:31,S04,Đà Nẵng,Thực phẩm,Mì gói thùng,1,122000,TIEN_MAT,C04103
T0060840,2025-02-19 23:29:55,S10,Bình Dương,Sách,Sách thiếu nhi,2,72000,TIEN_MAT,C13119
T0060841,2025-02-19 23:31:58,S09,Cần Thơ,Thực phẩm,Gạo ST25 5kg,1,191000,THE,C21550
T0060842,2025-02-19 23:33:34,S08,TP HCM,Thực phẩm,Sữa tươi thùng,1,353000,TIEN_MAT,C23214
T0060843,2025-02-19 23:35:44,S02,Hà Nội,Thời trang,Áo khoác gió,3,850000,TIEN_MAT,C13118
T0060844,2025-02-19 23:37:03,S05,Huế,Điện tử,Tai nghe không dây,1,918000,TIEN_MAT,C05017
T0060845,2025-02-19 23:38:40,S04,Đà Nẵng,Thực phẩm,Gạo ST25 5kg,1,194000,TIEN_MAT,C00319
T0060846,2025-02-19 23:40:47,S08,TP HCM,Gia dụng,Ấm siêu tốc,2,367000,THE,C05430
T0060847,2025-02-19 23:42:24,S08,TP HCM,Thực phẩm,Dầu ăn 1L,1,57000,VI_DIEN_TU,C12298
T0060848,2025-02-19 23:43:54,S08,TP HCM,Điện tử,Sạc dự phòng,1,507000,THE,C11146
T0060849,2025-02-19 23:45:09,S10,Bình Dương,Gia dụng,Ấm siêu tốc,1,371000,THE,C11575
T0060850,2025-02-19 23:46:29,S01,Hà Nội,Điện tử,Chuột quang,1,307000,CHUYEN_KHOAN,C06073
T0060851,2025-02-19 23:47:46,S06,TP HCM,Điện tử,Ổ cứng SSD 512GB,1,1276000,CHUYEN_KHOAN,C12342
T0060852,2025-02-19 23:49:06,S02,Hà Nội,Thực phẩm,Mì gói thùng,1,126000,VI_DIEN_TU,C00141
T0060853,2025-02-19 23:50:27,S07,TP HCM,Điện tử,Ổ cứng SSD 512GB,1,1339000,THE,C07623
T0060854,2025-02-19 23:51:15,S01,Hà Nội,Thời trang,Quần jeans,1,636000,VI_DIEN_TU,C10574
T0060855,2025-02-19 23:51:37,S06,TP HCM,Thời trang,Giày thể thao,1,1300000,TIEN_MAT,C02321
T0060856,2025-02-19 23:53:52,S06,TP HCM,Thực phẩm,Cà phê rang xay,1,160000,CHUYEN_KHOAN,C24623
T0060857,2025-02-19 23:55:25,S01,Hà Nội,Thực phẩm,Gạo ST25 5kg,1,170000,VI_DIEN_TU,C11745
T0060858,2025-02-19 23:56:19,S06,TP HCM,Sách,Sách thiếu nhi,4,72000,VI_DIEN_TU,C03038
T0060859,2025-02-19 23:58:21,S04,Đà Nẵng,Sách,Truyện tranh,1,41000,TIEN_MAT,C22658
T0060860,2025-02-19 23:58:24,S06,TP HCM,Thời trang,Áo sơ mi,1,418000,THE,C05449
T0060861,2025-02-19 23:58:27,S06,TP HCM,Thời trang,Quần jeans,1,710000,THE,C02564
T0060862,2025-02-19 23:59:14,S06,TP HCM,Thời trang,Áo sơ mi,2,407000,CHUYEN_KHOAN,C09642
T0060863,2025-02-20 00:01:15,S04,Đà Nẵng,Gia dụng,Ấm siêu tốc,2,396000,VI_DIEN_TU,C18153
T0060864,2025-02-20 00:01:16,S07,TP HCM,Thực phẩm,Dầu ăn 1L,3,58000,TIEN_MAT,C17086
T0060865,2025-02-20 00:01:25,S06,TP HCM,Điện tử,Ổ cứng SSD 512GB,3,1284000,TIEN_MAT,C18229
T0060866,2025-02-20 00:03:39,S06,TP HCM,Thực phẩm,Dầu ăn 1L,2,63000,CHUYEN_KHOAN,C01376
T0060867,2025-02-20 00:03:58,S08,TP HCM,Điện tử,Chuột quang,4,328000,VI_DIEN_TU,C02572
T0060868,2025-02-20 00:05:56,S06,TP HCM,Thực phẩm,Cà phê rang xay,1,163000,CHUYEN_KHOAN,C01329
T0060869,2025-02-20 00:06:11,S10,Bình Dương,Mỹ phẩm,Kem chống nắng,1,368000,TIEN_MAT,C08903
T0060870,2025-02-20 00:07:45,S03,Hải Phòng,Thời trang,Giày thể thao,1,1162000,TIEN_MAT,C18956
T0060871,2025-02-20 00:08:01,S10,Bình Dương,Gia dụng,Máy xay sinh tố,3,713000,THE,C18633
T0060872,2025-02-20 00:09:23,S01,Hà Nội,Sách,Từ điển,1,315000,TIEN_MAT,C05074
T0060873,2025-02-20 00:10:58,S09,Cần Thơ,Thực phẩm,Gạo ST25 5kg,1,182000,TIEN_MAT,C09385
T0060874,2025-02-20 00:12:31,S01,Hà Nội,Gia dụng,Máy xay sinh tố,1,736000,CHUYEN_KHOAN,C16820
T0060875,2025-02-20 00:12:37,S02,Hà Nội,Mỹ phẩm,Son môi,2,314000,TIEN_MAT,C09113
T0060876,2025-02-20 00:14:40,S04,Đà Nẵng,Thời trang,Áo khoác gió,2,948000,THE,C21588
T0060877,2025-02-20 00:16:19,S06,TP HCM,Sách,Từ điển,1,340000,VI_DIEN_TU,C12652
T0060878,2025-02-20 00:17:39,S01,Hà Nội,Thời trang,Quần jeans,3,656000,VI_DIEN_TU,C01230
T0060879,2025-02-20 00:18:12,S07,TP HCM,Mỹ phẩm,Kem chống nắng,1,385000,TIEN_MAT,C13680
T0060880,2025-02-20 00:18:47,S01,Hà Nội,Thời trang,Áo khoác gió,1,888000,VI_DIEN_TU,C14939
T0060881,2025-02-20 00:18:48,S04,Đà Nẵng,Thực phẩm,Sữa tươi thùng,5,363000,CHUYEN_KHOAN,C24778
T0060882,2025-02-20 00:20:28,S07,TP HCM,Thực phẩm,Sữa tươi thùng,3,361000,TIEN_MAT,C19840
T0060883,2025-02-20 00:20:52,S07,TP HCM,Mỹ phẩm,Sữa rửa mặt,1,240000,CHUYEN_KHOAN,C15851
T0060884,2025-02-20 00:22:54,S04,Đà Nẵng,Gia dụng,Nồi cơm điện,2,1103000,THE,C19929
T0060885,2025-02-20 00:23:59,S10,Bình Dương,Thời trang,Giày thể thao,1,1225000,THE,C18017
T0060886,2025-02-20 00:24:32,S01,Hà Nội,Thực phẩm,Gạo ST25 5kg,4,196000,TIEN_MAT,C02427
T0060887,2025-02-20 00:24:57,S02,Hà Nội,Thời trang,Áo sơ mi,1,442000,VI_DIEN_TU,C14299
T0060888,2025-02-20 00:25:54,S03,Hải Phòng,Thực phẩm,Cà phê rang xay,1,162000,VI_DIEN_TU,C15326
T0060889,2025-02-20 00:27:43,S02,Hà Nội,Thực phẩm,Dầu ăn 1L,1,57000,THE,C23151
T0060890,2025-02-20 00:28:02,S02,Hà Nội,Thực phẩm,Cà phê rang xay,1,149000,TIEN_MAT,C20460
T0060891,2025-02-20 00:28:58,S04,Đà Nẵng,Sách,Từ điển,1,315000,THE,C17911
T0060892,2025-02-20 00:31:10,S08,TP HCM,Điện tử,Chuột quang,2,335000,THE,C04455
T0060893,2025-02-20 00:31:36,S01,Hà Nội,Thực phẩm,Gạo ST25 5kg,3,191000,THE,C10709
T0060894,2025-02-20 00:32:46,S03,Hải Phòng,Điện tử,Bàn phím cơ,3,1491000,TIEN_MAT,C18738
T0060895,2025-02-20 00:33:41,S06,TP HCM,Sách,Từ điển,1,304000,CHUYEN_KHOAN,C17526
T0060896,2025-02-20 00:34:04,S01,Hà Nội,Điện tử,Ổ cứng SSD 512GB,2,1308000,TIEN_MAT,C21385
T0060897,2025-02-20 00:34:30,S08,TP HCM,Điện tử,Bàn phím cơ,2,1511000,THE,C19119
T0060898,2025-02-20 00:35:24,S05,Huế,Gia dụng,Nồi cơm điện,2,1138000,THE,C08822
T0060899,2025-02-20 00:36:22,S08,TP HCM,Sách,Truyện tranh,2,48000,THE,C02787
T0060900,2025-02-20 00:36:38,S09,Cần Thơ,Thực phẩm,Cà phê rang xay,1,159000,TIEN_MAT,C11076
T0060901,2025-02-20 00:37:38,S04,Đà Nẵng,Thời trang,Quần jeans,2,632000,VI_DIEN_TU,C00265
T0060902,2025-02-20 00:38:50,S10,Bình Dương,Điện tử,Bàn phím cơ,2,1359000,VI_DIEN_TU,C00551
T0060903,2025-02-20 00:38:52,S06,TP HCM,Thực phẩm,Mì gói thùng,3,127000,THE,C12939
T0060904,2025-02-20 00:39:05,S04,Đà Nẵng,Sách,Truyện tranh,1,47000,VI_DIEN_TU,C13586
T0060905,2025-02-20 00:40:30,S01,Hà Nội,Sách,Từ điển,1,312000,TIEN_MAT,C18842
T0060906,2025-02-20 00:41:47,S03,Hải Phòng,Thực phẩm,Gạo ST25 5kg,1,170000,THE,C22613
T0060907,2025-02-20 00:42:45,S04,Đà Nẵng,Mỹ phẩm,Serum dưỡng da,3,833000,THE,C03190
T0060908,2025-02-20 00:44:52,S06,TP HCM,Mỹ phẩm,Sữa rửa mặt,1,239000,THE,C09005
T0060909,2025-02-20 00:45:10,S09,Cần Thơ,Gia dụng,Bộ dao nhà bếp,1,483000,TIEN_MAT,C24519
T0060910,2025-02-20 00:46:15,S07,TP HCM,Thực phẩm,Sữa tươi thùng,5,319000,VI_DIEN_TU,C15857
T0060911,2025-02-20 00:48:32,S08,TP HCM,Gia dụng,Ấm siêu tốc,1,372000,THE,C03985
T0060912,2025-02-20 00:49:56,S10,Bình Dương,Thời trang,Túi xách,3,1607000,VI_DIEN_TU,C11500
T0060913,2025-02-20 00:50:09,S04,Đà Nẵng,Thực phẩm,Sữa tươi thùng,1,337000,VI_DIEN_TU,C12710
T0060914,2025-02-20 00:51:35,S06,TP HCM,Thực phẩm,Mì gói thùng,1,136000,VI_DIEN_TU,C08002
T0060915,2025-02-20 00:51:57,S04,Đà Nẵng,Thời trang,Giày thể thao,4,1251000,CHUYEN_KHOAN,C02572
T0060916,2025-02-20 00:53:56,S07,TP HCM,Gia dụng,Máy xay sinh tố,2,772000,TIEN_MAT,C05776
T0060917,2025-02-20 00:55:44,S06,TP HCM,Thực phẩm,Gạo ST25 5kg,1,176000,VI_DIEN_TU,C10025
T0060918,2025-02-20 00:56:13,S01,Hà Nội,Gia dụng,Quạt điều hòa,1,2346000,TIEN_MAT,C04240
T0060919,2025-02-20 00:57:07,S06,TP HCM,Thực phẩm,Cà phê rang xay,1,144000,THE,C08631
T0060920,2025-02-20 00:58:09,S06,TP HCM,Gia dụng,Nồi cơm điện,1,1110000,THE,C10225
T0060921,2025-02-20 00:59:46,S01,Hà Nội,Mỹ phẩm,Kem chống nắng,2,401000,CHUYEN_KHOAN,C00966
T0060922,2025-02-20 00:59:50,S05,Huế,Gia dụng,Ấm siêu tốc,2,367000,TIEN_MAT,C16862
T0060923,2025-02-20 01:00:21,S06,TP HCM,Điện tử,Bàn phím cơ,4,1375000,CHUYEN_KHOAN,C21284
T0060924,2025-02-20 01:01:41,S10,Bình Dương,Thực phẩm,Gạo ST25 5kg,1,196000,THE,C20461
T0060925,2025-02-20 01:01:43,S09,Cần Thơ,Điện tử,Tai nghe không dây,1,889000,VI_DIEN_TU,C17658
T0060926,2025-02-20 01:03:25,S06,TP HCM,Sách,Từ điển,1,319000,CHUYEN_KHOAN,C15349
T0060927,2025-02-20 01:04:10,S02,Hà Nội,Thời trang,Túi xách,1,1629000,VI_DIEN_TU,C01198
T0060928,2025-02-20 01:05:30,S07,TP HCM,Thời trang,Áo khoác gió,1,890000,TIEN_MAT,C03616
T0060929,2025-02-20 01:05:52,S10,Bình Dương,Mỹ phẩm,Nước hoa mini,2,656000,TIEN_MAT,C14150
T0060930,2025-02-20 01:07:45,S08,TP HCM,Điện tử,Chuột quang,3,314000,THE,C07266
T0060931,2025-02-20 01:09:29,S01,Hà Nội,Thực phẩm,Dầu ăn 1L,1,59000,CHUYEN_KHOAN,C16199
T0060932,2025-02-20 01:11:41,S06,TP HCM,Thực phẩm,Mì gói thùng,2,136000,THE,C10776
T0060933,2025-02-20 01:13:36,S05,Huế,Gia dụng,Nồi cơm điện,4,1215000,THE,C03727
