date,category,branch,channel,so_don,so_khach,doanh_thu,chi_phi
2025-02-08,Thời trang,Cần Thơ,Cửa hàng,2,2,2176000.0,1771518.0
2025-02-08,Thời trang,Hà Nội,Cửa hàng,5,5,14936644.0,10822361.0
2025-02-08,Thời trang,Hà Nội,Online,7,7,8291250.0,5899475.0
2025-02-08,Thời trang,Hải Phòng,Cửa hàng,2,2,1266300.0,934973.0
2025-02-08,Thời trang,TP HCM,Cửa hàng,3,3,3045900.0,2068475.0
2025-02-08,Thời trang,TP HCM,Online,7,7,9654450.0,6802636.0
2025-02-08,Thời trang,Đà Nẵng,Cửa hàng,2,2,2615350.0,1792670.0
2025-02-08,Thời trang,Đà Nẵng,Online,1,1,3188000.0,2037279.0
2025-02-08,Thực phẩm,Cần Thơ,Cửa hàng,3,3,949000.0,605591.0
2025-02-08,Thực phẩm,Cần Thơ,Online,3,3,1089800.0,766942.0
2025-02-08,Thực phẩm,Hà Nội,Cửa hàng,8,8,2714000.0,1989073.0
2025-02-08,Thực phẩm,Hà Nội,Online,4,4,920400.0,716011.0
2025-02-08,Thực phẩm,Hải Phòng,Cửa hàng,5,5,1144250.0,751101.0
2025-02-08,Thực phẩm,Hải Phòng,Online,4,4,1275600.0,924932.0
2025-02-08,Thực phẩm,TP HCM,Cửa hàng,9,9,2327050.0,1735264.0
2025-02-08,Thực phẩm,TP HCM,Online,9,9,2284000.0,1609873.0
2025-02-08,Thực phẩm,Đà Nẵng,Cửa hàng,9,9,2069750.0,1547008.0
2025-02-08,Thực phẩm,Đà Nẵng,Online,5,5,2668000.0,1969099.0
2025-02-08,Điện tử,Cần Thơ,Cửa hàng,1,1,6155000.0,4269423.0
2025-02-08,Điện tử,Cần Thơ,Online,1,1,1059000.0,676511.0
2025-02-08,Điện tử,Hà Nội,Cửa hàng,4,4,7544000.0,5432811.0
2025-02-08,Điện tử,Hà Nội,Online,8,8,12898100.0,9467268.0
2025-02-08,Điện tử,Hải Phòng,Online,1,1,3430600.0,2801839.0
2025-02-08,Điện tử,TP HCM,Cửa hàng,7,7,26828560.0,19216445.0
2025-02-08,Điện tử,TP HCM,Online,2,2,7690000.0,5128149.0
2025-02-08,Điện tử,Đà Nẵng,Cửa hàng,3,3,6866300.0,5586643.0
2025-02-08,Điện tử,Đà Nẵng,Online,1,1,3800000.0,3136259.0
2025-02-09,Gia dụng,Cần Thơ,Online,3,3,7334000.0,5289178.0
2025-02-09,Gia dụng,Hà Nội,Cửa hàng,5,5,11978900.0,9110579.0
2025-02-09,Gia dụng,Hà Nội,Online,6,6,28778706.0,19939251.0
2025-02-09,Gia dụng,Hải Phòng,Cửa hàng,3,3,3990700.0,2958816.0
2025-02-09,Gia dụng,Hải Phòng,Online,2,2,2018700.0,1530500.0
2025-02-09,Gia dụng,TP HCM,Cửa hàng,5,5,4903050.0,3512152.0
2025-02-09,Gia dụng,TP HCM,Online,3,3,5547100.0,3713351.0
2025-02-09,Gia dụng,Đà Nẵng,Online,1,1,3136000.0,2118560.0
2025-02-09,Mỹ phẩm,Cần Thơ,Cửa hàng,2,2,2006400.0,1328831.0
2025-02-09,Mỹ phẩm,Cần Thơ,Online,1,1,1371000.0,1157689.0
2025-02-09,Mỹ phẩm,Hà Nội,Cửa hàng,5,5,17500255.0,12281737.0
2025-02-09,Mỹ phẩm,Hà Nội,Online,2,2,2950000.0,2119120.0
2025-02-09,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,1024100.0,783831.0
2025-02-09,Mỹ phẩm,Hải Phòng,Online,2,2,1519000.0,1097091.0
2025-02-09,Mỹ phẩm,TP HCM,Online,4,4,3214250.0,2287154.0
2025-02-09,Mỹ phẩm,Đà Nẵng,Cửa hàng,1,1,1022200.0,736874.0
2025-02-09,Sách,Cần Thơ,Cửa hàng,2,2,2806485.0,1975885.0
2025-02-09,Sách,Hà Nội,Cửa hàng,4,4,878800.0,646421.0
2025-02-09,Sách,Hà Nội,Online,5,5,1623300.0,1169194.0
2025-02-09,Sách,Hải Phòng,Cửa hàng,1,1,128000.0,78971.0
2025-02-09,Sách,TP HCM,Cửa hàng,5,5,833600.0,569208.0
2025-02-09,Sách,TP HCM,Online,1,1,129200.0,93593.0
2025-02-09,Sách,Đà Nẵng,Cửa hàng,4,4,1214000.0,889553.0
2025-02-09,Sách,Đà Nẵng,Online,2,2,791000.0,602164.0
2025-02-09,Thời trang,Cần Thơ,Cửa hàng,2,2,2292900.0,1535645.0
2025-02-09,Thời trang,Cần Thơ,Online,3,3,3932750.0,3177744.0
2025-02-09,Thời trang,Hà Nội,Cửa hàng,4,4,7525100.0,5885801.0
2025-02-09,Thời trang,Hà Nội,Online,2,2,1940750.0,1438419.0
2025-02-09,Thời trang,Hải Phòng,Cửa hàng,1,1,637450.0,483778.0
2025-02-09,Thời trang,Hải Phòng,Online,1,1,817000.0,590718.0
2025-02-09,Thời trang,TP HCM,Cửa hàng,6,6,8558000.0,6603156.0
2025-02-09,Thời trang,TP HCM,Online,1,1,1408000.0,869551.0
2025-02-09,Thời trang,Đà Nẵng,Cửa hàng,1,1,781000.0,512147.0
2025-02-09,Thời trang,Đà Nẵng,Online,2,2,3586500.0,2664324.0
2025-02-09,Thực phẩm,Cần Thơ,Cửa hàng,2,2,349650.0,252264.0
2025-02-09,Thực phẩm,Cần Thơ,Online,2,2,747000.0,523158.0
2025-02-09,Thực phẩm,Hà Nội,Cửa hàng,9,9,4048046.0,2859002.0
2025-02-09,Thực phẩm,Hà Nội,Online,5,5,1054100.0,800197.0
2025-02-09,Thực phẩm,Hải Phòng,Cửa hàng,5,5,1555300.0,1046286.0
2025-02-09,Thực phẩm,Hải Phòng,Online,4,4,1500000.0,989351.0
2025-02-09,Thực phẩm,TP HCM,Cửa hàng,12,12,4251250.0,3093096.0
2025-02-09,Thực phẩm,TP HCM,Online,11,10,6661184.0,4870032.0
2025-02-09,Thực phẩm,Đà Nẵng,Cửa hàng,5,5,2080800.0,1485935.0
2025-02-09,Thực phẩm,Đà Nẵng,Online,2,2,918600.0,624038.0
2025-02-09,Điện tử,Cần Thơ,Cửa hàng,6,6,27914716.0,19771445.0
2025-02-09,Điện tử,Cần Thơ,Online,1,1,3477000.0,2610190.0
2025-02-09,Điện tử,Hà Nội,Cửa hàng,8,8,22182700.0,14474700.0
2025-02-09,Điện tử,Hà Nội,Online,1,1,945250.0,684153.0
2025-02-09,Điện tử,Hải Phòng,Cửa hàng,2,2,3504000.0,2936984.0
2025-02-09,Điện tử,Hải Phòng,Online,3,3,3161600.0,2451388.0
2025-02-09,Điện tử,TP HCM,Cửa hàng,7,7,18820400.0,14660737.0
2025-02-09,Điện tử,TP HCM,Online,6,6,12225700.0,9601992.0
2025-02-09,Điện tử,Đà Nẵng,Cửa hàng,3,3,5824000.0,3978964.0
2025-02-09,Điện tử,Đà Nẵng,Online,2,2,4077900.0,2796374.0
2025-02-10,Gia dụng,Cần Thơ,Cửa hàng,2,2,3373000.0,2068632.0
2025-02-10,Gia dụng,Cần Thơ,Online,2,2,1668000.0,1180389.0
2025-02-10,Gia dụng,Hà Nội,Cửa hàng,4,4,6484000.0,4189086.0
2025-02-10,Gia dụng,Hà Nội,Online,3,3,3504100.0,2406663.0
2025-02-10,Gia dụng,Hải Phòng,Cửa hàng,1,1,2364000.0,1848079.0
2025-02-10,Gia dụng,Hải Phòng,Online,1,1,900600.0,649500.0
2025-02-10,Gia dụng,TP HCM,Cửa hàng,8,8,11722000.0,8238600.0
2025-02-10,Gia dụng,TP HCM,Online,6,6,6389700.0,5020077.0
2025-02-10,Gia dụng,Đà Nẵng,Cửa hàng,2,2,5361000.0,3871023.0
2025-02-10,Gia dụng,Đà Nẵng,Online,1,1,3640000.0,2259839.0
2025-02-10,Mỹ phẩm,Cần Thơ,Cửa hàng,2,2,2501000.0,1898457.0
2025-02-10,Mỹ phẩm,Cần Thơ,Online,1,1,1323000.0,955531.0
2025-02-10,Mỹ phẩm,Hà Nội,Cửa hàng,6,6,5943050.0,4689923.0
2025-02-10,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,377100.0,253284.0
2025-02-10,Mỹ phẩm,Hải Phòng,Online,1,1,485000.0,307558.0
2025-02-10,Mỹ phẩm,TP HCM,Cửa hàng,4,4,4812600.0,3567384.0
2025-02-10,Mỹ phẩm,Đà Nẵng,Cửa hàng,2,2,2884450.0,2421977.0
2025-02-10,Mỹ phẩm,Đà Nẵng,Online,3,3,1998600.0,1449185.0
2025-02-10,Sách,Cần Thơ,Cửa hàng,2,2,398000.0,316261.0
2025-02-10,Sách,Cần Thơ,Online,5,5,1271800.0,942869.0
2025-02-10,Sách,Hà Nội,Cửa hàng,4,4,1016900.0,777184.0
2025-02-10,Sách,Hà Nội,Online,4,4,869400.0,585181.0
2025-02-10,Sách,Hải Phòng,Cửa hàng,2,2,606000.0,471532.0
2025-02-10,Sách,Hải Phòng,Online,1,1,166000.0,122956.0
2025-02-10,Sách,TP HCM,Cửa hàng,7,7,2202500.0,1577796.0
2025-02-10,Sách,TP HCM,Online,2,2,895500.0,652393.0
2025-02-10,Sách,Đà Nẵng,Cửa hàng,1,1,414000.0,249429.0
2025-02-10,Thời trang,Cần Thơ,Online,1,1,746000.0,600862.0
2025-02-10,Thời trang,Hà Nội,Cửa hàng,9,7,9939550.0,6868158.0
2025-02-10,Thời trang,Hà Nội,Online,3,3,2907000.0,2173584.0
2025-02-10,Thời trang,Hải Phòng,Cửa hàng,3,3,4204100.0,2911315.0
2025-02-10,Thời trang,TP HCM,Cửa hàng,5,5,7189300.0,5453535.0
2025-02-10,Thời trang,TP HCM,Online,4,4,3566650.0,2543946.0
2025-02-10,Thời trang,Đà Nẵng,Cửa hàng,2,2,2469000.0,1692868.0
2025-02-10,Thời trang,Đà Nẵng,Online,6,6,7448800.0,5558653.0
2025-02-10,Thực phẩm,Cần Thơ,Cửa hàng,1,1,179000.0,120886.0
2025-02-10,Thực phẩm,Cần Thơ,Online,2,2,513900.0,348790.0
2025-02-10,Thực phẩm,Hà Nội,Cửa hàng,7,7,2309500.0,1740860.0
2025-02-10,Thực phẩm,Hà Nội,Online,10,10,3212650.0,2356358.0
2025-02-10,Thực phẩm,Hải Phòng,Cửa hàng,4,4,1057300.0,710237.0
2025-02-10,Thực phẩm,Hải Phòng,Online,2,2,1129250.0,806591.0
2025-02-10,Thực phẩm,TP HCM,Cửa hàng,6,6,1816700.0,1328544.0
2025-02-10,Thực phẩm,TP HCM,Online,8,8,3476550.0,2478358.0
2025-02-10,Thực phẩm,Đà Nẵng,Cửa hàng,6,5,1386750.0,1073868.0
2025-02-10,Thực phẩm,Đà Nẵng,Online,2,2,688850.0,539459.0
2025-02-10,Điện tử,Cần Thơ,Cửa hàng,2,2,20460383.0,14389425.0
2025-02-10,Điện tử,Cần Thơ,Online,1,1,1186550.0,848876.0
2025-02-10,Điện tử,Hà Nội,Cửa hàng,6,6,15487900.0,10232339.0
2025-02-10,Điện tử,Hà Nội,Online,3,3,5287300.0,3720692.0
2025-02-10,Điện tử,Hải Phòng,Cửa hàng,2,2,3131000.0,2063234.0
2025-02-10,Điện tử,TP HCM,Cửa hàng,5,5,12363750.0,7929606.0
2025-02-10,Điện tử,TP HCM,Online,8,8,9655750.0,6947038.0
2025-02-10,Điện tử,Đà Nẵng,Cửa hàng,2,2,5620000.0,4423918.0
2025-02-10,Điện tử,Đà Nẵng,Online,3,3,3059800.0,2205525.0
2025-02-11,Gia dụng,Cần Thơ,Cửa hàng,1,1,3632000.0,2537142.0
2025-02-11,Gia dụng,Cần Thơ,Online,3,3,4480050.0,3571554.0
2025-02-11,Gia dụng,Hà Nội,Cửa hàng,2,2,8880250.0,6258134.0
2025-02-11,Gia dụng,Hà Nội,Online,3,3,4149400.0,3130758.0
2025-02-11,Gia dụng,Hải Phòng,Cửa hàng,1,1,1908000.0,1542520.0
2025-02-11,Gia dụng,TP HCM,Cửa hàng,4,4,3994300.0,3068607.0
2025-02-11,Gia dụng,TP HCM,Online,4,4,7156900.0,5089819.0
2025-02-11,Gia dụng,Đà Nẵng,Cửa hàng,1,1,2278800.0,1530973.0
2025-02-11,Gia dụng,Đà Nẵng,Online,3,3,3096550.0,2106055.0
2025-02-11,Mỹ phẩm,Cần Thơ,Cửa hàng,1,1,2061500.0,1385361.0
2025-02-11,Mỹ phẩm,Cần Thơ,Online,2,2,9404787.0,6587452.0
2025-02-11,Mỹ phẩm,Hà Nội,Cửa hàng,2,2,843600.0,583852.0
2025-02-11,Mỹ phẩm,Hà Nội,Online,4,4,4959300.0,3659476.0
2025-02-11,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,413100.0,329252.0
2025-02-11,Mỹ phẩm,Hải Phòng,Online,3,3,2881850.0,1842882.0
2025-02-11,Mỹ phẩm,TP HCM,Cửa hàng,3,3,1868050.0,1315792.0
2025-02-11,Mỹ phẩm,TP HCM,Online,4,4,10086405.0,7197792.0
2025-02-11,Mỹ phẩm,Đà Nẵng,Cửa hàng,3,3,2363100.0,1728880.0
2025-02-11,Mỹ phẩm,Đà Nẵng,Online,2,2,1361600.0,1006807.0
2025-02-11,Sách,Cần Thơ,Cửa hàng,3,3,672000.0,449089.0
2025-02-11,Sách,Cần Thơ,Online,2,2,971000.0,704637.0
2025-02-11,Sách,Hà Nội,Cửa hàng,3,3,445850.0,332354.0
2025-02-11,Sách,Hà Nội,Online,5,5,1402050.0,1038987.0
2025-02-11,Sách,Hải Phòng,Cửa hàng,1,1,486000.0,343815.0
2025-02-11,Sách,TP HCM,Cửa hàng,2,2,476800.0,364552.0
2025-02-11,Sách,TP HCM,Online,6,6,1073750.0,779518.0
2025-02-11,Sách,Đà Nẵng,Cửa hàng,1,1,273600.0,198197.0
2025-02-11,Thời trang,Cần Thơ,Online,2,2,2107200.0,1546494.0
2025-02-11,Thời trang,Hà Nội,Cửa hàng,6,6,5550500.0,3907839.0
2025-02-11,Thời trang,Hà Nội,Online,3,3,7423900.0,5293734.0
2025-02-11,Thời trang,Hải Phòng,Cửa hàng,1,1,634600.0,527082.0
2025-02-11,Thời trang,Hải Phòng,Online,2,2,15353078.0,10626874.0
2025-02-11,Thời trang,TP HCM,Cửa hàng,5,5,6467650.0,5159973.0
2025-02-11,Thời trang,TP HCM,Online,3,3,2222350.0,1550552.0
2025-02-11,Thời trang,Đà Nẵng,Online,2,2,3447200.0,2378701.0
2025-02-11,Thực phẩm,Cần Thơ,Cửa hàng,4,4,1934000.0,1411823.0
2025-02-11,Thực phẩm,Hà Nội,Cửa hàng,16,16,5676050.0,4097490.0
2025-02-11,Thực phẩm,Hà Nội,Online,7,7,2774700.0,2032155.0
2025-02-11,Thực phẩm,Hải Phòng,Cửa hàng,3,3,527800.0,366732.0
2025-02-11,Thực phẩm,Hải Phòng,Online,1,1,173850.0,135150.0
2025-02-11,Thực phẩm,TP HCM,Cửa hàng,9,9,4270155.0,3031673.0
2025-02-11,Thực phẩm,TP HCM,Online,6,6,1076600.0,744485.0
2025-02-11,Thực phẩm,Đà Nẵng,Cửa hàng,6,6,2532500.0,1946212.0
2025-02-11,Thực phẩm,Đà Nẵng,Online,7,7,2171250.0,1483426.0
2025-02-11,Điện tử,Cần Thơ,Cửa hàng,2,2,5854300.0,4353662.0
2025-02-11,Điện tử,Cần Thơ,Online,4,4,5692400.0,4207788.0
2025-02-11,Điện tử,Hà Nội,Cửa hàng,7,7,6990750.0,5014817.0
2025-02-11,Điện tử,Hà Nội,Online,6,6,8770000.0,6477479.0
2025-02-11,Điện tử,Hải Phòng,Cửa hàng,2,2,4764000.0,3615598.0
2025-02-11,Điện tử,Hải Phòng,Online,4,4,4401400.0,3381042.0
2025-02-11,Điện tử,TP HCM,Cửa hàng,7,7,17444850.0,12372880.0
2025-02-11,Điện tử,TP HCM,Online,4,4,8428950.0,6580360.0
2025-02-11,Điện tử,Đà Nẵng,Cửa hàng,2,2,4145000.0,2895049.0
2025-02-11,Điện tử,Đà Nẵng,Online,3,3,5862000.0,4439853.0
2025-02-12,Gia dụng,Cần Thơ,Cửa hàng,1,1,915000.0,556731.0
2025-02-12,Gia dụng,Cần Thơ,Online,1,1,746000.0,611739.0
2025-02-12,Gia dụng,Hà Nội,Cửa hàng,7,7,11258450.0,7982830.0
2025-02-12,Gia dụng,Hà Nội,Online,3,3,3956250.0,2634089.0
2025-02-12,Gia dụng,Hải Phòng,Online,2,2,1667000.0,1268814.0
2025-02-12,Gia dụng,TP HCM,Cửa hàng,7,7,12587550.0,8656888.0
2025-02-12,Gia dụng,TP HCM,Online,3,3,5177700.0,3616764.0
2025-02-12,Gia dụng,Đà Nẵng,Cửa hàng,1,1,963000.0,748007.0
2025-02-12,Gia dụng,Đà Nẵng,Online,3,3,3012000.0,2204757.0
2025-02-12,Mỹ phẩm,Cần Thơ,Cửa hàng,1,1,441000.0,305898.0
2025-02-12,Mỹ phẩm,Cần Thơ,Online,1,1,520600.0,376001.0
2025-02-12,Mỹ phẩm,Hà Nội,Online,5,5,5388900.0,4025486.0
2025-02-12,Mỹ phẩm,Hải Phòng,Cửa hàng,1,1,379800.0,289990.0
2025-02-12,Mỹ phẩm,TP HCM,Cửa hàng,1,1,1395000.0,958734.0
2025-02-12,Mỹ phẩm,TP HCM,Online,5,5,5327050.0,3801105.0
2025-02-12,Mỹ phẩm,Đà Nẵng,Cửa hàng,1,1,494100.0,338813.0
2025-02-12,Sách,Cần Thơ,Cửa hàng,1,1,153000.0,110834.0
2025-02-12,Sách,Cần Thơ,Online,2,2,956000.0,696325.0
2025-02-12,Sách,Hà Nội,Cửa hàng,6,6,1371000.0,906813.0
2025-02-12,Sách,Hà Nội,Online,4,4,578650.0,402940.0
2025-02-12,Sách,Hải Phòng,Cửa hàng,1,1,548000.0,393614.0
2025-02-12,Sách,Hải Phòng,Online,1,1,156000.0,122699.0
2025-02-12,Sách,TP HCM,Cửa hàng,3,3,852500.0,612241.0
2025-02-12,Sách,TP HCM,Online,3,3,561200.0,393827.0
2025-02-12,Sách,Đà Nẵng,Cửa hàng,2,2,290050.0,211883.0
2025-02-12,Sách,Đà Nẵng,Online,3,3,819000.0,624679.0
2025-02-12,Thời trang,Cần Thơ,Cửa hàng,2,2,4686000.0,3494229.0
2025-02-12,Thời trang,Cần Thơ,Online,2,2,1339900.0,990237.0
2025-02-12,Thời trang,Hà Nội,Online,6,6,7247250.0,5245956.0
2025-02-12,Thời trang,Hải Phòng,Cửa hàng,1,1,691900.0,492624.0
2025-02-12,Thời trang,Hải Phòng,Online,2,2,2438000.0,1762755.0
2025-02-12,Thời trang,TP HCM,Cửa hàng,5,5,7133500.0,5136615.0
2025-02-12,Thời trang,TP HCM,Online,4,4,10795300.0,8102268.0
2025-02-12,Thực phẩm,Cần Thơ,Cửa hàng,3,3,1039300.0,644453.0
2025-02-12,Thực phẩm,Cần Thơ,Online,5,5,4115048.0,2860523.0
2025-02-12,Thực phẩm,Hà Nội,Cửa hàng,8,8,3583100.0,2742762.0
2025-02-12,Thực phẩm,Hà Nội,Online,10,10,6001589.0,4299515.0
2025-02-12,Thực phẩm,Hải Phòng,Cửa hàng,4,4,852900.0,658941.0
2025-02-12,Thực phẩm,Hải Phòng,Online,2,2,925000.0,675617.0
2025-02-12,Thực phẩm,TP HCM,Cửa hàng,10,10,4912596.0,3515191.0
2025-02-12,Thực phẩm,TP HCM,Online,11,11,3105900.0,2226441.0
2025-02-12,Thực phẩm,Đà Nẵng,Cửa hàng,4,4,906500.0,661636.0
2025-02-12,Thực phẩm,Đà Nẵng,Online,3,3,687450.0,499695.0
2025-02-12,Điện tử,Cần Thơ,Cửa hàng,1,1,1145700.0,942537.0
2025-02-12,Điện tử,Cần Thơ,Online,1,1,5885000.0,4177483.0
2025-02-12,Điện tử,Hà Nội,Cửa hàng,5,5,10113300.0,8018278.0
2025-02-12,Điện tử,Hà Nội,Online,5,5,13944850.0,9938275.0
2025-02-12,Điện tử,Hải Phòng,Cửa hàng,2,2,6909000.0,5216226.0
2025-02-12,Điện tử,Hải Phòng,Online,3,3,3478750.0,2645933.0
2025-02-12,Điện tử,TP HCM,Cửa hàng,6,6,10736050.0,7489873.0
2025-02-12,Điện tử,TP HCM,Online,7,7,15173250.0,10905126.0
2025-02-12,Điện tử,Đà Nẵng,Cửa hàng,4,4,9390000.0,6534551.0
2025-02-12,Điện tử,Đà Nẵng,Online,1,1,1178000.0,927925.0
2025-02-13,Gia dụng,Cần Thơ,Cửa hàng,1,1,694450.0,510274.0
2025-02-13,Gia dụng,Cần Thơ,Online,1,1,953000.0,687290.0
2025-02-13,Gia dụng,Hà Nội,Cửa hàng,1,1,728000.0,454925.0
2025-02-13,Gia dụng,Hà Nội,Online,4,4,9088200.0,6027397.0
2025-02-13,Gia dụng,Hải Phòng,Cửa hàng,3,3,4487450.0,3659283.0
2025-02-13,Gia dụng,Hải Phòng,Online,1,1,871000.0,635635.0
2025-02-13,Gia dụng,TP HCM,Cửa hàng,4,4,3137300.0,2282854.0
2025-02-13,Gia dụng,TP HCM,Online,6,6,6722050.0,4739267.0
2025-02-13,Gia dụng,Đà Nẵng,Cửa hàng,2,2,2758000.0,1869984.0
2025-02-13,Gia dụng,Đà Nẵng,Online,1,1,917700.0,593697.0
2025-02-13,Mỹ phẩm,Cần Thơ,Cửa hàng,1,1,506000.0,312835.0
2025-02-13,Mỹ phẩm,Cần Thơ,Online,1,1,2155000.0,1301355.0
2025-02-13,Mỹ phẩm,Hà Nội,Cửa hàng,4,4,2843600.0,2191238.0
2025-02-13,Mỹ phẩm,Hà Nội,Online,2,2,1053000.0,765203.0
2025-02-13,Mỹ phẩm,Hải Phòng,Cửa hàng,2,2,2392000.0,1658422.0
2025-02-13,Mỹ phẩm,Đà Nẵng,Online,1,1,423000.0,349520.0
2025-02-13,Sách,Cần Thơ,Cửa hàng,5,5,1521000.0,1060088.0
2025-02-13,Sách,Hà Nội,Cửa hàng,7,7,2492600.0,1785482.0
2025-02-13,Sách,Hà Nội,Online,6,6,1693950.0,1181760.0
2025-02-13,Sách,Hải Phòng,Cửa hàng,2,2,636600.0,410716.0
2025-02-13,Sách,Hải Phòng,Online,1,1,141000.0,101335.0
2025-02-13,Sách,TP HCM,Cửa hàng,5,5,2047100.0,1499307.0
2025-02-13,Sách,TP HCM,Online,3,3,2309577.0,1627041.0
2025-02-13,Sách,Đà Nẵng,Cửa hàng,1,1,158000.0,101737.0
2025-02-13,Thời trang,Cần Thơ,Cửa hàng,1,1,671400.0,445215.0
2025-02-13,Thời trang,Cần Thơ,Online,1,1,607050.0,438917.0
2025-02-13,Thời trang,Hà Nội,Cửa hàng,5,5,6642800.0,4689547.0
2025-02-13,Thời trang,Hà Nội,Online,5,5,4820250.0,3458468.0
2025-02-13,Thời trang,Hải Phòng,Online,1,1,1400000.0,1056241.0
2025-02-13,Thời trang,TP HCM,Cửa hàng,5,5,5839900.0,3889987.0
2025-02-13,Thời trang,TP HCM,Online,6,6,7461000.0,5438355.0
2025-02-13,Thời trang,Đà Nẵng,Cửa hàng,1,1,1708000.0,1199634.0
2025-02-13,Thực phẩm,Cần Thơ,Cửa hàng,2,2,3270571.0,2295690.0
2025-02-13,Thực phẩm,Cần Thơ,Online,4,4,1611050.0,1195623.0
2025-02-13,Thực phẩm,Hà Nội,Cửa hàng,11,11,4454550.0,3359456.0
2025-02-13,Thực phẩm,Hà Nội,Online,8,8,1678500.0,1218885.0
2025-02-13,Thực phẩm,Hải Phòng,Cửa hàng,5,5,831550.0,593248.0
2025-02-13,Thực phẩm,Hải Phòng,Online,4,4,900950.0,684380.0
2025-02-13,Thực phẩm,TP HCM,Cửa hàng,8,8,3268800.0,2438872.0
2025-02-13,Thực phẩm,TP HCM,Online,10,10,2571700.0,1888527.0
2025-02-13,Thực phẩm,Đà Nẵng,Cửa hàng,5,5,1307150.0,959796.0
2025-02-13,Thực phẩm,Đà Nẵng,Online,6,6,1662950.0,1251460.0
2025-02-13,Điện tử,Hà Nội,Cửa hàng,4,4,6292750.0,4637067.0
2025-02-13,Điện tử,Hà Nội,Online,1,1,1028000.0,744045.0
2025-02-13,Điện tử,Hải Phòng,Cửa hàng,3,3,6563700.0,4285384.0
2025-02-13,Điện tử,Hải Phòng,Online,2,2,5740000.0,4193813.0
2025-02-13,Điện tử,TP HCM,Cửa hàng,10,10,14295500.0,10224406.0
2025-02-13,Điện tử,TP HCM,Online,6,6,12416250.0,8799159.0
2025-02-13,Điện tử,Đà Nẵng,Cửa hàng,6,6,12440000.0,8442828.0
2025-02-13,Điện tử,Đà Nẵng,Online,4,4,10988900.0,7652528.0
2025-02-14,Gia dụng,Cần Thơ,Cửa hàng,2,2,3382000.0,2336722.0
2025-02-14,Gia dụng,Cần Thơ,Online,3,3,3403000.0,2394014.0
2025-02-14,Gia dụng,Hà Nội,Online,4,4,4959650.0,3426189.0
2025-02-14,Gia dụng,Hải Phòng,Cửa hàng,2,2,2649000.0,1880089.0
2025-02-14,Gia dụng,Hải Phòng,Online,3,3,8299500.0,5746514.0
2025-02-14,Gia dụng,TP HCM,Cửa hàng,3,3,3709950.0,2841520.0
2025-02-14,Gia dụng,TP HCM,Online,4,4,4640850.0,3693947.0
2025-02-14,Gia dụng,Đà Nẵng,Cửa hàng,5,5,7422450.0,5684846.0
2025-02-14,Gia dụng,Đà Nẵng,Online,1,1,1429200.0,1129561.0
2025-02-14,Mỹ phẩm,Cần Thơ,Online,1,1,449350.0,285064.0
2025-02-14,Mỹ phẩm,Hà Nội,Cửa hàng,5,5,4139400.0,2967083.0
2025-02-14,Mỹ phẩm,Hà Nội,Online,4,4,3756000.0,3032880.0
2025-02-14,Mỹ phẩm,Hải Phòng,Cửa hàng,4,4,2975250.0,2271576.0
2025-02-14,Mỹ phẩm,Hải Phòng,Online,1,1,411000.0,312564.0
2025-02-14,Mỹ phẩm,TP HCM,Cửa hàng,4,4,5035000.0,3622243.0
2025-02-14,Mỹ phẩm,TP HCM,Online,3,3,1813550.0,1302842.0
2025-02-14,Mỹ phẩm,Đà Nẵng,Cửa hàng,1,1,540000.0,393978.0
2025-02-14,Mỹ phẩm,Đà Nẵng,Online,1,1,450000.0,279346.0
2025-02-14,Sách,Cần Thơ,Cửa hàng,1,1,421800.0,356900.0
2025-02-14,Sách,Cần Thơ,Online,2,2,287000.0,211205.0
2025-02-14,Sách,Hà Nội,Cửa hàng,5,5,1401200.0,1012530.0
2025-02-14,Sách,Hà Nội,Online,4,4,1027100.0,763781.0
2025-02-14,Sách,Hải Phòng,Cửa hàng,3,3,586000.0,468619.0
2025-02-14,Sách,Hải Phòng,Online,3,3,1000450.0,738446.0
2025-02-14,Sách,TP HCM,Cửa hàng,3,3,758100.0,590979.0
2025-02-14,Sách,TP HCM,Online,4,4,684900.0,489961.0
2025-02-14,Sách,Đà Nẵng,Online,2,2,513250.0,386360.0
2025-02-14,Thời trang,Cần Thơ,Cửa hàng,2,2,2696100.0,2011596.0
2025-02-14,Thời trang,Hà Nội,Cửa hàng,5,5,7431600.0,4903113.0
2025-02-14,Thời trang,Hà Nội,Online,1,1,767000.0,554567.0
2025-02-14,Thời trang,Hải Phòng,Cửa hàng,1,1,721050.0,566966.0
2025-02-14,Thời trang,TP HCM,Cửa hàng,5,5,6571050.0,4647060.0
2025-02-14,Thời trang,TP HCM,Online,3,3,3431000.0,2693158.0
2025-02-14,Thời trang,Đà Nẵng,Cửa hàng,1,1,3280000.0,2226670.0
2025-02-14,Thời trang,Đà Nẵng,Online,3,3,2649600.0,1669565.0
2025-02-14,Thực phẩm,Cần Thơ,Cửa hàng,5,5,1222300.0,939310.0
2025-02-14,Thực phẩm,Cần Thơ,Online,2,2,333500.0,225501.0
2025-02-14,Thực phẩm,Hà Nội,Cửa hàng,9,9,2958000.0,2096103.0
