customer_id,age,gender,city,tenure_months,support_tickets,churn,recency,frequency,monetary,phan_khuc,xac_suat_churn
C02155,53,Nữ,TP HCM,14,0,1,268.0,1.0,508000.0,Đã ngủ đông,0.591
C02156,49,Nam,Đà Nẵng,16,0,1,76.0,6.0,4879328.0,Trung bình,0.28
C02157,26,Nam,Hà Nội,2,1,1,24.0,5.0,3462100.0,Đang hoạt động,0.519
C02158,67,Nữ,TP HCM,43,1,1,31.0,9.0,9712650.0,Trung bình,0.131
C02159,59,Nữ,TP HCM,14,1,0,23.0,14.0,12466050.0,Khách VIP,0.102
C02160,23,Nam,Đà Nẵng,16,1,0,120.0,8.0,8380400.0,Trung bình,0.289
C02161,51,Nữ,TP HCM,43,1,0,45.0,8.0,7531950.0,Trung bình,0.159
C02162,42,Nam,Hà Nội,6,1,1,76.0,4.0,3556100.0,Trung bình,0.547
C02163,28,Nam,TP HCM,24,1,0,71.0,7.0,4718800.0,Trung bình,0.296
C02164,23,Nữ,TP HCM,51,2,1,175.0,3.0,1386200.0,Đã ngủ đông,0.43
C02165,26,Nữ,TP HCM,18,3,1,6.0,4.0,3977000.0,Đang hoạt động,0.716
C02166,49,Nam,Hà Nội,6,2,1,29.0,7.0,8472200.0,Đang hoạt động,0.493
C02167,40,Nữ,Hà Nội,19,1,0,7.0,8.0,7084800.0,Đang hoạt động,0.246
C02168,35,Nam,TP HCM,45,1,0,289.0,2.0,1010450.0,Đã ngủ đông,0.42
C02169,31,Nữ,TP HCM,19,2,0,8.0,10.0,31359320.62989738,Khách VIP,0.325
C02170,28,Nam,Đà Nẵng,15,3,0,74.0,9.0,10379750.0,Trung bình,0.454
C02171,25,Nữ,Hà Nội,33,1,0,101.0,6.0,8135000.0,Trung bình,0.263
C02172,51,Nữ,Hải Phòng,26,4,1,36.0,6.0,2820000.0,Trung bình,0.617
C02173,24,Nữ,Cần Thơ,53,3,0,5.0,8.0,7962700.0,Đang hoạt động,0.239
C02174,56,Nữ,Hải Phòng,13,1,0,103.0,9.0,7868400.0,Trung bình,0.239
C02175,43,Nam,TP HCM,32,0,0,35.0,7.0,5667800.0,Trung bình,0.172
C02176,41,Nữ,Cần Thơ,26,1,0,17.0,9.0,11003350.0,Đang hoạt động,0.185
C02177,26,Nam,Hà Nội,37,2,1,107.0,3.0,6376150.0,Trung bình,0.498
C02178,34,Nam,Đà Nẵng,11,1,1,11.0,9.0,7260800.0,Đang hoạt động,0.265
C02179,27,Nam,Hà Nội,22,0,0,5.0,9.0,9623397.0,Đang hoạt động,0.133
C02180,38,Nam,TP HCM,51,3,0,76.0,4.0,3005000.0,Trung bình,0.481
C02181,67,Nam,Hà Nội,59,1,0,27.0,8.0,3414950.0,Đang hoạt động,0.085
C02182,52,Nam,Đà Nẵng,26,5,0,64.0,8.0,5149800.0,Trung bình,0.639
C02183,35,Nữ,Hà Nội,54,2,1,19.0,5.0,9398250.0,Đang hoạt động,0.274
C02184,66,Nam,TP HCM,15,0,0,33.0,12.0,10646250.0,Trung bình,0.098
C02185,63,Nam,TP HCM,37,1,0,35.0,6.0,8505700.0,Trung bình,0.265
C02186,52,Nam,Hà Nội,6,5,1,9.0,9.0,4114250.0,Đang hoạt động,0.696
C02187,52,Nam,Hải Phòng,2,2,1,73.0,5.0,2852300.0,Trung bình,0.627
C02188,46,Nam,Cần Thơ,42,0,1,42.0,3.0,4697700.0,Trung bình,0.256
C02189,47,Nữ,Hải Phòng,38,0,0,103.0,5.0,3245200.0,Trung bình,0.188
C02190,69,Nữ,TP HCM,2,1,1,61.0,2.0,337500.0,Trung bình,0.713
C02191,29,Nam,Hà Nội,13,1,1,66.0,7.0,11247250.0,Trung bình,0.342
C02192,56,Nam,Hà Nội,17,6,0,46.0,9.0,9131900.0,Trung bình,0.732
C02193,34,Nam,Hà Nội,15,2,0,60.0,5.0,9053850.0,Trung bình,0.548
C02194,54,Nam,TP HCM,47,1,0,23.0,3.0,4611000.0,Đang hoạt động,0.345
C02195,68,Nam,TP HCM,57,1,0,8.0,7.0,6793050.0,Đang hoạt động,0.133
C02196,37,Nữ,Đà Nẵng,14,1,1,108.0,5.0,3017500.0,Trung bình,0.453
C02197,62,Nữ,Hà Nội,15,0,0,65.0,5.0,4876450.0,Trung bình,0.316
C02198,61,Nam,TP HCM,6,1,0,86.0,4.0,4679200.0,Trung bình,0.589
C02199,18,Nữ,Hà Nội,27,0,1,19.0,6.0,16449729.0,Đang hoạt động,0.224
C02200,31,Nữ,Hải Phòng,25,2,1,83.0,3.0,2615050.0,Trung bình,0.579
C02201,69,Nam,TP HCM,13,1,0,17.0,5.0,6094700.0,Đang hoạt động,0.477
C02202,58,Nữ,TP HCM,52,3,0,108.0,6.0,9420050.0,Trung bình,0.372
C02203,34,Nam,TP HCM,50,0,0,11.0,6.0,8572500.0,Đang hoạt động,0.136
C02204,37,Nam,TP HCM,37,1,1,13.0,8.0,8857800.0,Đang hoạt động,0.187
C02205,51,Nữ,Cần Thơ,55,0,0,16.0,6.0,10947200.0,Đang hoạt động,0.108
C02206,30,Nữ,TP HCM,25,0,0,10.0,7.0,8213000.0,Đang hoạt động,0.209
C02207,70,Nữ,TP HCM,40,1,0,16.0,7.0,10292750.0,Đang hoạt động,0.209
C02208,37,Nữ,Cần Thơ,60,2,0,6.0,8.0,6320050.0,Đang hoạt động,0.136
C02209,63,Nữ,Đà Nẵng,33,2,0,9.0,11.0,11771950.0,Khách VIP,0.159
C02210,37,Nam,Hà Nội,35,3,0,139.0,9.0,8751500.0,Đã ngủ đông,0.292
C02211,38,Nữ,TP HCM,54,2,0,39.0,2.0,723000.0,Trung bình,0.457
C02212,24,Nữ,Hà Nội,23,2,0,52.0,6.0,3381600.0,Trung bình,0.42
C02213,18,Nam,Hải Phòng,27,2,1,4.0,8.0,9246600.0,Đang hoạt động,0.296
C02214,49,Nam,Hà Nội,4,2,0,7.0,13.0,13634250.0,Khách VIP,0.207
C02215,53,Nữ,Đà Nẵng,46,2,1,216.0,3.0,1149000.0,Đã ngủ đông,0.443
C02216,27,Nữ,Đà Nẵng,44,1,0,5.0,8.0,6473650.0,Đang hoạt động,0.145
C02217,21,Nam,Hải Phòng,33,1,0,95.0,10.0,8511750.0,Trung bình,0.122
C02218,34,Nữ,Hà Nội,55,1,1,137.0,5.0,6262600.0,Đã ngủ đông,0.186
C02219,33,Nữ,Hà Nội,9,1,1,101.0,6.0,9029100.0,Trung bình,0.423
C02220,31,Nữ,Cần Thơ,59,1,0,60.0,11.0,19583900.0,Trung bình,0.054
C02221,22,Nữ,TP HCM,16,2,0,2.0,8.0,7166000.0,Đang hoạt động,0.405
C02222,49,Nam,TP HCM,31,2,0,6.0,5.0,7308000.0,Đang hoạt động,0.463
C02223,64,Nam,Hải Phòng,52,1,0,70.0,8.0,15652431.0,Trung bình,0.115
C02224,40,Nam,TP HCM,24,0,0,20.0,8.0,9025000.0,Đang hoạt động,0.177
C02225,31,Nữ,Đà Nẵng,26,2,0,10.0,11.0,13580950.0,Khách VIP,0.195
C02226,52,Nam,Hà Nội,34,2,0,17.0,8.0,8494450.0,Đang hoạt động,0.248
C02227,27,Nữ,Hà Nội,12,1,1,88.0,9.0,6577800.0,Trung bình,0.245
C02228,38,Nữ,Hải Phòng,56,2,0,92.0,2.0,1400000.0,Trung bình,0.404
C02229,47,Nữ,TP HCM,32,2,0,14.0,12.0,12258900.0,Khách VIP,0.145
C02230,65,Nam,TP HCM,55,1,0,5.0,6.0,6511250.0,Đang hoạt động,0.171
C02231,22,Nam,TP HCM,15,0,0,33.0,9.0,10191250.0,Trung bình,0.185
C02232,52,Nam,TP HCM,48,1,0,49.0,8.0,28131489.0,Trung bình,0.164
C02233,34,Nữ,Hà Nội,27,1,0,90.0,6.0,6913200.0,Trung bình,0.295
C02234,61,Nữ,Cần Thơ,39,0,0,23.0,8.0,10834150.0,Đang hoạt động,0.108
C02235,51,Nam,TP HCM,17,1,0,4.0,12.0,20274600.0,Khách VIP,0.151
C02236,34,Nam,Hà Nội,40,1,0,52.0,4.0,2987650.0,Trung bình,0.302
C02237,53,Nữ,TP HCM,52,4,0,132.0,6.0,3657600.0,Đã ngủ đông,0.472
C02238,48,Nam,Hà Nội,18,0,0,12.0,12.0,13747650.0,Khách VIP,0.08
C02239,66,Nam,Hà Nội,45,0,0,25.0,8.0,9790700.0,Đang hoạt động,0.087
C02240,33,Nam,Hà Nội,36,2,1,153.0,4.0,5762450.0,Đã ngủ đông,0.446
C02241,70,Nam,TP HCM,37,3,0,12.0,8.0,10630250.0,Đang hoạt động,0.363
C02242,41,Nữ,TP HCM,15,1,0,43.0,9.0,8119400.0,Trung bình,0.26
C02243,26,Nam,Hà Nội,46,0,0,85.0,9.0,7273250.0,Trung bình,0.069
C02244,29,Nữ,Hà Nội,4,1,0,24.0,12.0,11618100.0,Khách VIP,0.174
C02245,47,Nam,Đà Nẵng,22,2,1,21.0,10.0,8144400.0,Khách VIP,0.244
C02246,44,Nam,TP HCM,10,0,0,97.0,12.0,9934750.0,Trung bình,0.114
C02247,19,Nữ,TP HCM,45,0,0,28.0,12.0,14471900.0,Khách VIP,0.046
C02248,48,Nam,Hà Nội,13,2,1,29.0,4.0,2745700.0,Đang hoạt động,0.603
C02249,63,Nữ,TP HCM,30,0,0,34.0,10.0,6377700.0,Trung bình,0.098
C02250,19,Nam,Hà Nội,18,1,0,18.0,6.0,5211300.0,Đang hoạt động,0.349
C02251,35,Nam,TP HCM,34,2,1,27.0,4.0,4887100.0,Đang hoạt động,0.497
C02252,51,Nam,Cần Thơ,33,2,0,64.0,6.0,8289600.0,Trung bình,0.364
C02253,66,Nữ,Đà Nẵng,37,2,0,45.0,8.0,4943400.0,Trung bình,0.242
C02254,27,Nữ,TP HCM,49,2,0,9.0,9.0,9358800.0,Đang hoạt động,0.169
C02255,25,Nữ,TP HCM,35,1,0,3.0,8.0,4190100.0,Đang hoạt động,0.191
C02256,29,Nữ,Hà Nội,28,0,0,104.0,6.0,10449050.0,Trung bình,0.211
C02257,31,Nam,Hà Nội,4,2,1,2.0,8.0,8042800.0,Đang hoạt động,0.45
C02258,47,Nữ,Đà Nẵng,11,3,1,5.0,6.0,7200000.0,Đang hoạt động,0.645
C02259,27,Nữ,TP HCM,32,0,0,66.0,6.0,8466400.0,Trung bình,0.216
C02260,35,Nam,TP HCM,6,1,1,141.0,2.0,1157000.0,Đã ngủ đông,0.695
C02261,36,Nam,Đà Nẵng,1,0,1,18.0,11.0,5866850.0,Khách VIP,0.159
C02262,28,Nữ,TP HCM,31,0,0,34.0,8.0,11572504.0,Trung bình,0.153
C02263,41,Nam,Hà Nội,37,1,0,12.0,4.0,2071000.0,Đang hoạt động,0.318
C02264,45,Nữ,Đà Nẵng,50,1,0,86.0,3.0,3276000.0,Trung bình,0.31
C02265,38,Nam,TP HCM,58,2,0,21.0,9.0,4198350.0,Đang hoạt động,0.128
C02266,31,Nam,Cần Thơ,12,1,0,80.0,4.0,2003950.0,Trung bình,0.511
C02267,52,Nữ,TP HCM,20,2,0,22.0,6.0,7568600.0,Đang hoạt động,0.488
C02268,31,Nữ,Hà Nội,52,0,0,93.0,5.0,11427200.0,Trung bình,0.142
C02269,44,Nam,TP HCM,43,1,0,46.0,8.0,3830950.0,Trung bình,0.155
C02270,34,Nam,TP HCM,1,0,0,2.0,6.0,3057300.0,Đang hoạt động,0.394
C02271,20,Nữ,Hà Nội,44,0,0,157.0,5.0,3131500.0,Đã ngủ đông,0.166
C02272,40,Nam,Hải Phòng,6,5,1,24.0,6.0,8343345.0,Đang hoạt động,0.83
C02273,56,Nam,Hà Nội,32,0,0,98.0,7.0,4212100.0,Trung bình,0.147
C02274,51,Nam,Đà Nẵng,6,3,0,63.0,6.0,4472500.0,Trung bình,0.673
C02275,60,Nữ,Hà Nội,26,2,1,202.0,5.0,2973700.0,Đã ngủ đông,0.454
C02276,27,Nữ,Hải Phòng,31,2,0,11.0,5.0,8904200.0,Đang hoạt động,0.43
C02277,21,Nữ,Hải Phòng,43,0,0,29.0,6.0,7261050.0,Đang hoạt động,0.141
C02278,34,Nam,TP HCM,22,1,1,114.0,4.0,2092600.0,Trung bình,0.47
C02279,65,Nam,Hải Phòng,7,3,1,14.0,7.0,6366150.0,Đang hoạt động,0.591
C02280,48,Nữ,TP HCM,30,0,0,31.0,5.0,3764750.0,Trung bình,0.258
C02281,35,Nữ,Hà Nội,25,2,1,24.0,2.0,584000.0,Đang hoạt động,0.628
C02282,33,Nam,TP HCM,23,1,1,67.0,5.0,6714800.0,Trung bình,0.413
C02283,32,Nữ,TP HCM,24,2,0,46.0,8.0,9535400.0,Trung bình,0.353
C02284,24,Nam,Đà Nẵng,54,0,0,9.0,4.0,2263150.0,Đang hoạt động,0.164
C02285,61,Nam,TP HCM,35,0,0,14.0,4.0,1610700.0,Đang hoạt động,0.267
C02286,65,Nam,TP HCM,6,4,1,49.0,9.0,10983950.0,Trung bình,0.646
C02287,57,Nữ,TP HCM,46,2,1,30.0,2.0,943000.0,Đang hoạt động,0.514
C02288,36,Nữ,TP HCM,58,2,1,15.0,4.0,3957000.0,Đang hoạt động,0.323
C02289,49,Nam,TP HCM,11,1,0,10.0,9.0,6568900.0,Đang hoạt động,0.277
C02290,22,Nữ,TP HCM,37,1,0,11.0,9.0,15396000.0,Đang hoạt động,0.163
C02291,54,Nữ,TP HCM,52,2,0,51.0,5.0,7434800.0,Trung bình,0.317
C02292,18,Nữ,TP HCM,8,1,0,121.0,6.0,5170000.0,Đã ngủ đông,0.468
C02293,69,Nam,Cần Thơ,44,2,0,13.0,7.0,7797750.0,Đang hoạt động,0.241
C02294,20,Nữ,Đà Nẵng,40,1,0,10.0,9.0,10250050.0,Đang hoạt động,0.136
C02295,48,Nam,Hà Nội,30,1,0,3.0,8.0,13794850.0,Đang hoạt động,0.198
C02296,62,Nam,Hà Nội,15,0,1,78.0,5.0,15778503.0,Trung bình,0.337
C02297,25,Nữ,Cần Thơ,6,0,0,58.0,10.0,10073100.0,Trung bình,0.172
C02298,51,Nữ,TP HCM,46,2,0,77.0,8.0,8239300.0,Trung bình,0.217
C02299,26,Nữ,TP HCM,25,0,0,18.0,7.0,5412400.0,Đang hoạt động,0.206
C02300,58,Nữ,Hải Phòng,14,3,0,40.0,8.0,7580000.0,Trung bình,0.487
C02301,36,Nữ,Hà Nội,49,0,0,91.0,11.0,29546415.09284193,Trung bình,0.049
C02302,42,Nữ,Đà Nẵng,22,1,1,4.0,7.0,3203900.0,Đang hoạt động,0.286
C02303,19,Nam,Hải Phòng,36,0,0,1.0,5.0,2966250.0,Đang hoạt động,0.197
C02304,67,Nam,TP HCM,44,1,0,77.0,6.0,5808350.0,Trung bình,0.223
C02305,65,Nữ,Đà Nẵng,13,1,0,139.0,3.0,2724100.0,Đã ngủ đông,0.574
C02306,45,Nữ,Hà Nội,47,0,0,130.0,3.0,1212550.0,Đã ngủ đông,0.219
C02307,67,Nữ,Hải Phòng,50,2,0,8.0,8.0,14440300.0,Đang hoạt động,0.177
C02308,29,Nam,Cần Thơ,14,3,1,104.0,4.0,5161000.0,Trung bình,0.718
C02309,37,Nam,Đà Nẵng,16,1,0,9.0,9.0,14526800.0,Đang hoạt động,0.248
C02310,63,Nữ,Hà Nội,21,0,0,10.0,5.0,3253600.0,Đang hoạt động,0.273
C02311,67,Nam,TP HCM,8,2,1,224.0,2.0,990000.0,Đã ngủ đông,0.771
C02312,37,Nữ,Hà Nội,27,4,1,2.0,6.0,6206000.0,Đang hoạt động,0.618
C02313,57,Nam,Cần Thơ,21,1,1,145.0,1.0,9648311.0,Đã ngủ đông,0.633
C02314,57,Nữ,Hải Phòng,8,1,0,3.0,11.0,12613400.0,Khách VIP,0.189
C02315,23,Nữ,Đà Nẵng,2,1,1,16.0,8.0,7980250.0,Đang hoạt động,0.379
C02316,24,Nữ,TP HCM,25,2,0,12.0,7.0,6040900.0,Đang hoạt động,0.394
C02317,50,Nam,Hải Phòng,46,1,0,7.0,12.0,12036941.0,Khách VIP,0.055
C02318,18,Nữ,Hải Phòng,56,0,0,30.0,7.0,5832300.0,Đang hoạt động,0.08
C02319,37,Nam,Đà Nẵng,25,0,0,108.0,2.0,1759800.0,Trung bình,0.429
C02320,65,Nam,Hà Nội,16,0,0,17.0,8.0,6687300.0,Đang hoạt động,0.181
C02321,60,Nam,Cần Thơ,47,2,0,29.0,9.0,6864050.0,Đang hoạt động,0.153
C02322,32,Nữ,Hà Nội,44,1,1,10.0,6.0,9611200.0,Đang hoạt động,0.203
C02323,63,Nữ,Cần Thơ,12,1,1,93.0,5.0,6645549.0,Trung bình,0.459
C02324,28,Nữ,TP HCM,56,2,0,25.0,7.0,23167529.0,Đang hoạt động,0.231
C02325,49,Nữ,Hà Nội,49,1,0,64.0,6.0,5454800.0,Trung bình,0.174
C02326,67,Nam,Hà Nội,23,0,0,61.0,5.0,5657700.0,Trung bình,0.266
C02327,22,Nữ,TP HCM,59,1,0,11.0,5.0,4983450.0,Đang hoạt động,0.191
C02328,59,Nữ,TP HCM,8,2,1,1.0,6.0,7630350.0,Đang hoạt động,0.576
C02329,27,Nữ,TP HCM,39,2,1,67.0,6.0,7070600.0,Trung bình,0.355
C02330,67,Nữ,TP HCM,28,3,1,14.0,7.0,7540300.0,Đang hoạt động,0.481
C02331,24,Nữ,Đà Nẵng,60,1,0,3.0,12.0,14054000.0,Khách VIP,0.042
C02332,30,Nữ,Cần Thơ,60,0,0,28.0,7.0,2699600.0,Đang hoạt động,0.072
C02333,49,Nam,Hà Nội,18,3,0,22.0,10.0,10565950.0,Khách VIP,0.349
C02334,57,Nam,Đà Nẵng,43,2,0,3.0,7.0,4845600.0,Đang hoạt động,0.252
C02335,30,Nam,Cần Thơ,45,0,0,29.0,9.0,3248850.0,Đang hoạt động,0.071
C02336,56,Nữ,TP HCM,32,1,0,60.0,10.0,10599700.0,Trung bình,0.144
C02337,55,Nữ,TP HCM,24,0,1,46.0,4.0,2958000.0,Trung bình,0.343
C02338,36,Nam,TP HCM,18,1,0,39.0,6.0,2546050.0,Trung bình,0.382
C02339,43,Nam,Hà Nội,45,1,0,11.0,10.0,10415950.0,Khách VIP,0.087
C02340,39,Nam,TP HCM,59,3,0,59.0,4.0,4245450.0,Trung bình,0.423
C02341,40,Nữ,Hà Nội,45,1,0,100.0,7.0,9768400.0,Trung bình,0.165
C02342,59,Nam,Hà Nội,30,0,0,53.0,2.0,2059300.0,Trung bình,0.367
C02343,18,Nữ,TP HCM,3,1,1,37.0,2.0,1651000.0,Trung bình,0.715
C02344,32,Nữ,Hà Nội,2,1,0,8.0,7.0,23602210.0,Đang hoạt động,0.446
C02345,67,Nữ,Hà Nội,59,1,0,25.0,4.0,6768950.0,Đang hoạt động,0.199
C02346,56,Nam,Hà Nội,46,0,0,15.0,7.0,12061650.0,Đang hoạt động,0.107
C02347,42,Nam,Hải Phòng,55,2,0,94.0,3.0,1949100.0,Trung bình,0.355
C02348,29,Nam,Hà Nội,23,2,1,28.0,4.0,4154850.0,Đang hoạt động,0.536
C02349,57,Nam,Hà Nội,19,1,0,21.0,7.0,5659250.0,Đang hoạt động,0.287
C02350,59,Nam,TP HCM,32,2,1,190.0,4.0,3899000.0,Đã ngủ đông,0.512
C02351,54,Nam,Hải Phòng,15,2,1,121.0,9.0,4839900.0,Đã ngủ đông,0.312
C02352,41,Nam,TP HCM,54,2,1,18.0,4.0,3440000.0,Đang hoạt động,0.347
C02353,39,Nam,TP HCM,1,2,0,18.0,8.0,8613450.0,Đang hoạt động,0.516
C02354,22,Nữ,TP HCM,54,1,0,4.0,9.0,3566600.0,Đang hoạt động,0.095
C02355,45,Nữ,Hà Nội,41,2,0,27.0,5.0,10092650.0,Đang hoạt động,0.358
C02356,59,Nữ,TP HCM,25,4,1,41.0,8.0,8011250.0,Trung bình,0.562
C02357,49,Nam,TP HCM,54,0,1,13.0,7.0,6104050.0,Đang hoạt động,0.096
C02358,44,Nam,Hải Phòng,39,2,0,44.0,10.0,16888650.0,Trung bình,0.162
C02359,22,Nam,Hà Nội,60,0,0,26.0,4.0,4343400.0,Đang hoạt động,0.133
C02360,53,Nam,Hải Phòng,29,2,1,6.0,6.0,2409800.0,Đang hoạt động,0.368
C02361,38,Nữ,TP HCM,40,1,1,39.0,7.0,6463800.0,Trung bình,0.208
C02362,26,Nữ,Cần Thơ,33,0,0,4.0,6.0,13578550.0,Đang hoạt động,0.196
C02363,34,Nam,TP HCM,57,2,1,33.0,7.0,3873400.0,Trung bình,0.195
C02364,38,Nam,Hải Phòng,42,1,0,50.0,9.0,7679250.0,Trung bình,0.116
C02365,47,Nam,TP HCM,22,2,1,10.0,7.0,8078000.0,Đang hoạt động,0.415
C02366,42,Nữ,TP HCM,8,0,0,12.0,5.0,4042900.0,Đang hoạt động,0.403
C02367,31,Nữ,Hà Nội,41,0,0,81.0,7.0,11275900.0,Trung bình,0.125
C02368,69,Nam,Đà Nẵng,40,1,0,67.0,4.0,12909893.0,Trung bình,0.337
C02369,41,Nam,Cần Thơ,47,1,0,80.0,4.0,3583400.0,Trung bình,0.269
C02370,43,Nam,Đà Nẵng,43,1,0,56.0,5.0,4919000.0,Trung bình,0.258
C02371,49,Nam,Hà Nội,42,2,1,8.0,3.0,6565000.0,Đang hoạt động,0.454
C02372,64,Nữ,Đà Nẵng,5,0,1,75.0,7.0,5626400.0,Trung bình,0.3
C02373,48,Nữ,Đà Nẵng,25,0,0,17.0,7.0,7224950.0,Đang hoạt động,0.193
C02374,24,Nam,Hà Nội,11,1,1,32.0,5.0,5664000.0,Trung bình,0.457
C02375,36,Nữ,Cần Thơ,53,2,1,31.0,8.0,4743150.0,Trung bình,0.161
C02376,44,Nữ,Hà Nội,40,1,0,21.0,6.0,25888381.0,Đang hoạt động,0.249
C02377,33,Nam,Đà Nẵng,50,1,1,2.0,4.0,1797700.0,Đang hoạt động,0.257
C02378,48,Nam,Cần Thơ,20,1,1,83.0,5.0,3794800.0,Trung bình,0.395
C02379,25,Nữ,TP HCM,33,1,1,17.0,5.0,5853900.0,Đang hoạt động,0.342
C02380,30,Nam,Hà Nội,12,0,0,24.0,6.0,5049450.0,Đang hoạt động,0.287
C02381,47,Nữ,Hải Phòng,41,2,1,41.0,7.0,13070500.0,Trung bình,0.264
C02382,35,Nam,Hải Phòng,58,2,0,79.0,2.0,271700.0,Trung bình,0.386
C02383,33,Nữ,Đà Nẵng,38,2,0,6.0,7.0,7989950.0,Đang hoạt động,0.291
C02384,40,Nam,Hải Phòng,8,0,0,9.0,8.0,7332200.0,Đang hoạt động,0.223
C02385,68,Nam,Hải Phòng,45,0,0,74.0,5.0,4829950.0,Trung bình,0.157
C02386,24,Nam,TP HCM,40,2,1,68.0,9.0,12787350.0,Trung bình,0.216
C02387,21,Nam,Đà Nẵng,58,0,0,158.0,6.0,4050200.0,Đã ngủ đông,0.102
C02388,36,Nam,Cần Thơ,35,3,1,5.0,4.0,7027150.0,Đang hoạt động,0.575
C02389,54,Nam,Đà Nẵng,13,2,0,5.0,9.0,9322850.0,Đang hoạt động,0.35
C02390,51,Nam,TP HCM,47,0,1,228.0,2.0,2922000.0,Đã ngủ đông,0.3
C02391,24,Nam,Hà Nội,33,1,0,87.0,7.0,7891400.0,Trung bình,0.218
C02392,25,Nữ,Đà Nẵng,10,1,0,136.0,4.0,2009450.0,Đã ngủ đông,0.543
C02393,28,Nam,Đà Nẵng,28,3,1,31.0,5.0,5115600.0,Trung bình,0.578
C02394,37,Nữ,TP HCM,30,2,1,35.0,7.0,5806200.0,Trung bình,0.357
C02395,35,Nữ,Hà Nội,51,1,0,26.0,6.0,2065900.0,Đang hoạt động,0.162
C02396,50,Nam,TP HCM,8,2,1,4.0,6.0,3396000.0,Đang hoạt động,0.567
C02397,21,Nam,Hà Nội,12,1,1,30.0,6.0,8306750.0,Đang hoạt động,0.398
C02398,64,Nữ,Đà Nẵng,26,0,1,24.0,9.0,9443300.0,Đang hoạt động,0.128
C02399,55,Nam,TP HCM,29,2,1,202.0,4.0,2790800.0,Đã ngủ đông,0.533
C02400,67,Nữ,Cần Thơ,38,3,0,1.0,7.0,11084432.0,Đang hoạt động,0.383
C02401,68,Nữ,Cần Thơ,40,0,0,47.0,6.0,3467050.0,Trung bình,0.15
C02402,39,Nữ,TP HCM,20,0,0,32.0,5.0,1888600.0,Trung bình,0.317
C02403,66,Nữ,TP HCM,51,3,0,59.0,3.0,2968650.0,Trung bình,0.536
C02404,50,Nam,Cần Thơ,48,1,0,12.0,5.0,8407750.0,Đang hoạt động,0.225
C02405,21,Nam,Hải Phòng,49,2,0,1.0,8.0,6887300.0,Đang hoạt động,0.175
C02406,22,Nam,Cần Thơ,59,0,0,4.0,11.0,9180550.0,Khách VIP,0.032
C02407,64,Nữ,Hà Nội,14,2,0,12.0,6.0,2410650.0,Đang hoạt động,0.476
C02408,40,Nữ,TP HCM,13,2,1,70.0,6.0,5072500.0,Trung bình,0.539
C02409,30,Nữ,TP HCM,10,0,1,14.0,8.0,8339600.0,Đang hoạt động,0.247
C02410,56,Nữ,Hải Phòng,18,1,1,14.0,9.0,10574750.0,Đang hoạt động,0.214
C02411,46,Nam,Cần Thơ,55,0,1,10.0,5.0,5572200.0,Đang hoạt động,0.127
C02412,28,Nữ,Cần Thơ,24,3,0,3.0,8.0,7319900.0,Đang hoạt động,0.426
C02413,30,Nữ,Hà Nội,25,1,0,161.0,2.0,884000.0,Đã ngủ đông,0.523
C02414,63,Nữ,Cần Thơ,30,0,0,45.0,11.0,9502350.0,Trung bình,0.072
C02415,49,Nữ,Hà Nội,35,0,0,60.0,3.0,2979350.0,Trung bình,0.287
C02416,68,Nữ,TP HCM,33,2,0,94.0,7.0,8887434.0,Trung bình,0.34
C02417,66,Nam,Hà Nội,8,0,1,15.0,5.0,5411900.0,Đang hoạt động,0.36
C02418,63,Nữ,Cần Thơ,45,0,0,103.0,9.0,10015800.0,Trung bình,0.074
C02419,65,Nam,TP HCM,32,3,0,106.0,4.0,2537900.0,Trung bình,0.617
C02420,41,Nam,Hà Nội,24,2,1,29.0,7.0,4970500.0,Đang hoạt động,0.355
C02421,31,Nữ,Hà Nội,29,0,0,9.0,4.0,2557000.0,Đang hoạt động,0.276
C02422,25,Nữ,Cần Thơ,47,2,0,38.0,8.0,5183100.0,Trung bình,0.189
C02423,38,Nữ,Hà Nội,17,2,1,88.0,5.0,2294350.0,Trung bình,0.52
C02424,55,Nữ,Hà Nội,23,1,0,4.0,7.0,5815200.0,Đang hoạt động,0.264
C02425,43,Nữ,Cần Thơ,6,0,0,69.0,7.0,4022600.0,Trung bình,0.284
C02426,57,Nữ,Đà Nẵng,27,1,0,3.0,5.0,6317850.0,Đang hoạt động,0.36
C02427,70,Nữ,Đà Nẵng,8,0,0,18.0,6.0,6887750.0,Đang hoạt động,0.331
C02428,47,Nam,Hà Nội,20,2,0,5.0,9.0,8057700.0,Đang hoạt động,0.283
C02429,48,Nữ,TP HCM,25,1,1,97.0,2.0,1111900.0,Trung bình,0.561
C02430,68,Nam,Hà Nội,46,1,1,136.0,5.0,4216600.0,Đã ngủ đông,0.222
C02431,52,Nam,Đà Nẵng,18,2,0,31.0,6.0,9128800.0,Trung bình,0.486
C02432,53,Nam,TP HCM,23,1,0,2.0,5.0,2653300.0,Đang hoạt động,0.398
C02433,24,Nữ,TP HCM,44,0,0,126.0,4.0,2397750.0,Đã ngủ đông,0.227
C02434,48,Nam,Đà Nẵng,46,0,0,5.0,5.0,4804400.0,Đang hoạt động,0.166
C02435,43,Nam,Cần Thơ,43,1,1,10.0,7.0,2817850.0,Đang hoạt động,0.167
C02436,53,Nữ,Hà Nội,25,2,1,29.0,2.0,3976700.0,Đang hoạt động,0.632
